problema,geracao,n_pool,k_ei,k_mu,nao_greedy,d_mu,d_sg,d_ei_pool,mu_sel,mu_min,sg_sel,perc_mu,perc_sg,ei_sel,ei_do_argmin_mu,ganho_ei,rsid_sel,rsid_frac
BBOB_F1,48,312,68,69,True,1.0701127268389314e-06,1.989077009857074e-06,1.7368154551822145e-06,0.0668032243847847,0.06679612398147583,0.04577426612377167,0.02564102564102564,0.5,0.006423807911549263,0.006422385191131934,1.4227204173291458e-06,False,0.0
BBOB_F1,49,312,80,80,False,2.0458395652805977e-08,2.657369846881361e-08,7.288120105792713e-08,0.015414373949170113,0.015414373949170113,0.002799465088173747,0.0,0.0641025641025641,0.0037118273860832834,0.0037118273860832834,0.0,True,0.003205128205128205
BBOB_F1,50,316,159,253,True,12.883592304316927,31.469142158786575,0.7794763585518184,0.07154075056314468,0.059490811079740524,0.0316091924905777,0.5664556962025317,0.689873417721519,0.0002211671921495881,0.00016470231682141824,5.646487532816986e-05,False,0.0
BBOB_F1,51,316,144,101,True,6.526743398615992e-09,5.991760601565319e-09,2.0867192405209695e-08,0.030596284195780754,0.028966180980205536,0.014956559054553509,0.04746835443037975,0.1550632911392405,0.006970555547547849,0.006847130636294276,0.00012342491125357305,True,0.0031645569620253164
BBOB_F1,52,320,99,278,True,3.508112131787593e-08,3.698711808369326e-09,9.697575652912599e-08,0.07742541283369064,0.07106554508209229,0.049291372299194336,0.403125,0.68125,0.0034330555159338026,0.0031414653882510957,0.00029159012768270685,True,0.003125
BBOB_F1,53,320,120,161,True,0.004189961269828361,0.10863258254279125,0.006903984485824007,0.021628517657518387,0.02154490165412426,0.003005680162459612,0.090625,0.7125,0.0036600443591675138,0.0036407805327259525,1.9263826441561285e-05,False,0.0
BBOB_F1,54,324,98,145,True,1.7751537679854466,15.00178633418066,0.19256811022939416,0.09583441913127899,0.09543098509311676,0.044311899691820145,0.07098765432098765,0.30246913580246915,0.0018477191376839903,0.0017817289125779808,6.59902251060095e-05,False,0.0
BBOB_F1,55,324,56,87,True,2.471105902480505e-08,4.2814307374055855e-08,2.7127233110228236e-07,0.05536274239420891,0.049853548407554626,0.02102653495967388,0.11419753086419752,0.21296296296296297,0.001332819273678728,0.0013112262102960696,2.159306338265837e-05,True,0.0030864197530864196
BBOB_F1,56,328,167,269,True,3.294154796097479e-08,3.131877972224587e-08,1.858409329363207e-07,0.03354611620306969,0.03254226967692375,0.013899837620556355,0.003048780487804878,0.039634146341463415,0.0025245772833584275,0.0020123612679954564,0.0005122160153629711,True,0.003048780487804878
BBOB_F1,57,328,13,261,True,1.5439801322517222e-08,9.593335629570129e-10,4.132561888977239e-08,0.030405690893530846,0.02923520654439926,0.014610829763114452,0.042682926829268296,0.24695121951219512,0.005792986723861004,0.005393451388135925,0.00039953533572507915,True,0.003048780487804878
BBOB_F1,58,332,1,166,True,3.143184369382167e-08,1.836880443974121e-08,5.502808796877964e-08,0.008862681686878204,0.008792247623205185,0.003561105579137802,0.012048192771084338,0.2740963855421687,0.004078555406773256,0.0040513283155907,2.7227091182555757e-05,True,0.0030120481927710845
BBOB_F1,59,332,166,272,True,1.7823785719977607e-08,2.9252786074726512e-08,6.82818593106123e-08,0.025632549077272415,0.02515617199242115,0.008926172740757465,0.02710843373493976,0.1716867469879518,0.00586967456815673,0.0056958001823801925,0.00017387438577653753,False,0.0
BBOB_F1,60,336,168,169,True,3.4502888018668585e-08,3.302250753541504e-08,5.63058408743985e-07,0.03722212463617325,0.03681429103016853,0.0025202445685863495,0.15773809523809523,0.6160714285714286,0.0015086150521190968,0.0014937561462166273,1.4858905902469547e-05,False,0.0
BBOB_F1,61,336,169,169,False,1.9652142664983013e-08,9.120250222886475e-09,2.675495185158831e-08,0.007243439555168152,0.007243439555168152,0.0008415562333539128,0.0,0.33035714285714285,0.005320476811431327,0.005320476811431327,0.0,True,0.002976190476190476
BBOB_F1,62,340,170,170,False,1.1122295260101067e-08,2.740198758184943e-08,1.0411236144139349e-07,0.07908167690038681,0.07908167690038681,0.050710488110780716,0.0,0.9882352941176471,0.005125138039895531,0.005125138039895531,0.0,True,0.0029411764705882353
BBOB_F1,63,340,171,171,False,1.259473513454899e-08,1.4782472267946169e-08,2.1146079620279392e-07,0.03802312910556793,0.03802312910556793,0.0008681028848513961,0.0,0.1264705882352941,0.0022531000053723584,0.0022531000053723584,0.0,True,0.0029411764705882353
BBOB_F1,64,344,98,252,True,0.6190762560394895,0.8831872595070583,0.07612847878082271,0.11249323934316635,0.11147721856832504,0.042018383741378784,0.45930232558139533,0.8895348837209303,0.0005248046510730507,0.00047273982569156396,5.2064825381486785e-05,False,0.0
BBOB_F1,65,344,140,130,True,2.519491778401262,15.905307940786338,0.25034466082204765,0.13587351143360138,0.13064949214458466,0.04186094552278519,0.4273255813953488,0.5988372093023255,0.00011693938329993361,9.906676332819425e-05,1.787261997173936e-05,False,0.0
BBOB_F1,66,348,62,231,True,3.083612017378462e-08,2.885167270724568e-08,1.1354268201592176e-07,0.035633161664009094,0.03159480169415474,0.023768140003085136,0.5689655172413793,0.7729885057471264,0.005653543847361536,0.005478417161908783,0.00017512668545275386,True,0.0028735632183908046
BBOB_F1,67,348,12,12,False,4.935653358190544e-09,6.010461005442066e-09,1.646415350578884e-09,0.07512767612934113,0.07512767612934113,0.04793671518564224,0.0,0.9971264367816092,0.004911105575118082,0.004911105575118082,0.0,True,0.0028735632183908046
BBOB_F1,68,352,176,10,True,3.5085361250643357,35.08115911806699,0.917590862965111,0.17731153964996338,0.17599830031394958,0.04491820186376572,0.65625,0.9971590909090909,1.2261184296985425e-05,1.0504765863647003e-05,1.756418433338422e-06,False,0.0
BBOB_F1,69,352,48,207,True,0.13076237517301353,0.18778534965687174,0.007340970572280145,0.01324918307363987,0.011533747427165508,0.011739088222384453,0.0625,0.17045454545454544,0.004348550074062304,0.004149611935333312,0.0001989381387289919,False,0.0
BBOB_F1,70,356,179,179,False,0.000325241281137306,0.17392304031144828,0.017855347713123706,0.037783872336149216,0.037783872336149216,0.0006570482510142028,0.0,0.008426966292134831,0.0012848402267592097,0.0012848402267592097,0.0,False,0.0
BBOB_F1,71,356,60,3,True,2.5955850059268086e-08,1.3590271475264178e-08,1.8597733361417082e-07,0.14622201025485992,0.14439940452575684,0.03896181657910347,0.22191011235955055,0.9971910112359551,2.484502645467318e-05,2.263726423444405e-05,2.2077622202291275e-06,True,0.0028089887640449437
BBOB_F1,72,360,105,163,True,3.377888924727146e-08,1.4266921422968658e-08,1.257929797596434e-07,0.025311822071671486,0.02461981773376465,0.007614899426698685,0.022222222222222223,0.14166666666666666,0.004747345820092568,0.004560092870063119,0.00018725295002944894,True,0.002777777777777778
BBOB_F1,73,360,63,42,True,1.7317636258135362e-08,3.688680101456482e-08,2.7696010578014177e-07,0.1001141145825386,0.09922848641872406,0.041713107377290726,0.011111111111111112,0.9944444444444445,0.0009301140579071779,0.0008536103195665476,7.650373834063029e-05,True,0.002777777777777778
BBOB_F1,74,364,183,139,True,1.7558164259031847e-08,1.914673136348166e-08,8.451724032585721e-08,0.026870064437389374,0.026692796498537064,0.007853411138057709,0.008241758241758242,0.16483516483516483,0.003886147588402249,0.0037589292243159394,0.00012721836408630983,True,0.0027472527472527475
BBOB_F1,75,364,182,83,True,1.3648547038434714e-08,2.977832778885292e-08,1.6887582465977499e-07,0.03518268093466759,0.03487228974699974,0.0030540672596544027,0.01098901098901099,0.07417582417582418,0.0011724183235136622,0.0007749663417140177,0.00039745198179964446,True,0.0027472527472527475
BBOB_F1,76,368,144,125,True,2.3608992299934752,43.38079555813055,0.6021478918458396,0.12196620553731918,0.12111175060272217,0.041604090481996536,0.3967391304347826,0.8913043478260869,0.0003140734323149037,0.0002836029144456845,3.0470517869219185e-05,False,0.0
BBOB_F1,77,368,59,323,True,0.0015536895699388808,0.002179753068230557,0.0034173351240804057,0.14893747866153717,0.14801329374313354,0.04275853559374809,0.03260869565217391,0.9266304347826086,5.207880693506461e-05,3.973254887830571e-05,1.2346258056758898e-05,False,0.0
BBOB_F1,78,372,187,187,False,0.0021449820377730947,0.04599637821706741,0.009595117048938138,0.022708438336849213,0.022708438336849213,0.0021252131555229425,0.0,0.42473118279569894,0.00463865026708601,0.00463865026708601,0.0,False,0.0
BBOB_F1,79,372,1,219,True,2.6577351901950305e-08,2.077435123611413e-09,2.9770376802163283e-07,0.16757600009441376,0.16671934723854065,0.046765998005867004,0.19623655913978494,0.9919354838709677,3.629453388145817e-05,3.0515571682119126e-05,5.7789621993390426e-06,True,0.002688172043010753
BBOB_F1,80,376,174,156,True,4.5661594421802666e-08,2.00430348407995e-08,4.413979742495221e-07,0.0728154107928276,0.06681672483682632,0.02316935546696186,0.21010638297872342,0.3882978723404255,0.0004900790852827852,0.00042204588996776985,6.803319531501536e-05,True,0.0026595744680851063
BBOB_F1,81,376,189,188,True,1.3950086159255672,191.66523463554427,0.8247131162374005,0.08354754745960236,0.07556484639644623,0.01922590658068657,0.007978723404255319,0.007978723404255319,3.615907091200762e-05,2.89442893971516e-05,7.2147815148560196e-06,False,0.0
BBOB_F1,82,380,63,372,True,3.206906504055135,64.98981134619018,0.6363097667849572,0.16097129881381989,0.15936514735221863,0.044932007789611816,0.2026315789473684,0.9973684210526316,4.1754666089336974e-05,3.8154409956807475e-05,3.6002561325294987e-06,False,0.0
BBOB_F1,83,380,188,50,True,0.048556361887634535,2.7037245126874336,0.045940340120191665,0.02352975681424141,0.022967815399169922,0.002982131903991103,0.007894736842105263,0.16842105263157894,0.001355501315387378,0.001324882657714987,3.061865767239099e-05,False,0.0
BBOB_F1,84,384,190,80,True,5.352197514264627e-09,1.3540009624897874e-08,6.772139031362834e-08,0.16014111042022705,0.15586797893047333,0.0482776053249836,0.4505208333333333,0.9973958333333334,7.624445418284915e-05,6.661270297509975e-05,9.631751207749397e-06,True,0.0026041666666666665
BBOB_F1,85,384,192,363,True,91.98433033140722,24.339214917511352,0.9988817235713684,0.11674264073371887,0.09306896477937698,0.02772778458893299,0.1171875,0.1484375,7.643108203174585e-08,4.563195531566463e-08,3.079912671608122e-08,False,0.0
BBOB_F1,86,388,155,155,False,2.907828390559204e-08,2.2983031605273275e-08,2.5426123483614416e-08,0.013585635460913181,0.013585635460913181,0.015556962229311466,0.0,0.211340206185567,0.016462219316062402,0.016462219316062402,0.0,True,0.002577319587628866
BBOB_F1,87,388,165,221,True,7.3912670885030485,27.382070178821227,0.2523693987320872,0.13319618999958038,0.13013696670532227,0.06054576486349106,0.08247422680412371,0.9871134020618557,0.000604113813328692,0.0005119213011807833,9.219251214790877e-05,False,0.0
BBOB_F1,88,392,196,138,True,5.139812255171501e-05,8.448732885297097e-05,0.00015859657853325846,0.12711842358112335,0.1262781322002411,0.041078466922044754,0.00510204081632653,0.02295918367346939,0.0002055878425699586,0.00016986602143611727,3.572182113384132e-05,False,0.0
BBOB_F1,89,392,81,22,True,6.600355671301426e-09,3.2713886369318986e-08,2.0509549097374085e-08,0.03035827912390232,0.03015671856701374,0.016425877809524536,0.007653061224489796,0.08418367346938775,0.005865670862482026,0.005073794380004594,0.0007918764824774317,True,0.002551020408163265
BBOB_F1,90,396,38,220,True,1.8633775121930817e-08,2.1849803749320775e-08,2.0322005415057416e-07,0.0793825089931488,0.07328612357378006,0.03297498822212219,0.03282828282828283,0.11868686868686869,0.000882328648669467,0.0007810514449252868,0.00010127720374418026,True,0.0025252525252525255
BBOB_F1,91,396,269,333,True,3.776817936715792e-08,3.576410940961859e-08,7.655184167857813e-08,0.1564706265926361,0.15561604499816895,0.0456940233707428,0.7373737373737373,0.9949494949494949,5.873160160390018e-05,4.7404018818226405e-05,1.1327582785673773e-05,True,0.0025252525252525255
BBOB_F1,92,400,200,200,False,2.135556869406206,5.878724436938562,0.9575578970726079,0.00849778950214386,0.00849778950214386,0.0018199937185272574,0.0,0.0,1.2725100843319995e-07,1.2725100843319995e-07,0.0,False,0.0
BBOB_F1,93,400,200,106,True,2.8651251670356115,44.73618648484446,0.8695309902825799,0.14727763831615448,0.1460968255996704,0.03674804046750069,0.18,0.295,1.473438901190461e-05,1.3846031378397523e-05,8.883576335070871e-07,False,0.0
BBOB_F1,94,404,203,378,True,2.5566478660433007e-08,1.5462713067281814e-08,1.5202400277901032e-07,0.08152690529823303,0.07726062834262848,0.04829142242670059,0.30445544554455445,0.43564356435643564,0.0020829971294526444,0.0018398516551923517,0.00024314547426029266,True,0.0024752475247524753
BBOB_F1,95,404,165,19,True,2.7787673870712934,25.006385218613502,0.8583297237529762,0.12839587032794952,0.1283763349056244,0.03941389545798302,0.017326732673267328,0.9876237623762376,0.00011148651135375138,0.00010408610501398631,7.4004063397650754e-06,False,0.0
BBOB_F1,96,408,50,50,False,2.282780381494644,41.10297037550233,0.5138110951495739,0.1030527651309967,0.1030527651309967,0.04199885576963425,0.0,0.9975490196078431,0.0008343791543056842,0.0008343791543056842,0.0,False,0.0
BBOB_F1,97,408,204,204,False,0.02488237767389243,0.22570243651051958,0.23386164778891064,0.027694132179021835,0.027694132179021835,0.00186776218470186,0.0,0.0,0.001523809542160224,0.001523809542160224,0.0,False,0.0
BBOB_F1,98,412,206,179,True,1.1381834858294693e-08,6.780899878260315e-09,7.809546389801137e-08,0.08167612552642822,0.08082250505685806,0.04056568816304207,0.007281553398058253,0.04611650485436893,0.0014927145254968431,0.0013113361881541864,0.00018137833734265668,True,0.0024271844660194173
BBOB_F1,99,412,207,207,False,6.0200385630955675e-06,4.753089509523062e-06,5.5160050175227566e-05,0.10508061945438385,0.10508061945438385,0.046621911227703094,0.0,0.9951456310679612,0.0010398559759038492,0.0010398559759038492,0.0,False,0.0
BBOB_F1,100,416,208,208,False,3.145114433978373e-09,5.648469785301346e-09,1.0900945388630474e-08,0.060598988085985184,0.060598988085985184,0.037061236798763275,0.0,0.01201923076923077,0.0015440679953499844,0.0015440679953499844,0.0,False,0.0
BBOB_F1,101,416,208,208,False,2.5672151162031422,15.21879706424426,0.8457371693599687,0.1213444173336029,0.1213444173336029,0.04181912913918495,0.0,0.9927884615384616,0.0003099488669105798,0.0003099488669105798,0.0,False,0.0
BBOB_F1,102,420,116,170,True,1.7107006438665096,3.781400751245585,0.26313935344374295,0.10895194113254547,0.10883661359548569,0.045014627277851105,0.030952380952380953,0.9976190476190476,0.0008336605007994644,0.0007495503553854497,8.411014541401468e-05,False,0.0
BBOB_F1,103,420,210,75,True,2.988513153971784,141.69841195562185,0.11251383290235269,0.14310477674007416,0.1422366350889206,0.042394302785396576,0.1595238095238095,0.9976190476190476,7.717863369235197e-05,6.558280188413213e-05,1.1595831808219837e-05,False,0.0
BBOB_F1,104,424,165,16,True,4.608633257259016e-08,5.304658463420988e-08,3.234803935949989e-08,0.06793614476919174,0.05885857716202736,0.03365897759795189,0.08254716981132075,0.1650943396226415,0.000805950726547198,0.000553437149323082,0.00025251357722411594,True,0.0023584905660377358
BBOB_F1,105,424,135,99,True,2.542904545878783e-08,3.135246598727256e-08,3.047058883141026e-09,0.11161531507968903,0.10765621811151505,0.03967408090829849,0.6674528301886793,0.7735849056603774,0.00039671197714115803,0.0003614052846057916,3.530669253536643e-05,True,0.0023584905660377358
BBOB_F1,106,428,20,20,False,1.1000548984496209e-08,3.144796296458336e-08,8.610522986408176e-08,0.10376770049333572,0.10376770049333572,0.04751241207122803,0.0,0.8878504672897196,0.0013271809937365278,0.0013271809937365278,0.0,False,0.002336448598130841
BBOB_F1,107,428,214,191,True,3.0719095252381413e-08,1.367443925366334e-08,1.5170925781590285e-07,0.11575605720281601,0.11519776284694672,0.03992670029401779,0.3808411214953271,0.6752336448598131,0.0003370231451264537,0.0003301965291217855,6.826616004668206e-06,True,0.002336448598130841
