prob,tag,it,R,best,n_x_distintos,n_acqf_distintos,tem_dup,decl_ok,naive_ok,decl_pares,naive_pares,best_eh_ultimo,marcada_ultima,n_marcadas
BBOB_F1,s42,26,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,27,50,26,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,28,50,0,50,50,False,False,False,8,8,False,True,1
BBOB_F1,s42,29,50,43,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,30,50,44,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,31,50,12,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,32,50,42,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,33,50,46,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,34,50,43,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,35,50,37,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,36,50,11,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,37,50,38,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,38,50,18,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,39,50,6,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,40,50,2,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,41,50,36,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,42,50,39,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,43,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,44,50,30,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,45,50,10,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,46,50,40,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,47,50,29,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,48,50,18,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,49,50,15,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,50,50,7,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,51,50,38,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,52,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,53,50,15,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,54,50,42,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,55,50,48,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,56,50,8,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,57,50,9,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,58,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,59,50,22,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,60,50,3,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,61,50,34,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,62,50,49,50,50,False,True,True,0,0,True,True,1
BBOB_F1,s42,63,50,32,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,64,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,65,50,44,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,66,50,20,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,67,50,36,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,68,50,42,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,69,50,43,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,70,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,71,50,47,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,72,50,23,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,73,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,74,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,75,50,24,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,76,50,9,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,77,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,78,50,30,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,79,50,7,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,80,50,5,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,81,50,34,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,82,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,83,50,27,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,84,50,40,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,85,50,19,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,86,50,41,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,87,50,10,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,88,50,12,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,89,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,90,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,91,50,2,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,92,50,21,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,93,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,94,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,95,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,96,50,34,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,97,50,45,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,98,50,7,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,99,50,28,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,100,50,22,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,101,50,5,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,102,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,103,50,36,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,104,50,8,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,105,50,44,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,106,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,107,50,22,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,108,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,109,50,13,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,110,50,20,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,111,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,112,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,113,50,8,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,114,50,3,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,115,50,3,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,116,50,7,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,117,50,8,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,118,50,19,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,119,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,120,50,44,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,121,50,36,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,122,50,26,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,123,50,40,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,124,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,125,50,26,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,126,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,127,50,25,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,128,50,38,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,129,50,26,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,130,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,131,50,5,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,132,50,4,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,133,50,46,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,134,50,12,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,135,50,4,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,136,50,23,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,137,50,16,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,138,50,26,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,139,50,7,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,140,50,36,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,141,50,42,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,142,50,20,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,143,50,21,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,144,50,33,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,145,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,146,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,147,50,28,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,148,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,149,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,150,50,42,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,151,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,152,50,9,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,153,50,2,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,154,50,27,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,155,50,20,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,156,50,6,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,157,50,38,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,158,50,31,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,159,50,48,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,160,50,2,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,161,50,39,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,162,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,163,50,49,50,50,False,True,True,0,0,True,True,1
BBOB_F1,s42,164,50,36,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,165,50,25,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,166,50,9,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,167,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,168,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,169,50,31,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,170,50,5,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,171,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,172,50,45,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,173,50,5,50,50,False,False,False,1,1,False,True,1
BBOB_F1,s42,174,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,175,50,16,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,176,50,49,50,50,False,True,True,0,0,True,True,1
BBOB_F1,s42,177,50,14,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,178,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,179,50,27,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,180,50,7,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,181,50,39,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,182,50,31,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,183,50,0,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,184,50,35,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,185,50,4,50,50,False,False,False,1,1,False,True,1
BBOB_F1,s42,186,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,187,50,37,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,188,50,10,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,189,50,29,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,190,50,8,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,191,50,8,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,192,50,4,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,193,50,45,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,194,50,21,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,195,50,1,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,196,50,14,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,197,50,21,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,198,50,17,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,199,50,4,50,50,False,False,False,1,1,False,True,1
BBOB_F1,s42,200,50,4,50,50,False,True,True,0,0,False,True,1
BBOB_F1,s42,201,50,0,50,50,False,True,True,0,0,False,,0
BBOB_F17,s42,1,50,39,50,50,False,False,False,802,802,False,True,1
BBOB_F17,s42,2,50,1,50,50,False,False,False,376,376,False,True,1
BBOB_F17,s42,3,50,3,50,50,False,False,False,356,356,False,True,1
BBOB_F17,s42,4,50,35,50,50,False,False,False,402,402,False,True,1
BBOB_F17,s42,5,50,41,50,50,False,False,False,197,197,False,True,1
BBOB_F17,s42,6,50,47,50,50,False,False,False,340,340,False,True,1
BBOB_F17,s42,7,50,32,50,50,False,False,False,323,323,False,True,1
BBOB_F17,s42,8,50,19,50,50,False,False,False,167,167,False,True,1
BBOB_F17,s42,9,50,41,50,50,False,False,False,230,230,False,True,1
BBOB_F17,s42,10,50,49,50,50,False,False,False,302,302,True,True,1
BBOB_F17,s42,11,50,40,50,50,False,False,False,122,122,False,True,1
BBOB_F17,s42,12,50,26,50,50,False,False,False,297,297,False,True,1
BBOB_F17,s42,13,50,12,50,50,False,False,False,104,104,False,True,1
BBOB_F17,s42,14,50,22,50,50,False,False,False,100,100,False,True,1
BBOB_F17,s42,15,50,11,50,50,False,False,False,104,104,False,True,1
BBOB_F17,s42,16,50,32,50,50,False,False,False,92,92,False,True,1
BBOB_F17,s42,17,50,22,50,50,False,False,False,195,195,False,True,1
BBOB_F17,s42,18,50,2,50,50,False,False,False,141,141,False,True,1
BBOB_F17,s42,19,50,39,50,50,False,False,False,98,98,False,True,1
BBOB_F17,s42,20,50,6,50,50,False,False,False,87,87,False,True,1
BBOB_F17,s42,21,50,25,50,50,False,False,False,209,209,False,True,1
BBOB_F17,s42,22,50,22,50,50,False,False,False,66,66,False,True,1
BBOB_F17,s42,23,50,0,50,50,False,False,False,42,42,False,True,1
BBOB_F17,s42,24,50,15,50,50,False,False,False,264,264,False,True,1
BBOB_F17,s42,25,50,8,50,50,False,False,False,231,231,False,True,1
BBOB_F17,s42,26,50,1,50,50,False,False,False,106,106,False,True,1
BBOB_F17,s42,27,50,5,50,50,False,False,False,468,468,False,True,1
BBOB_F17,s42,28,50,49,50,50,False,False,False,239,239,True,True,1
BBOB_F17,s42,29,50,44,50,50,False,False,False,173,173,False,True,1
BBOB_F17,s42,30,50,10,50,50,False,False,False,57,57,False,True,1
BBOB_F17,s42,31,50,27,50,50,False,False,False,47,47,False,True,1
BBOB_F17,s42,32,50,20,50,50,False,False,False,46,46,False,True,1
BBOB_F17,s42,33,50,41,50,50,False,False,False,10,10,False,True,1
BBOB_F17,s42,34,50,3,50,50,False,False,False,44,44,False,True,1
BBOB_F17,s42,35,50,15,50,50,False,False,False,35,35,False,True,1
BBOB_F17,s42,36,50,11,50,50,False,False,False,107,107,False,True,1
BBOB_F17,s42,37,50,7,50,50,False,False,False,88,88,False,True,1
BBOB_F17,s42,38,50,29,50,50,False,False,False,123,123,False,True,1
BBOB_F17,s42,39,50,14,50,50,False,False,False,75,75,False,True,1
BBOB_F17,s42,40,50,25,50,50,False,False,False,122,122,False,True,1
BBOB_F17,s42,41,50,14,50,50,False,False,False,73,73,False,True,1
BBOB_F17,s42,42,50,41,50,50,False,False,False,67,67,False,True,1
BBOB_F17,s42,43,50,1,50,50,False,False,False,249,249,False,True,1
BBOB_F17,s42,44,50,13,50,50,False,False,False,29,29,False,True,1
BBOB_F17,s42,45,50,15,50,50,False,False,False,50,50,False,True,1
BBOB_F17,s42,46,50,15,50,50,False,False,False,42,42,False,True,1
BBOB_F17,s42,47,50,12,50,50,False,False,False,357,357,False,True,1
BBOB_F17,s42,48,50,40,50,50,False,False,False,65,65,False,True,1
BBOB_F17,s42,49,50,29,50,50,False,False,False,155,155,False,True,1
BBOB_F17,s42,50,50,3,50,50,False,False,False,22,22,False,True,1
BBOB_F17,s42,51,50,25,50,50,False,False,False,41,41,False,True,1
BBOB_F17,s42,52,50,32,50,50,False,False,False,49,49,False,True,1
BBOB_F17,s42,53,50,35,50,50,False,False,False,64,64,False,True,1
BBOB_F17,s42,54,50,38,50,50,False,False,False,45,45,False,True,1
BBOB_F17,s42,55,50,13,50,50,False,False,False,100,100,False,True,1
BBOB_F17,s42,56,50,21,50,50,False,False,False,38,38,False,True,1
BBOB_F17,s42,57,50,33,50,50,False,False,False,115,115,False,True,1
BBOB_F17,s42,58,50,25,50,50,False,False,False,44,44,False,True,1
BBOB_F17,s42,59,50,20,50,50,False,False,False,40,40,False,True,1
BBOB_F17,s42,60,50,41,50,50,False,False,False,35,35,False,True,1
BBOB_F17,s42,61,50,7,50,50,False,False,False,32,32,False,True,1
BBOB_F17,s42,62,50,0,50,50,False,False,False,18,18,False,True,1
BBOB_F17,s42,63,50,11,50,50,False,False,False,32,32,False,True,1
BBOB_F17,s42,64,50,43,50,50,False,False,False,24,24,False,True,1
BBOB_F17,s42,65,50,3,50,50,False,False,False,69,69,False,True,1
BBOB_F17,s42,66,50,3,50,50,False,False,False,29,29,False,True,1
BBOB_F17,s42,67,50,41,50,50,False,False,False,46,46,False,True,1
BBOB_F17,s42,68,50,21,50,50,False,False,False,47,47,False,True,1
BBOB_F17,s42,69,50,33,50,50,False,False,False,69,69,False,True,1
BBOB_F17,s42,70,50,44,50,50,False,False,False,113,113,False,True,1
BBOB_F17,s42,71,50,1,50,50,False,False,False,52,52,False,True,1
BBOB_F17,s42,72,50,3,50,50,False,False,False,78,78,False,True,1
BBOB_F17,s42,73,50,24,50,50,False,False,False,20,20,False,True,1
BBOB_F17,s42,74,50,21,50,50,False,False,False,44,44,False,True,1
BBOB_F17,s42,75,50,4,50,50,False,False,False,33,33,False,True,1
BBOB_F17,s42,76,50,8,50,50,False,False,False,37,37,False,True,1
BBOB_F17,s42,77,50,2,50,50,False,False,False,30,30,False,True,1
BBOB_F17,s42,78,50,47,50,50,False,False,False,18,18,False,True,1
BBOB_F17,s42,79,50,5,50,50,False,False,False,36,36,False,True,1
BBOB_F17,s42,80,50,48,50,50,False,False,False,72,72,False,True,1
BBOB_F17,s42,81,50,32,50,50,False,False,False,57,57,False,True,1
BBOB_F17,s42,82,50,7,50,50,False,False,False,21,21,False,True,1
BBOB_F17,s42,83,50,48,50,50,False,False,False,27,27,False,True,1
BBOB_F17,s42,84,50,49,50,50,False,False,False,15,15,True,True,1
BBOB_F17,s42,85,50,28,50,50,False,False,False,27,27,False,True,1
BBOB_F17,s42,86,50,13,50,50,False,False,False,23,23,False,True,1
BBOB_F17,s42,87,50,43,50,50,False,False,False,35,35,False,True,1
BBOB_F17,s42,88,50,5,50,50,False,False,False,19,19,False,True,1
BBOB_F17,s42,89,50,6,50,50,False,False,False,29,29,False,True,1
BBOB_F17,s42,90,50,32,50,50,False,False,False,72,72,False,True,1
BBOB_F17,s42,91,50,3,50,50,False,False,False,47,47,False,True,1
BBOB_F17,s42,92,50,45,50,50,False,False,False,49,49,False,True,1
BBOB_F17,s42,93,50,1,50,50,False,False,False,90,90,False,True,1
BBOB_F17,s42,94,50,40,50,50,False,False,False,30,30,False,True,1
BBOB_F17,s42,95,50,28,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,96,50,13,50,50,False,False,False,25,25,False,True,1
BBOB_F17,s42,97,50,34,50,50,False,False,False,27,27,False,True,1
BBOB_F17,s42,98,50,8,50,50,False,False,False,23,23,False,True,1
BBOB_F17,s42,99,50,20,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,100,50,36,50,50,False,False,False,11,11,False,True,1
BBOB_F17,s42,101,50,10,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,102,50,11,50,50,False,False,False,21,21,False,True,1
BBOB_F17,s42,103,50,22,50,50,False,False,False,31,31,False,True,1
BBOB_F17,s42,104,50,19,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,105,50,4,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,106,50,23,50,50,False,False,False,18,18,False,True,1
BBOB_F17,s42,107,50,37,50,50,False,False,False,20,20,False,True,1
BBOB_F17,s42,108,50,11,50,50,False,False,False,21,21,False,True,1
BBOB_F17,s42,109,50,4,50,50,False,False,False,28,28,False,True,1
BBOB_F17,s42,110,50,31,50,50,False,False,False,24,24,False,True,1
BBOB_F17,s42,111,50,2,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,112,50,7,50,50,False,False,False,46,46,False,True,1
BBOB_F17,s42,113,50,33,50,50,False,False,False,32,32,False,True,1
BBOB_F17,s42,114,50,25,50,50,False,False,False,28,28,False,True,1
BBOB_F17,s42,115,50,47,50,50,False,False,False,11,11,False,True,1
BBOB_F17,s42,116,50,31,50,50,False,False,False,24,24,False,True,1
BBOB_F17,s42,117,50,38,50,50,False,False,False,26,26,False,True,1
BBOB_F17,s42,118,50,27,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,119,50,49,50,50,False,False,False,20,20,True,True,1
BBOB_F17,s42,120,50,8,50,50,False,False,False,45,45,False,True,1
BBOB_F17,s42,121,50,41,50,50,False,False,False,36,36,False,True,1
BBOB_F17,s42,122,50,35,50,50,False,False,False,17,17,False,True,1
BBOB_F17,s42,123,50,24,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,124,50,25,50,50,False,False,False,23,23,False,True,1
BBOB_F17,s42,125,50,8,50,50,False,False,False,29,29,False,True,1
BBOB_F17,s42,126,50,23,50,50,False,False,False,15,15,False,True,1
BBOB_F17,s42,127,50,18,50,50,False,False,False,35,35,False,True,1
BBOB_F17,s42,128,50,19,50,50,False,False,False,11,11,False,True,1
BBOB_F17,s42,129,50,6,50,50,False,False,False,12,12,False,True,1
BBOB_F17,s42,130,50,43,50,50,False,False,False,16,16,False,True,1
BBOB_F17,s42,131,50,7,50,50,False,False,False,25,25,False,True,1
BBOB_F17,s42,132,50,29,50,50,False,False,False,23,23,False,True,1
BBOB_F17,s42,133,50,36,50,50,False,False,False,27,27,False,True,1
BBOB_F17,s42,134,50,12,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,135,50,11,50,50,False,False,False,15,15,False,True,1
BBOB_F17,s42,136,50,2,50,50,False,False,False,8,8,False,True,1
BBOB_F17,s42,137,50,46,50,50,False,False,False,5,5,False,True,1
BBOB_F17,s42,138,50,33,50,50,False,False,False,15,15,False,True,1
BBOB_F17,s42,139,50,36,50,50,False,False,False,11,11,False,True,1
BBOB_F17,s42,140,50,0,50,50,False,False,False,8,8,False,True,1
BBOB_F17,s42,141,50,14,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,142,50,26,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,143,50,3,50,50,False,False,False,8,8,False,True,1
BBOB_F17,s42,144,50,21,50,50,False,False,False,21,21,False,True,1
BBOB_F17,s42,145,50,43,50,50,False,False,False,22,22,False,True,1
BBOB_F17,s42,146,50,19,50,50,False,False,False,10,10,False,True,1
BBOB_F17,s42,147,50,36,50,50,False,False,False,8,8,False,True,1
BBOB_F17,s42,148,50,40,50,50,False,False,False,8,8,False,True,1
BBOB_F17,s42,149,50,13,50,50,False,False,False,23,23,False,True,1
BBOB_F17,s42,150,50,5,50,50,False,False,False,36,36,False,True,1
BBOB_F17,s42,151,50,13,50,50,False,False,False,5,5,False,True,1
BBOB_F17,s42,152,50,39,50,50,False,False,False,7,7,False,True,1
BBOB_F17,s42,153,50,1,50,50,False,False,False,15,15,False,True,1
BBOB_F17,s42,154,50,39,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,155,50,35,50,50,False,False,False,3,3,False,True,1
BBOB_F17,s42,156,50,21,50,50,False,False,False,9,9,False,True,1
BBOB_F17,s42,157,50,46,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,158,50,39,50,50,False,False,False,12,12,False,True,1
BBOB_F17,s42,159,50,7,50,50,False,False,False,9,9,False,True,1
BBOB_F17,s42,160,50,8,50,50,False,False,False,8,8,False,True,1
BBOB_F17,s42,161,50,25,50,50,False,False,False,13,13,False,True,1
BBOB_F17,s42,162,50,20,50,50,False,False,False,10,10,False,True,1
BBOB_F17,s42,163,50,33,50,50,False,False,False,11,11,False,True,1
BBOB_F17,s42,164,50,9,50,50,False,False,False,21,21,False,True,1
BBOB_F17,s42,165,50,4,50,50,False,False,False,14,14,False,True,1
BBOB_F17,s42,166,50,33,50,50,False,False,False,17,17,False,True,1
BBOB_F17,s42,167,50,44,50,50,False,False,False,3,3,False,True,1
BBOB_F17,s42,168,50,41,50,50,False,False,False,17,17,False,True,1
BBOB_F17,s42,169,50,18,50,50,False,False,False,10,10,False,True,1
BBOB_F17,s42,170,50,7,50,50,False,False,False,15,15,False,True,1
BBOB_F17,s42,171,50,39,50,50,False,False,False,11,11,False,True,1
BBOB_F17,s42,172,50,46,50,50,False,False,False,17,17,False,True,1
