label,problema,D,M,tier,dist,geracao,n_ds_membros,kflag
BBOB_F22,BBOB_F22,10,2,small,lhs,30,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,31,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,32,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,33,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,34,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,35,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,36,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,37,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,38,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,39,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,40,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,41,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,42,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,43,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,44,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,45,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,46,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,47,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,48,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,49,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,50,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,51,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,52,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,53,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,54,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,55,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,56,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,57,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,58,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,59,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,60,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,61,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,62,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,63,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,64,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,65,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,66,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,67,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,68,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,69,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,70,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,71,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,72,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,73,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,74,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,75,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,76,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,77,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,78,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,79,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,80,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,81,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,82,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,83,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,84,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,85,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,86,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,87,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,88,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,89,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,90,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,91,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,92,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,93,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,94,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,95,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,96,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,97,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,98,0,0
BBOB_F22,BBOB_F22,10,2,small,lhs,99,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,1,64,0
BBOB_F37,BBOB_F37,10,2,small,lhs,2,25,0
BBOB_F37,BBOB_F37,10,2,small,lhs,3,10,0
BBOB_F37,BBOB_F37,10,2,small,lhs,4,5,0
BBOB_F37,BBOB_F37,10,2,small,lhs,5,4,0
BBOB_F37,BBOB_F37,10,2,small,lhs,6,3,0
BBOB_F37,BBOB_F37,10,2,small,lhs,7,2,0
BBOB_F37,BBOB_F37,10,2,small,lhs,8,2,0
BBOB_F37,BBOB_F37,10,2,small,lhs,9,2,0
BBOB_F37,BBOB_F37,10,2,small,lhs,10,2,0
BBOB_F37,BBOB_F37,10,2,small,lhs,11,1,0
BBOB_F37,BBOB_F37,10,2,small,lhs,12,1,0
BBOB_F37,BBOB_F37,10,2,small,lhs,13,1,0
BBOB_F37,BBOB_F37,10,2,small,lhs,14,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,15,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,16,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,17,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,18,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,19,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,20,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,21,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,22,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,23,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,24,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,25,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,26,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,27,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,28,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,29,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,30,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,31,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,32,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,33,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,34,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,35,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,36,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,37,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,38,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,39,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,40,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,41,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,42,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,43,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,44,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,45,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,46,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,47,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,48,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,49,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,50,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,51,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,52,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,53,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,54,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,55,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,56,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,57,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,58,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,59,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,60,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,61,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,62,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,63,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,64,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,65,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,66,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,67,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,68,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,69,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,70,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,71,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,72,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,73,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,74,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,75,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,76,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,77,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,78,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,79,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,80,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,81,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,82,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,83,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,84,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,85,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,86,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,87,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,88,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,89,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,90,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,91,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,92,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,93,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,94,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,95,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,96,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,97,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,98,0,0
BBOB_F37,BBOB_F37,10,2,small,lhs,99,0,0
BBOB_F49,BBOB_F49,10,2,small,lhs,1,64,0
BBOB_F49,BBOB_F49,10,2,small,lhs,2,30,0
BBOB_F49,BBOB_F49,10,2,small,lhs,3,21,0
BBOB_F49,BBOB_F49,10,2,small,lhs,4,14,0
BBOB_F49,BBOB_F49,10,2,small,lhs,5,14,0
BBOB_F49,BBOB_F49,10,2,small,lhs,6,13,0
BBOB_F49,BBOB_F49,10,2,small,lhs,7,14,0
BBOB_F49,BBOB_F49,10,2,small,lhs,8,13,0
BBOB_F49,BBOB_F49,10,2,small,lhs,9,10,0
BBOB_F49,BBOB_F49,10,2,small,lhs,10,10,0
BBOB_F49,BBOB_F49,10,2,small,lhs,11,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,12,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,13,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,14,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,15,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,16,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,17,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,18,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,19,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,20,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,21,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,22,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,23,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,24,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,25,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,26,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,27,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,28,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,29,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,30,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,31,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,32,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,33,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,34,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,35,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,36,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,37,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,38,9,0
BBOB_F49,BBOB_F49,10,2,small,lhs,39,9,0
