ts,rec,it,amostra,degrau_falho,pop_size,max_tries,erro,problema
2026-07-26T11:14:35.886+00:00,rs_runtimeerror_fallback,56,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T11:18:02.266+00:00,rs_runtimeerror_fallback,58,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:19:48.307+00:00,rs_runtimeerror_fallback,59,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:21:39.739+00:00,rs_runtimeerror_fallback,60,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:23:24.397+00:00,rs_runtimeerror_fallback,61,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:23:25.384+00:00,rs_runtimeerror_fallback,61,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:23:25.975+00:00,rs_runtimeerror_fallback,61,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:27:20.995+00:00,rs_runtimeerror_fallback,63,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:29:18.566+00:00,rs_runtimeerror_fallback,64,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:29:19.247+00:00,rs_runtimeerror_fallback,64,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:29:19.809+00:00,rs_runtimeerror_fallback,64,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:29:21.371+00:00,rs_runtimeerror_fallback,64,8,1,2048,20,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:31:17.681+00:00,rs_runtimeerror_fallback,65,6,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F1
2026-07-26T11:31:18.348+00:00,rs_runtimeerror_fallback,65,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:33:19.820+00:00,rs_runtimeerror_fallback,66,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:33:21.076+00:00,rs_runtimeerror_fallback,66,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T11:35:19.960+00:00,rs_runtimeerror_fallback,67,3,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T11:35:21.437+00:00,rs_runtimeerror_fallback,67,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:39:13.996+00:00,rs_runtimeerror_fallback,69,2,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T11:39:15.175+00:00,rs_runtimeerror_fallback,69,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:39:16.013+00:00,rs_runtimeerror_fallback,69,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T11:43:35.070+00:00,rs_runtimeerror_fallback,71,3,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F1
2026-07-26T11:43:36.345+00:00,rs_runtimeerror_fallback,71,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T11:45:56.387+00:00,rs_runtimeerror_fallback,72,8,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T11:59:00.402+00:00,rs_runtimeerror_fallback,78,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:03:25.687+00:00,rs_runtimeerror_fallback,80,5,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T12:03:26.325+00:00,rs_runtimeerror_fallback,80,6,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T12:05:28.910+00:00,rs_runtimeerror_fallback,81,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:12:31.355+00:00,rs_runtimeerror_fallback,84,4,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T12:17:38.561+00:00,rs_runtimeerror_fallback,86,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:20:01.331+00:00,rs_runtimeerror_fallback,87,2,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T12:20:02.989+00:00,rs_runtimeerror_fallback,87,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:24:40.740+00:00,rs_runtimeerror_fallback,89,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:24:42.522+00:00,rs_runtimeerror_fallback,89,7,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T12:27:23.873+00:00,rs_runtimeerror_fallback,90,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:30:06.614+00:00,rs_runtimeerror_fallback,91,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:32:35.389+00:00,rs_runtimeerror_fallback,92,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:42:56.958+00:00,rs_runtimeerror_fallback,96,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:42:58.649+00:00,rs_runtimeerror_fallback,96,8,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T12:50:40.747+00:00,rs_runtimeerror_fallback,99,2,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T12:50:42.328+00:00,rs_runtimeerror_fallback,99,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:53:15.858+00:00,rs_runtimeerror_fallback,100,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:55:46.378+00:00,rs_runtimeerror_fallback,101,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:55:47.230+00:00,rs_runtimeerror_fallback,101,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T12:55:48.168+00:00,rs_runtimeerror_fallback,101,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T12:55:49.457+00:00,rs_runtimeerror_fallback,101,7,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T12:58:24.648+00:00,rs_runtimeerror_fallback,102,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:01:10.631+00:00,rs_runtimeerror_fallback,103,3,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T13:14:51.693+00:00,rs_runtimeerror_fallback,108,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:14:53.487+00:00,rs_runtimeerror_fallback,108,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:17:35.895+00:00,rs_runtimeerror_fallback,109,4,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T13:20:18.758+00:00,rs_runtimeerror_fallback,110,7,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T13:20:19.430+00:00,rs_runtimeerror_fallback,110,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:23:30.668+00:00,rs_runtimeerror_fallback,111,2,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T13:23:31.835+00:00,rs_runtimeerror_fallback,111,7,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T13:23:32.612+00:00,rs_runtimeerror_fallback,111,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T13:23:33.281+00:00,rs_runtimeerror_fallback,111,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:26:43.282+00:00,rs_runtimeerror_fallback,112,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T13:26:45.969+00:00,rs_runtimeerror_fallback,112,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:35:53.796+00:00,rs_runtimeerror_fallback,115,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T13:38:52.455+00:00,rs_runtimeerror_fallback,116,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:38:53.161+00:00,rs_runtimeerror_fallback,116,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:42:03.501+00:00,rs_runtimeerror_fallback,117,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:45:03.105+00:00,rs_runtimeerror_fallback,118,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T13:48:00.548+00:00,rs_runtimeerror_fallback,119,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T13:50:57.168+00:00,rs_runtimeerror_fallback,120,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T13:50:58.111+00:00,rs_runtimeerror_fallback,120,10,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:00:33.657+00:00,rs_runtimeerror_fallback,123,6,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T14:00:34.684+00:00,rs_runtimeerror_fallback,123,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:00:35.296+00:00,rs_runtimeerror_fallback,123,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:03:56.043+00:00,rs_runtimeerror_fallback,124,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T14:03:56.693+00:00,rs_runtimeerror_fallback,124,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T14:03:58.002+00:00,rs_runtimeerror_fallback,124,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T14:07:24.777+00:00,rs_runtimeerror_fallback,125,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:07:25.793+00:00,rs_runtimeerror_fallback,125,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:20:39.272+00:00,rs_runtimeerror_fallback,129,1,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T14:20:40.704+00:00,rs_runtimeerror_fallback,129,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:23:57.410+00:00,rs_runtimeerror_fallback,130,7,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T14:27:27.148+00:00,rs_runtimeerror_fallback,131,3,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:27:28.626+00:00,rs_runtimeerror_fallback,131,7,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:27:29.693+00:00,rs_runtimeerror_fallback,131,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T14:30:46.160+00:00,rs_runtimeerror_fallback,132,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T14:34:04.251+00:00,rs_runtimeerror_fallback,133,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:34:05.427+00:00,rs_runtimeerror_fallback,133,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:37:37.534+00:00,rs_runtimeerror_fallback,134,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T14:41:21.310+00:00,rs_runtimeerror_fallback,135,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:44:53.277+00:00,rs_runtimeerror_fallback,136,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:44:54.815+00:00,rs_runtimeerror_fallback,136,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T14:52:04.175+00:00,rs_runtimeerror_fallback,138,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:52:04.813+00:00,rs_runtimeerror_fallback,138,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T14:55:39.248+00:00,rs_runtimeerror_fallback,139,3,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:55:40.091+00:00,rs_runtimeerror_fallback,139,5,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F1
2026-07-26T14:59:07.962+00:00,rs_runtimeerror_fallback,140,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T14:59:09.025+00:00,rs_runtimeerror_fallback,140,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T14:59:09.925+00:00,rs_runtimeerror_fallback,140,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:02:56.364+00:00,rs_runtimeerror_fallback,141,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:06:27.037+00:00,rs_runtimeerror_fallback,142,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:13:56.127+00:00,rs_runtimeerror_fallback,144,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:17:38.180+00:00,rs_runtimeerror_fallback,145,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:24:58.427+00:00,rs_runtimeerror_fallback,147,3,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T15:24:59.789+00:00,rs_runtimeerror_fallback,147,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:25:00.754+00:00,rs_runtimeerror_fallback,147,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:28:42.065+00:00,rs_runtimeerror_fallback,148,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:32:21.619+00:00,rs_runtimeerror_fallback,149,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:32:24.072+00:00,rs_runtimeerror_fallback,149,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:36:14.045+00:00,rs_runtimeerror_fallback,150,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:39:40.985+00:00,rs_runtimeerror_fallback,151,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:39:41.903+00:00,rs_runtimeerror_fallback,151,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:39:42.808+00:00,rs_runtimeerror_fallback,151,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:39:44.661+00:00,rs_runtimeerror_fallback,151,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:42:53.444+00:00,rs_runtimeerror_fallback,152,7,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T15:42:54.512+00:00,rs_runtimeerror_fallback,152,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:42:55.730+00:00,rs_runtimeerror_fallback,152,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:46:48.481+00:00,rs_runtimeerror_fallback,153,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:54:15.691+00:00,rs_runtimeerror_fallback,155,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T15:54:17.373+00:00,rs_runtimeerror_fallback,155,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:54:18.229+00:00,rs_runtimeerror_fallback,155,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:58:04.618+00:00,rs_runtimeerror_fallback,156,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T15:58:05.942+00:00,rs_runtimeerror_fallback,156,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T16:09:19.478+00:00,rs_runtimeerror_fallback,159,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:12:47.894+00:00,rs_runtimeerror_fallback,160,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T16:16:25.752+00:00,rs_runtimeerror_fallback,161,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T16:19:51.528+00:00,rs_runtimeerror_fallback,162,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T16:31:06.429+00:00,rs_runtimeerror_fallback,165,5,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F1
2026-07-26T16:34:29.290+00:00,rs_runtimeerror_fallback,166,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:38:00.827+00:00,rs_runtimeerror_fallback,167,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:41:06.419+00:00,rs_runtimeerror_fallback,168,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:41:07.717+00:00,rs_runtimeerror_fallback,168,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:44:15.442+00:00,rs_runtimeerror_fallback,169,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T16:47:22.656+00:00,rs_runtimeerror_fallback,170,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T16:51:39.211+00:00,rs_runtimeerror_fallback,171,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:55:00.674+00:00,rs_runtimeerror_fallback,172,6,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T16:55:01.807+00:00,rs_runtimeerror_fallback,172,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T16:58:03.320+00:00,rs_runtimeerror_fallback,173,5,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F1
2026-07-26T17:00:41.408+00:00,rs_runtimeerror_fallback,174,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:07:45.474+00:00,rs_runtimeerror_fallback,176,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T17:07:47.543+00:00,rs_runtimeerror_fallback,176,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T17:10:47.302+00:00,rs_runtimeerror_fallback,177,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:10:48.694+00:00,rs_runtimeerror_fallback,177,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T17:10:50.051+00:00,rs_runtimeerror_fallback,177,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T17:13:48.616+00:00,rs_runtimeerror_fallback,178,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:17:06.830+00:00,rs_runtimeerror_fallback,179,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:21:22.961+00:00,rs_runtimeerror_fallback,180,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T17:27:51.194+00:00,rs_runtimeerror_fallback,182,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:27:52.424+00:00,rs_runtimeerror_fallback,182,7,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
