problema,geracao,seed_log,seed_calc,seed_ok,lote_bit_a_bit,max_absdiff_nat,fe_evento,n_linhas_lote_real,u_min,u_max
DTLZ2,53,389651307,389651307,True,True,2.9802322387695312e-08,661,10,0.0018211454153060913,0.9848653674125671
DTLZ2,54,3625937640,3625937640,True,True,2.9802322387695312e-08,671,10,0.003038724884390831,0.9949740255251527
DTLZ2,55,862069175,862069175,True,True,2.8870999813079834e-08,681,10,0.020099627785384655,0.9849079651758075
DTLZ2,56,1404136993,1404136993,True,True,2.7008354663848877e-08,691,10,0.009544343687593937,0.9988398822024465
DTLZ2,57,1226374421,1226374421,True,True,2.8870999813079834e-08,701,10,0.0070664966478943825,0.9938622647896409
DTLZ2,58,3561557794,3561557794,True,True,2.9802322387695312e-08,711,10,0.013060244731605053,0.9964867727831006
DTLZ2,59,2934202464,2934202464,True,True,2.8870999813079834e-08,721,10,0.005109776742756367,0.9929279834032059
DTLZ2,60,1098335104,1098335104,True,True,2.9802322387695312e-08,731,10,0.005849672481417656,0.9929399285465479
DTLZ2,61,2913975435,2913975435,True,True,2.9802322387695312e-08,741,10,0.009118600748479366,0.9909016499295831
DTLZ2,62,3924500886,3924500886,True,True,2.8870999813079834e-08,751,10,0.0027465736493468285,0.9945112783461809
DTLZ2,63,4271627220,4271627220,True,True,2.8870999813079834e-08,761,10,0.006888644769787788,0.9891629470512271
DTLZ2,64,3011779428,3011779428,True,True,2.8870999813079834e-08,771,10,0.005404201336205006,0.9961415650323033
DTLZ2,65,4250841277,4250841277,True,True,2.7939677238464355e-08,781,10,0.0006272308528423309,0.9975442923605442
DTLZ2,66,366883875,366883875,True,True,2.9802322387695312e-08,791,10,0.0015433663502335548,0.9977247565984726
DTLZ2,67,3776379520,3776379520,True,True,2.9802322387695312e-08,801,10,0.023028403520584106,0.9996076580137014
DTLZ2,68,817661582,817661582,True,True,2.8870999813079834e-08,811,10,0.0009859269484877586,0.9999497849494219
DTLZ2,69,3869574007,3869574007,True,True,2.9802322387695312e-08,821,10,0.0056045176461339,0.9704730799421668
DTLZ2,70,1887547529,1887547529,True,True,2.9802322387695312e-08,831,10,0.008477610535919666,0.9953993912786245
DTLZ2,71,720839126,720839126,True,True,2.9802322387695312e-08,841,10,0.007522966712713242,0.9978784509003162
DTLZ2,72,1985021522,1985021522,True,True,2.8870999813079834e-08,851,10,0.0057577528059482574,0.9928650697693229
DTLZ2,73,2610049498,2610049498,True,True,2.7939677238464355e-08,861,10,0.02182371262460947,0.9895200934261084
DTLZ2,74,1517746977,1517746977,True,True,2.9802322387695312e-08,871,10,0.002918173559010029,0.9939129473641515
DTLZ2,75,3510948951,3510948951,True,True,2.9802322387695312e-08,881,10,0.013552204705774784,0.995666304603219
DTLZ2,76,1130878588,1130878588,True,True,2.9802322387695312e-08,891,10,0.0014970097690820694,0.994291789829731
DTLZ2,77,2151269100,2151269100,True,True,2.9802322387695312e-08,901,10,0.005425580777227879,0.9987581949681044
DTLZ2,78,632815734,632815734,True,True,2.9802322387695312e-08,911,10,0.004465195350348949,0.9912072150036693
DTLZ2,79,3538986738,3538986738,True,True,2.9802322387695312e-08,921,10,0.018285589292645454,0.9969379752874374
DTLZ2,80,516636034,516636034,True,True,2.9802322387695312e-08,931,10,0.007155146449804306,0.9820012329146266
DTLZ2,81,2371957930,2371957930,True,True,2.8870999813079834e-08,941,10,0.015358736738562584,0.9974727714434266
DTLZ2,82,342957437,342957437,True,True,2.8870999813079834e-08,951,10,0.0036123571917414665,0.9967180984094739
DTLZ2,83,399575080,399575080,True,True,2.8870999813079834e-08,961,10,0.00430198572576046,0.9877628395333886
DTLZ2,84,911814076,911814076,True,True,2.9802322387695312e-08,971,10,0.022568983025848866,0.9903407953679562
DTLZ2,85,1521155427,1521155427,True,True,2.9802322387695312e-08,981,10,0.01154764462262392,0.9950807774439454
DTLZ2,86,3750218832,3750218832,True,True,2.8870999813079834e-08,991,10,0.004454795271158218,0.993608576245606
DTLZ2,87,1112316872,1112316872,True,True,2.9802322387695312e-08,1001,10,0.0009369729086756706,0.9969723764806986
DTLZ2,88,3015908081,3015908081,True,True,2.9802322387695312e-08,1011,10,0.0016556335613131523,0.9921985678374767
DTLZ2,89,1898687068,1898687068,True,True,2.9802322387695312e-08,1021,10,0.008255606517195702,0.9979039272293448
DTLZ2,90,3933139375,3933139375,True,True,2.9802322387695312e-08,1031,10,0.0013111568987369537,0.998249969445169
DTLZ2,91,91271492,91271492,True,True,2.9802322387695312e-08,1041,10,0.008131715469062328,0.9885298376902938
DTLZ2,92,2749793150,2749793150,True,True,2.8870999813079834e-08,1051,10,0.0006206538528203964,0.9773010825738311
DTLZ2,93,3782835874,3782835874,True,True,2.9802322387695312e-08,1061,10,0.01389243733137846,0.9985720170661807
DTLZ2,94,1788915900,1788915900,True,True,2.9802322387695312e-08,1071,10,0.003833145834505558,0.9983825739473104
DTLZ2,95,896154316,896154316,True,True,2.8870999813079834e-08,1081,10,0.019891396164894104,0.9893941450864077
DTLZ2,96,2253721466,2253721466,True,True,2.9802322387695312e-08,1091,10,0.0027847299352288246,0.9915330754593015
DTLZ2,97,1112773141,1112773141,True,True,2.9802322387695312e-08,1101,10,0.011363768950104713,0.9973948979750276
DTLZ2,98,469138701,469138701,True,True,2.8870999813079834e-08,1111,10,0.00040539074689149857,0.9836795059964061
DTLZ2,99,2683574398,2683574398,True,True,2.9802322387695312e-08,1121,10,0.0031009046360850334,0.9863806525245309
DTLZ2,100,280708244,280708244,True,True,2.9802322387695312e-08,1131,10,0.038852304220199585,0.9915167419239879
DTLZ2,101,2278267685,2278267685,True,True,2.9802322387695312e-08,1141,10,0.0028072539716959,0.9995183767750859
DTLZ2,102,1275801284,1275801284,True,True,2.9802322387695312e-08,1151,10,0.0007829749956727028,0.9895939845591784
DTLZ2,103,2670535944,2670535944,True,True,2.9802322387695312e-08,1161,10,0.0042173778638243675,0.9924452574923635
DTLZ2,104,3481144348,3481144348,True,True,2.8870999813079834e-08,1171,10,0.03471741732209921,0.999105422757566
DTLZ2,105,1849433549,1849433549,True,True,2.8870999813079834e-08,1181,10,0.00748029537498951,0.998733407817781
DTLZ2,106,1073027652,1073027652,True,True,2.8870999813079834e-08,1191,10,0.001745392568409443,0.998407993465662
DTLZ2,107,1999785332,1999785332,True,True,2.9802322387695312e-08,1201,10,0.004813814535737038,0.9999206829816103
DTLZ2,108,557315839,557315839,True,True,2.9802322387695312e-08,1211,10,0.008289183489978313,0.9825304234400392
DTLZ2,109,3572270399,3572270399,True,True,2.8870999813079834e-08,1221,10,0.0071988292038440704,0.998124361038208
DTLZ2,110,791436992,791436992,True,True,2.7939677238464355e-08,1231,10,0.006534162908792496,0.9925458850339055
DTLZ2,111,905798919,905798919,True,True,2.8870999813079834e-08,1241,10,0.0006192121654748917,0.9934048186987638
DTLZ2,112,3330113532,3330113532,True,True,2.8870999813079834e-08,1251,10,0.0014965655282139778,0.9984002774581313
DTLZ2,113,310355428,310355428,True,True,2.9802322387695312e-08,1261,10,0.016065465286374092,0.9869041256606579
DTLZ2,114,3787355612,3787355612,True,True,2.8870999813079834e-08,1271,10,0.027355489321053028,0.9814662151038647
DTLZ2,115,829557018,829557018,True,True,2.8870999813079834e-08,1281,10,0.009770084172487259,0.9966636747121811
DTLZ2,116,4165220514,4165220514,True,True,2.8870999813079834e-08,1291,10,0.0008020363748073578,0.992428163997829
DTLZ2,117,673564029,673564029,True,True,2.8870999813079834e-08,1301,10,0.00511617586016655,0.9997067833319306
DTLZ2,118,1286616897,1286616897,True,True,2.9802322387695312e-08,1311,10,0.0033100834116339684,0.9932431569322944
DTLZ2,119,2892962097,2892962097,True,True,2.9802322387695312e-08,1321,10,0.0028465809300541878,0.9980595912784338
DTLZ2,120,3401421247,3401421247,True,True,2.7008354663848877e-08,1331,10,0.012565070763230324,0.9998113866895437
DTLZ2,121,1097979843,1097979843,True,True,2.9802322387695312e-08,1341,10,0.00914737582206726,0.9987711785361171
DTLZ2,122,978110580,978110580,True,True,2.8870999813079834e-08,1351,10,0.0010754875838756561,0.979884434491396
DTLZ2,123,1217947320,1217947320,True,True,2.9802322387695312e-08,1361,10,0.0006515225395560265,0.9866750705987215
DTLZ2,124,2547088148,2547088148,True,True,2.9802322387695312e-08,1371,10,0.0292548555880785,0.9927150020375848
DTLZ2,125,2373209474,2373209474,True,True,2.8870999813079834e-08,1381,10,0.0030337972566485405,0.9993133936077356
DTLZ2,126,4281731174,4281731174,True,True,2.9802322387695312e-08,1391,10,0.01288566179573536,0.997585597448051
DTLZ2,127,2237316625,2237316625,True,True,2.7939677238464355e-08,1401,10,0.021283412352204323,0.9848676649853587
DTLZ2,128,1406375660,1406375660,True,True,2.7939677238464355e-08,1411,10,0.006482327356934547,0.9991341819986701
DTLZ2,129,2389504378,2389504378,True,True,2.8870999813079834e-08,1421,10,0.022682773880660534,0.9902609698474407
DTLZ2,130,874188926,874188926,True,True,2.9802322387695312e-08,1431,10,0.0016506854444742203,0.9955987250432372
DTLZ2,131,2088416102,2088416102,True,True,2.9802322387695312e-08,1441,10,0.017837541177868843,0.9887415068224072
DTLZ2,132,2781256627,2781256627,True,True,2.9802322387695312e-08,1451,10,0.004165735095739365,0.9996869210153818
DTLZ2,133,3612219559,3612219559,True,True,2.9802322387695312e-08,1461,10,0.003952073864638805,0.9952756157144904
DTLZ2,134,217849553,217849553,True,True,2.9802322387695312e-08,1471,10,0.019974108785390854,0.9988146210089326
DTLZ2,135,2964425710,2964425710,True,True,2.9802322387695312e-08,1481,10,0.008685641922056675,0.9989978633821011
DTLZ2,136,3840522651,3840522651,True,True,2.8870999813079834e-08,1491,10,0.01585199683904648,0.9968938650563359
DTLZ2,137,2263838889,2263838889,True,True,2.8870999813079834e-08,1501,10,0.012944638729095459,0.9788389299064875
DTLZ2,138,3597571576,3597571576,True,True,2.9802322387695312e-08,1511,10,0.010829504579305649,0.9980014180764556
DTLZ2,139,4254793566,4254793566,True,True,2.8870999813079834e-08,1521,10,0.0033804820850491524,0.9968602592125535
DTLZ2,140,3011301605,3011301605,True,True,2.8870999813079834e-08,1531,10,0.0011489978060126305,0.9960807515308261
DTLZ2,141,3865017833,3865017833,True,True,2.8870999813079834e-08,1541,10,0.015291739255189896,0.993667908012867
DTLZ2,142,3797178146,3797178146,True,True,2.8870999813079834e-08,1551,10,0.008043231442570686,0.9934854181483388
DTLZ2,143,820777656,820777656,True,True,2.8870999813079834e-08,1561,10,0.002080908976495266,0.9968957956880331
DTLZ2,144,3045333213,3045333213,True,True,2.8870999813079834e-08,1571,10,0.006331148557364941,0.979932639747858
DTLZ2,145,3638811665,3638811665,True,True,2.8870999813079834e-08,1581,10,0.005860781297087669,0.9983109114691615
DTLZ2,146,3242637894,3242637894,True,True,2.8870999813079834e-08,1591,10,2.7785077691078186e-05,0.9942127736285329
DTLZ2,147,284945584,284945584,True,True,2.9802322387695312e-08,1601,10,0.014996892772614956,0.9946464048698545
DTLZ2,148,950976045,950976045,True,True,2.8870999813079834e-08,1611,10,0.003945899195969105,0.9849101155996323
DTLZ2,149,4190101277,4190101277,True,True,2.9802322387695312e-08,1621,10,0.002870950847864151,0.9907075455412269
DTLZ2,150,4240298493,4240298493,True,True,2.9802322387695312e-08,1631,10,0.017514594830572605,0.9992072712630033
DTLZ2,151,2734206366,2734206366,True,True,2.9802322387695312e-08,1641,10,0.004327909089624882,0.9883681023493409
DTLZ2,152,897201061,897201061,True,True,2.7939677238464355e-08,1651,10,0.0009610746055841446,0.9894359381869435
DTLZ2,153,800841217,800841217,True,True,2.8870999813079834e-08,1661,10,0.0016362443566322327,0.990426030009985
DTLZ2,154,3727287082,3727287082,True,True,2.9802322387695312e-08,1671,10,0.024089002050459385,0.978097771294415
DTLZ2,155,2285187862,2285187862,True,True,2.8870999813079834e-08,1681,10,0.02877130638808012,0.9930495973676443
DTLZ2,156,39571393,39571393,True,True,2.9802322387695312e-08,1691,10,0.0012471051886677742,0.9769584471359849
DTLZ2,157,101994020,101994020,True,True,2.8870999813079834e-08,1701,10,0.006960679776966572,0.9986330317333341
DTLZ2,158,347657349,347657349,True,True,2.9802322387695312e-08,1711,10,0.0015191379934549332,0.9977729693055153
DTLZ2,159,4188814821,4188814821,True,True,2.9802322387695312e-08,1721,10,0.0026556681841611862,0.9983417056500912
DTLZ2,160,2227096487,2227096487,True,True,2.8870999813079834e-08,1731,10,0.021399433724582195,0.9971077516674995
DTLZ2,161,3681653188,3681653188,True,True,2.9802322387695312e-08,1741,10,0.006841881200671196,0.9971951432526112
DTLZ2,162,2381844788,2381844788,True,True,2.8870999813079834e-08,1751,10,0.002569722943007946,0.9940695147961378
DTLZ2,163,1132760349,1132760349,True,True,2.9802322387695312e-08,1761,10,0.000368497334420681,0.9963796874508262
DTLZ2,164,2557017996,2557017996,True,True,2.9802322387695312e-08,1771,10,0.00775793194770813,0.987909116782248
DTLZ2,165,2707086986,2707086986,True,True,2.8870999813079834e-08,1781,10,0.01353265531361103,0.9849259769544005
DTLZ2,166,1960506298,1960506298,True,True,2.9802322387695312e-08,1791,10,0.03899503964930773,0.9973209239542484
DTLZ2,167,4198347951,4198347951,True,True,2.9802322387695312e-08,1801,10,0.00879178661853075,0.996061529032886
DTLZ2,168,3034052617,3034052617,True,True,2.9802322387695312e-08,1811,10,0.016115309670567513,0.9861347330734134
DTLZ2,169,1813513565,1813513565,True,True,2.9802322387695312e-08,1821,10,0.007433533668518066,0.9991022543981671
DTLZ2,170,1076051391,1076051391,True,True,2.9802322387695312e-08,1831,10,0.012738019227981567,0.9991293353959918
DTLZ2,171,3145112,3145112,True,True,2.7939677238464355e-08,1841,10,0.013393515720963478,0.9999214382842183
DTLZ2,172,447480960,447480960,True,True,2.9802322387695312e-08,1851,10,0.00019509997218847275,0.994838890619576
DTLZ2,173,543610436,543610436,True,True,2.7939677238464355e-08,1861,10,0.002420397475361824,0.9952127141878009
DTLZ2,174,234800418,234800418,True,True,2.9802322387695312e-08,1871,10,0.010603006929159164,0.9897812167182565
DTLZ2,175,3569818446,3569818446,True,True,2.9802322387695312e-08,1881,10,0.011168083176016808,0.9943814566358924
DTLZ2,176,3937749341,3937749341,True,True,2.7939677238464355e-08,1891,10,0.020879942923784256,0.9947643326595426
DTLZ2,177,3167630698,3167630698,True,True,2.9802322387695312e-08,1901,10,0.003044290468096733,0.9901318000629544
DTLZ2,178,3754766837,3754766837,True,True,2.9802322387695312e-08,1911,10,0.003758735954761505,0.9843466561287642
DTLZ2,179,3440455371,3440455371,True,True,2.8870999813079834e-08,1921,10,0.017217103391885757,0.9851237731054425
DTLZ2,180,4062738837,4062738837,True,True,2.9802322387695312e-08,1931,10,0.011384798213839531,0.9987197164446115
DTLZ2,181,4238092138,4238092138,True,True,2.9802322387695312e-08,1941,10,0.006966143846511841,0.9991740435361862
DTLZ2,182,3191159481,3191159481,True,True,2.7008354663848877e-08,1951,10,0.0032419804483652115,0.9770542774349451
DTLZ2,183,338272653,338272653,True,True,2.8870999813079834e-08,1961,10,0.0034620901569724083,0.9953785976395011
DTLZ2,184,3364110680,3364110680,True,True,2.9802322387695312e-08,1971,10,0.003393951803445816,0.9923759773373604
DTLZ2,185,2691828570,2691828570,True,True,2.8870999813079834e-08,1981,10,0.012434826232492924,0.9893564162775874
DTLZ2,186,1756661230,1756661230,True,True,2.8870999813079834e-08,1991,10,0.0038132797926664352,0.9981529619544744
DTLZ2,187,930869526,930869526,True,True,2.9802322387695312e-08,2001,10,0.0036965860053896904,0.9974789563566446
DTLZ2,188,3121039207,3121039207,True,True,2.8870999813079834e-08,2011,10,0.004835747182369232,0.9873323319479823
DTLZ2,189,4202236004,4202236004,True,True,2.7939677238464355e-08,2021,10,0.009143278934061527,0.9985684361308813
DTLZ2,190,39050894,39050894,True,True,2.9802322387695312e-08,2031,10,0.001090596430003643,0.995968627743423
DTLZ2,191,2680218704,2680218704,True,True,2.9802322387695312e-08,2041,10,0.010871514678001404,0.9945675171911716
DTLZ2,192,1723573172,1723573172,True,True,2.9802322387695312e-08,2051,10,0.001299714669585228,0.9965161811560392
DTLZ2,193,3826296998,3826296998,True,True,2.8870999813079834e-08,2061,10,0.0024010678753256798,0.9919036449864507
DTLZ2,194,356140725,356140725,True,True,2.9802322387695312e-08,2071,10,5.747564136981964e-05,0.9893114380538464
DTLZ2,195,1879428589,1879428589,True,True,2.9802322387695312e-08,2081,10,0.014692828059196472,0.9859997732564807
DTLZ2,196,1473390918,1473390918,True,True,2.8870999813079834e-08,2091,10,0.003349529579281807,0.9978384422138333
DTLZ2,197,2716802463,2716802463,True,True,2.8870999813079834e-08,2101,10,0.005812519229948521,0.9941763142123818
DTLZ2,198,1121008210,1121008210,True,True,2.8870999813079834e-08,2111,10,0.01853787526488304,0.9738777549937367
DTLZ2,199,76518805,76518805,True,True,2.9802322387695312e-08,2121,10,0.005449503660202026,0.9941604668274522
DTLZ2,200,1989099844,1989099844,True,True,2.9802322387695312e-08,2131,10,0.0023925695568323135,0.9925969578325748
MMF16_20,1,933708677,933708677,True,True,2.9802322387695312e-08,229,10,0.00035819225013256073,0.9989303164184093
MMF16_20,2,2994616791,2994616791,True,True,2.9802322387695312e-08,239,10,0.003148425370454788,0.999350544065237
MMF16_20,3,3342987507,3342987507,True,True,2.9802322387695312e-08,249,10,0.012530477717518806,0.9990491485223174
MMF16_20,4,644100034,644100034,True,True,2.9802322387695312e-08,259,10,0.0043191928416490555,0.9977446002885699
MMF16_20,5,2150065031,2150065031,True,True,2.9802322387695312e-08,269,10,0.0017512282356619835,0.9998564478009939
MMF16_20,6,1260788964,1260788964,True,True,2.9802322387695312e-08,279,10,0.002210398204624653,0.9987510023638606
MMF16_20,7,2740120906,2740120906,True,True,2.9802322387695312e-08,289,10,0.0028731506317853928,0.9907471537590027
MMF16_20,8,3526466499,3526466499,True,True,2.9802322387695312e-08,299,10,0.0022561512887477875,0.9803162673488259
MMF16_20,9,1118246763,1118246763,True,True,2.9802322387695312e-08,309,10,0.0069359345361590385,0.9981494657695293
MMF16_20,10,12212900,12212900,True,True,2.9802322387695312e-08,319,10,0.011175046674907207,0.9943164708092809
MMF16_20,11,1124738283,1124738283,True,True,2.9802322387695312e-08,329,10,0.006609278731048107,0.9914965024217963
MMF16_20,12,1536005704,1536005704,True,True,2.9802322387695312e-08,339,10,0.006528844125568867,0.9946774635463953
MMF16_20,13,1623154133,1623154133,True,True,2.9802322387695312e-08,349,10,0.007136505097150803,0.9990709191188216
MMF16_20,14,2411994283,2411994283,True,True,2.9802322387695312e-08,359,10,0.0001807352527976036,0.987890631891787
MMF16_20,15,2977824913,2977824913,True,True,2.9802322387695312e-08,369,10,0.004903443157672882,0.9966551540419459
MMF16_20,16,8033846,8033846,True,True,2.9802322387695312e-08,379,10,0.0008756760507822037,0.995416859164834
MMF16_20,17,1849310794,1849310794,True,True,2.9802322387695312e-08,389,10,0.007539805024862289,0.9949617981910706
MMF16_20,18,135365848,135365848,True,True,2.9802322387695312e-08,399,10,0.005435926839709282,0.9968525916337967
MMF16_20,19,3675884182,3675884182,True,True,2.8870999813079834e-08,409,10,0.01554217841476202,0.9953891513869166
MMF16_20,20,4187209530,4187209530,True,True,2.9802322387695312e-08,419,10,0.010402331128716469,0.9965877961367369
MMF16_20,21,1953483353,1953483353,True,True,2.9802322387695312e-08,429,10,0.011086491867899895,0.9998942082747817
MMF16_20,22,3200210475,3200210475,True,True,2.9802322387695312e-08,439,10,0.002641892060637474,0.9989436268806458
MMF16_20,23,690105596,690105596,True,True,2.9802322387695312e-08,449,10,0.018928401172161102,0.9987526945769787
MMF16_20,24,2376847590,2376847590,True,True,2.9802322387695312e-08,459,10,0.0032757679000496864,0.9978073481470346
MMF16_20,25,1353967299,1353967299,True,True,2.8870999813079834e-08,469,10,0.0009616855531930923,0.9909291639924049
MMF16_20,26,2484501875,2484501875,True,True,2.9802322387695312e-08,479,10,0.009680191054940224,0.9971990929916501
MMF16_20,27,3264550778,3264550778,True,True,2.9802322387695312e-08,489,10,0.0015385588631033897,0.9946293123066425
MMF16_20,28,4191262284,4191262284,True,True,2.9802322387695312e-08,499,10,1.5188008546829224e-05,0.9986881474032998
MMF16_20,29,3662099770,3662099770,True,True,2.9802322387695312e-08,509,10,0.0029959939420223236,0.9986685682088137
MMF16_20,30,3902364483,3902364483,True,True,2.9802322387695312e-08,519,10,0.009440449066460133,0.9990104325115681
MMF16_20,31,2348467950,2348467950,True,True,2.9802322387695312e-08,529,10,0.004878719337284565,0.987421945668757
MMF16_20,32,1924812543,1924812543,True,True,2.9802322387695312e-08,539,10,0.0027431389316916466,0.9937981963157654
MMF16_20,33,2021883790,2021883790,True,True,2.9802322387695312e-08,549,10,0.005654880777001381,0.9999369848519564
MMF16_20,34,1853367922,1853367922,True,True,2.9802322387695312e-08,559,10,0.0036761444061994553,0.9986291155219078
MMF16_20,35,3671139195,3671139195,True,True,2.8870999813079834e-08,569,10,0.0016037551686167717,0.9959093844518065
MMF16_20,36,105738018,105738018,True,True,2.9802322387695312e-08,579,10,0.00448957271873951,0.995561495423317
MMF16_20,37,3507106890,3507106890,True,True,2.9802322387695312e-08,589,10,0.002194947563111782,0.9988711504265666
MMF16_20,38,2658641751,2658641751,True,True,2.9802322387695312e-08,599,10,0.004993920214474201,0.9987313570454717
MMF16_20,39,378463023,378463023,True,True,2.9802322387695312e-08,609,10,0.010450801812112331,0.9679882442578673
MMF16_20,40,2198060547,2198060547,True,True,2.9802322387695312e-08,619,10,0.014365274459123611,0.9943796433508396
MMF16_20,41,2547117697,2547117697,True,True,2.8870999813079834e-08,629,10,0.004802507348358631,0.9974007681012154
MMF16_20,42,811038363,811038363,True,True,2.8870999813079834e-08,639,10,0.002592393197119236,0.9952232697978616
