exp,alg,problema,semente,igd_plus,hv,igd,gd,spacing,n_nd,n_aval,erro,selo
main,b1,BBOB_F1,22,0.029996334969441592,0.9871029861774591,0.03301366350649441,0.02679855703973349,0.02752257043152415,32,309,,
main,b1,BBOB_F1,23,0.03370751184420079,0.9814598019655727,0.038300734109484987,0.03459727000746444,0.02469397943663728,39,309,,
main,b1,BBOB_F1,24,0.036035842088171434,0.9759518345542347,0.04090171785217668,0.027729302218741415,0.03457740486311718,30,309,,
main,b1,BBOB_F1,25,0.025348773585036736,0.9948272145304745,0.03105137430302249,0.020530395346548363,0.02319507861972143,36,309,,
main,b1,BBOB_F1,26,0.028692515648374717,0.9890288347264361,0.032365621293869266,0.021264595812251985,0.02454066325187773,38,309,,
main,b1,BBOB_F1,27,0.039355994322630775,0.9692716650999298,0.047672672464246474,0.03590891651391576,0.02431449297852904,31,309,,
main,b1,BBOB_F1,28,0.02627890585052557,0.9945658249613515,0.02932721755838578,0.02240727381802502,0.022856444388212875,43,309,,
main,b1,BBOB_F1,42,0.032570490779905065,0.9839327011067097,0.03644165512097967,0.03011566366653119,0.019922868443813385,41,309,,
main,b1,BBOB_F17,0,0.023957030076598617,1.1034731380983875,0.12721011862320666,0.026013104335422307,0.19336208282532494,7,309,,
main,b1,BBOB_F17,1,0.027632549592369632,1.0857817114130144,0.13687447101379474,0.02951664135728424,0.4283366544851559,8,309,,
main,b1,BBOB_F17,2,0.03346955876913031,1.0744391105773423,0.09727162558513232,0.04848348452301158,0.09205615103043494,7,309,,
main,b1,BBOB_F17,3,0.020092801258190726,1.119774856843968,0.11909969806134024,0.03190955266020296,0.2717924734187813,11,309,,
main,b1,BBOB_F17,4,0.024154916550210803,1.1107909426156592,0.09233203923532514,0.02422359947984979,0.1395879657509681,10,309,,
main,b1,BBOB_F17,5,0.02062982237222507,1.1118294686928691,0.12386942632944478,0.02456551045439086,0.3122303912267887,6,309,,
main,b1,BBOB_F17,6,0.02466208366669499,1.1006260994604187,0.11203041171406558,0.04753584418500963,0.270949718107242,9,309,,
main,b1,BBOB_F17,7,0.023280501001668504,1.0994470418137123,0.1916272986377712,0.020701412517827388,0.0502276822205815,4,309,,
main,b1,BBOB_F17,8,0.02418816914227322,1.09984687065038,0.12516028720469416,0.03798059800294324,0.33847070142300795,10,309,,
main,b1,BBOB_F17,9,0.025786376141597653,1.0922214622224702,0.1711282352002474,0.05138661396150552,0.5063287687117372,8,309,,
main,b1,BBOB_F17,10,0.03391760054021782,1.068110587098858,0.11230714143674578,0.10909134102872727,0.16218742638955846,9,309,,
main,b1,BBOB_F17,11,0.019001936522863253,1.1250449453850708,0.11474987525018787,0.043720524187589295,0.3815676122094469,6,309,,
main,b1,BBOB_F17,12,0.018691982876313004,1.1280254427006637,0.1103449563842747,0.017798305625981628,0.0667384480237265,13,309,,
main,b1,BBOB_F17,13,0.02500435147746976,1.0982902048479783,0.2045487916713648,0.07432049981485164,0.4519533137966625,5,309,,
main,b1,BBOB_F17,14,0.02734485976941544,1.0980569113325849,0.11548039942505875,0.014866337312092021,0.11402479577026674,7,309,,
main,b1,BBOB_F17,15,0.025633872205250333,1.0946151515009062,0.17481693144979316,0.03952800430766187,0.18554557289474516,6,309,,
main,b1,BBOB_F17,16,0.022540169067064443,1.1120985728738788,0.1506007676060474,0.0103551074723283,0.032623816445851925,7,309,,
main,b1,BBOB_F17,17,0.02265607118025329,1.112799583661881,0.07602911119778302,0.017879951216494126,0.11003755645001254,8,309,,
main,b1,BBOB_F17,18,0.027611736549795596,1.089784407264969,0.09673903820812865,0.014411550393951148,0.1592302551974281,10,309,,
main,b1,BBOB_F17,19,0.01909193311888649,1.1297786199901605,0.16225017528495905,0.010239516884451816,0.036218155747957316,4,309,,
main,b1,BBOB_F17,20,0.020763244444484342,1.1143520997931016,0.08978653915492918,0.01453325396369174,0.21170635147442732,8,309,,
main,b1,BBOB_F17,21,0.023515710532308064,1.11198982832315,0.1004767101621845,0.054127843104925355,0.33225180379713204,12,309,,
main,b1,BBOB_F17,22,0.029831858112201848,1.0838970445663074,0.1365989615369294,0.029661327304003508,0.21921331712059217,7,309,,
main,b1,BBOB_F17,23,0.027621452129517277,1.0837238786972543,0.12260059828152792,0.08433717760797033,0.021395736889909922,6,309,,
main,b1,BBOB_F17,24,0.041496094256564045,1.0748045907232515,0.15041403296157035,0.029779424262340454,0.13609112040701973,6,309,,
main,b1,BBOB_F17,25,0.028717306770606677,1.0987520806215105,0.17078065644026277,0.022385587524358222,0.2703865354152177,11,309,,
main,b1,BBOB_F17,26,0.02515958228146581,1.1020736501479682,0.15179914750807988,0.07016206897410454,0.4873816150677295,8,309,,
main,b1,BBOB_F17,27,0.015686082973595573,1.1280594285551877,0.16912936041063123,0.0045510137239368,0.3390483629154364,4,309,,
main,b1,BBOB_F17,28,0.02216421928593099,1.1033313197920713,0.16017543705216272,0.029086209507667066,0.4231053060006524,7,309,,
main,b1,BBOB_F17,42,0.026447830137758636,1.0907714210741917,0.17027121543846155,0.02600827045147107,0.18456353279539203,4,309,,
main,b1,BBOB_F22,0,0.10853216200330976,0.8913922830070116,0.11278036761612228,0.11977349554571268,0.16521930680280528,15,309,,
main,b1,BBOB_F22,1,0.09992750723593566,0.9165561310121096,0.11338977231067919,0.16470788087360866,0.29857731699728834,18,309,,
main,b1,BBOB_F22,2,0.07366621445195376,0.959330029963618,0.10380880521436629,0.05489032675513767,0.12798094156368126,11,309,,
main,b1,BBOB_F22,3,0.1025936418185004,0.9109175515448565,0.10980570114096137,0.09103141418343783,0.07500712149342804,15,309,,
main,b1,BBOB_F22,4,0.09665065165984485,0.9275659050397478,0.12621626838949873,0.1024811213316378,0.1376286704637112,11,309,,
main,b1,BBOB_F22,5,0.05359149549848872,0.999139588981725,0.07191731405617306,0.05545179324880255,0.12237027652820882,15,309,,
main,b1,BBOB_F22,6,0.10062377007317803,0.9170130646962871,0.10976747693028024,0.14241573398121557,0.06070711347670894,15,309,,
main,b1,BBOB_F22,7,0.08276820860549869,0.9522913187665287,0.08999559308323014,0.07268460745768016,0.056815941585788204,16,309,,
main,b1,BBOB_F22,8,0.11833623546186886,0.8871857815384951,0.12304370150316125,0.10038353330756807,0.10538319318759376,15,309,,
main,b1,BBOB_F22,9,0.0677841216485506,0.9792153349724663,0.07901878243248113,0.05610942103959426,0.11025244507655617,15,309,,
main,b1,BBOB_F22,10,0.09322172737779055,0.938660606332184,0.10497026455056731,0.1517425138939196,0.33915332661352826,15,309,,
main,b1,BBOB_F22,11,0.10803165356522841,0.8936804127954238,0.12251090351235885,0.14616691439405832,0.06897100558169729,19,309,,
main,b1,BBOB_F22,12,0.06473829946966528,0.9769716784108022,0.07187688531636813,0.08573654806446529,0.06242488127417042,19,309,,
main,b1,BBOB_F22,13,0.13644002286968995,0.8672062573255589,0.14499112660139585,0.18218714704470237,0.11027834164755201,17,309,,
main,b1,BBOB_F22,14,0.1498884330393904,0.8473671380126436,0.15577259894808151,0.3800127605397001,0.061701576469728604,21,309,,
main,b1,BBOB_F22,15,0.103745436271301,0.9109733252765362,0.11490328860016985,0.10299569346102623,0.10331794112522785,14,309,,
main,b1,BBOB_F22,16,0.09664681866340477,0.9017869819928832,0.11156923784931562,0.14596107092141533,0.13279487667358064,12,309,,
main,b1,BBOB_F22,17,0.07039362936878588,0.972914010062102,0.09890955265596454,0.05145093626801381,0.06397718288376963,12,309,,
main,b1,BBOB_F22,18,0.093652277513471,0.8986618837468585,0.1021718603892703,0.15344607450849435,0.10784392983540365,20,309,,
main,b1,BBOB_F22,19,0.08967647075006731,0.9324838361313559,0.09543935078863595,0.09041148084864045,0.09620001756601974,14,309,,
main,b1,BBOB_F22,20,0.07885171544944881,0.9511583887376365,0.08606098410515545,0.07858841579517896,0.11866444850057449,14,309,,
main,b1,BBOB_F22,21,0.07997295153406739,0.959788965554384,0.09548446535003863,0.081747960357214,0.09908772555767531,15,309,,
main,b1,BBOB_F22,22,0.10598908070618274,0.9232013035106381,0.12590984055335663,0.16255221753526095,0.33413536815497896,19,309,,
main,b1,BBOB_F22,23,0.09137348069263083,0.9256674321527332,0.12618386678047322,0.11634566809643275,0.10315845382567339,16,309,,
main,b1,BBOB_F22,24,0.12175164648618793,0.8637698096606066,0.13322535783045505,0.3102997442955873,0.10664992526885426,19,309,,
main,b1,BBOB_F22,25,0.12575654430810854,0.8733871146069735,0.13539993750519322,0.11148946983407713,0.11373817854750062,15,309,,
main,b1,BBOB_F22,26,0.07149304321879028,0.9643558554490708,0.09130208643269398,0.07686954858497741,0.11625387463769636,14,309,,
main,b1,BBOB_F22,27,0.0663656644829507,0.9648800514747354,0.08502714698581883,0.13635553370745793,0.16291577756306935,15,309,,
main,b1,BBOB_F22,28,0.0809249927703719,0.9508501287706124,0.0979325813967583,0.1504189367713423,0.0712321243360173,16,309,,
main,b1,BBOB_F22,42,0.08344284958966704,0.9489453416085135,0.10178683919921017,0.10596805865640058,0.04951227832251284,16,309,,
main,b1,BBOB_F37,0,0.21663826811071252,0.5402358137033744,0.21883585076100776,0.14210867256415283,0.1772528377078554,9,309,,
main,b1,BBOB_F37,1,0.21302885255300694,0.543039505801353,0.2178663661051805,0.2009374316889432,0.11804237339870048,11,309,,
main,b1,BBOB_F37,2,0.18195486367637864,0.6139908665645154,0.18941627438464764,0.15368352165929405,0.2801471672054792,13,309,,
main,b1,BBOB_F37,3,0.22449242691919857,0.5643859630675263,0.22984611009149744,0.15006968508617405,0.12325316061417443,11,309,,
main,b1,BBOB_F37,4,0.21894596959371468,0.5716386140694646,0.22019590503876854,0.18649379266521293,0.10410523928064701,11,309,,
main,b1,BBOB_F37,5,0.18997609435785628,0.5844163120304999,0.19859874066264924,0.16612445280197125,0.07083515440676998,9,309,,
main,b1,BBOB_F37,6,0.2576265929935174,0.4695731982773999,0.2639721785516226,0.17123203791657113,0.37343033218413463,10,309,,
main,b1,BBOB_F37,7,0.21172441425745542,0.5500617219008888,0.215763420073478,0.14800478376095344,0.12106785843217083,10,309,,
main,b1,BBOB_F37,8,0.23271550987876244,0.5201405072130336,0.23731892167933447,0.1814021445278115,0.21710228180137017,9,309,,
main,b1,BBOB_F37,9,0.22581632946384547,0.5067885607591887,0.23506578411577825,0.16556715506504882,0.04207053109739767,8,309,,
main,b1,BBOB_F37,10,0.2635918043042655,0.4654706628286338,0.2651508970546568,0.19750620869995544,0.06279597234993979,11,309,,
main,b1,BBOB_F37,11,0.2559534212974759,0.46346087380644685,0.25753258951269825,0.15882388032269634,0.19335043253533243,9,309,,
main,b1,BBOB_F37,12,0.2452020302878384,0.4787249057322883,0.24783213632143494,0.1250772548502396,0.2625161506828318,10,309,,
main,b1,BBOB_F37,13,0.23384725294178935,0.49806470256323165,0.24665895143659933,0.1225809467423404,0.234506288692302,14,309,,
main,b1,BBOB_F37,14,0.30827364885481556,0.3766766897479176,0.31996824663031515,0.13193142950333955,0.2869672569258822,8,309,,
main,b1,BBOB_F37,15,,,,,,0,0,real_ausente,
main,b1,BBOB_F37,16,0.25404435238622364,0.5076128919323586,0.25626117394270537,0.16482569322992813,0.08590006642866588,13,309,,
main,b1,BBOB_F37,17,0.25160054323818765,0.45552508048618484,0.26682960149319157,0.117870594741248,0.39499682341352477,9,309,,
main,b1,BBOB_F37,18,0.2042335443602987,0.5677479393328145,0.22393480192218154,0.1100438657948985,0.05133477773323662,9,309,,
main,b1,BBOB_F37,19,0.2844922511333199,0.4496619143159471,0.2865757994903835,0.22558669452910132,0.2674297073996397,9,309,,
main,b1,BBOB_F37,20,0.1789761670736813,0.6243760003863342,0.19742617092288875,0.1255656647232803,0.09933431997148598,10,309,,
main,b1,BBOB_F37,21,0.16385138185844952,0.6450600325948075,0.1655829384130491,0.11967033385867673,0.11784835162500007,14,309,,
main,b1,BBOB_F37,22,0.277525985827562,0.4590414398875598,0.2775821042427839,0.18690606821893452,0.1254389662891094,14,309,,
main,b1,BBOB_F37,23,0.24222881806581628,0.494498860937624,0.24851656704281672,0.13851243494343707,0.1022174846787235,10,309,,
main,b1,BBOB_F37,24,0.19095607256162664,0.581944168215622,0.19509766335089485,0.17085030637988965,0.1609426339165452,11,309,,
main,b1,BBOB_F37,25,0.22712720234307177,0.5257397329901092,0.22983580450721694,0.1883411107652537,0.15249433577464172,12,309,,
main,b1,BBOB_F37,26,0.21295340996853665,0.5324465140518847,0.22173598920089713,0.16947319251638937,0.14892568031277287,18,309,,
main,b1,BBOB_F37,27,0.2610485307420613,0.46980756389393347,0.26313060675260147,0.18136949470111138,0.19062446447217077,11,309,,
main,b1,BBOB_F37,28,0.22532513055657521,0.5408182930247212,0.22709581390517916,0.14186329914654677,0.18143300127388157,10,309,,
main,b1,BBOB_F37,42,0.20563313374300202,0.5499163780802737,0.21114054861869302,0.10684649079333094,0.25980813845585216,9,309,,
main,b1,BBOB_F49,0,0.22635184930619648,0.7472827030589304,0.23387108304367876,0.17749929626529293,0.057333215337242095,18,309,,
main,b1,BBOB_F49,1,0.6044599265163673,0.36758189329676105,0.6044657868596044,0.749968102644576,0.05124352906967723,31,309,,
main,b1,BBOB_F49,2,0.21956741458300263,0.6991971491653027,0.25527204090999583,0.1870243953978525,0.052283897550371876,7,309,,
main,b1,BBOB_F49,3,0.37010357290566315,0.5412857708866492,0.3717945666487456,0.1896366789602045,0.04877901311930996,12,309,,
main,b1,BBOB_F49,4,0.26718135762763373,0.6711661642239874,0.3215763277623269,0.2386614527383509,0.08508326907962176,8,309,,
main,b1,BBOB_F49,5,0.256637106716293,0.6700790594893682,0.2919356338208916,0.2636110201270351,0.06204404633345598,10,309,,
main,b1,BBOB_F49,6,0.28424665363467816,0.6533746946967545,0.2861108870238309,0.19729568555733068,0.08482014256659481,19,309,,
main,b1,BBOB_F49,7,0.3629690912247676,0.5659657849955094,0.38022734142750486,0.3344699921895489,0.045434767345658544,13,309,,
main,b1,BBOB_F49,8,0.23283133085315832,0.717484159620359,0.3205448020390808,0.15937586566490783,0.025585321506732935,9,309,,
main,b1,BBOB_F49,9,0.12525092852671604,0.8402804601513335,0.2011614210086159,0.122655609571738,0.08289909139609165,9,309,,
main,b1,BBOB_F49,10,0.6553128081006456,0.22836609688029344,0.655382629139433,0.47574616379689694,0.0600587833269086,17,309,,
main,b1,BBOB_F49,11,0.4935768340237632,0.4591154780961366,0.49464767074998145,0.3174405322657216,0.04884192429029874,24,309,,
main,b1,BBOB_F49,12,0.35328375733418904,0.6172752577943383,0.3540380922311071,0.22293461399197725,0.01975903047176014,21,309,,
main,b1,BBOB_F49,13,0.18253683565571108,0.7540355298499953,0.20876108432660662,0.13346972604400056,0.06213622268778916,14,309,,
main,b1,BBOB_F49,14,0.2897183828390266,0.6616743108991073,0.29114823281638225,0.20794428897347794,0.038144347789154966,20,309,,
main,b1,BBOB_F49,15,0.29828355065956375,0.6307390431285428,0.2984663937381462,0.23904133200340866,0.03304376150082384,18,309,,
main,b1,BBOB_F49,16,0.3759281193538524,0.5458604421340586,0.37692785629674896,0.22799610737963133,0.03856170759101594,16,309,,
main,b1,BBOB_F49,17,0.36001346950298774,0.5675438106931754,0.3603722145738815,0.17316180591538594,0.0683289915765132,16,309,,
main,b1,BBOB_F49,18,0.5043238455512374,0.3730794108707658,0.504535541113669,0.3358543106293014,0.059718077696437395,17,309,,
main,b1,BBOB_F49,19,0.37475307157980003,0.5620365546595014,0.3771367594038834,0.17420393456811314,0.06763064073534321,10,309,,
main,b1,BBOB_F49,20,0.4102581431694752,0.522950355649449,0.41044181766620697,0.2719667960577379,0.05947646698803258,23,309,,
main,b1,BBOB_F49,21,0.61985602990473,0.29612943478896314,0.6198789328558425,0.6076680524886785,0.0586974383021513,16,309,,
main,b1,BBOB_F49,22,0.1889715264609914,0.7566229867867701,0.22260221725735183,0.133536866984,0.09757396719815156,12,309,,
main,b1,BBOB_F49,23,0.19819426500433035,0.7500400505867488,0.2425575587224968,0.1703994069732363,0.0632784840960673,12,309,,
main,b1,BBOB_F49,24,0.32105503289475634,0.6087316609345316,0.34704328263768236,0.3661276039324876,0.04961178650036082,17,309,,
main,b1,BBOB_F49,25,0.27773619908956715,0.636127281338429,0.30733757065417927,0.23632023162707602,0.06642667294986654,12,309,,
main,b1,BBOB_F49,26,0.26544672616329906,0.6937431940717629,0.26860768619354053,0.2512498510710214,0.052350600918764874,15,309,,
main,b1,BBOB_F49,27,0.23430589965670198,0.6870737984205059,0.23769188579073078,0.16056798394202293,0.11578710995562272,18,309,,
main,b1,BBOB_F49,28,0.3176287081307956,0.6419184828832354,0.32220871314710575,0.24373058226126548,0.05195723837813453,19,309,,
main,b1,BBOB_F49,42,0.13743017805404528,0.8722624209666889,0.1589738022356132,0.13593499990467542,0.04963642972811843,20,309,,
main,b1,BBOB_F5,0,0.03608656247705096,0.8444747769040679,0.037305933313462686,0.030677332023082853,0.026172387620442647,36,309,,
main,b1,BBOB_F5,1,0.03311291525312614,0.8430922968562059,0.03643634270411962,0.02625195966402419,0.03480118369713693,31,309,,
main,b1,BBOB_F5,2,0.0431527562976109,0.8274004730218791,0.044368365322955974,0.04197852022532241,0.03533704793535162,40,309,,
main,b1,BBOB_F5,3,0.04301729088909178,0.8239011791736734,0.04638449952492742,0.039406694998456615,0.025020398053117444,36,309,,
main,b1,BBOB_F5,4,0.036304471871206424,0.8374816755399358,0.039712184056973514,0.030433282854893877,0.027899793781090792,32,309,,
main,b1,BBOB_F5,5,0.035123265412991135,0.8440679468829817,0.03678987436732236,0.03564435878447384,0.025748914642373125,42,309,,
main,b1,BBOB_F5,6,0.051344054024062336,0.8116972172429512,0.052400546560016206,0.04471279766241064,0.028134652833994758,32,309,,
main,b1,BBOB_F5,7,0.0375651935559178,0.837580120830921,0.03956518620048094,0.03175272598521003,0.022235386836106378,32,309,,
main,b1,BBOB_F5,8,0.041888488677735855,0.8250661865216404,0.04368757621559134,0.0328171671480197,0.028901880180571035,32,309,,
main,b1,BBOB_F5,9,0.04478430115211306,0.8275706464589736,0.046120398585965144,0.03398277325979072,0.02648713189835089,31,309,,
main,b1,BBOB_F5,10,0.03710562662022693,0.8390863759021527,0.038202960820015605,0.029259563853164573,0.031022879939482585,33,309,,
main,b1,BBOB_F5,11,0.04411323887207674,0.8216201671389564,0.04564712040667585,0.03498489714209305,0.04515380061776042,29,309,,
main,b1,BBOB_F5,12,0.03575719361711521,0.8325311066498566,0.04181793823023376,0.02754438752830979,0.01959934677309284,32,309,,
main,b1,BBOB_F5,13,0.04380121621355526,0.8286527928432925,0.045689001256222085,0.036211025663969075,0.03336148356776548,35,309,,
main,b1,BBOB_F5,14,0.039631196204988874,0.8327007520347932,0.04208690183674659,0.04418584497708857,0.033755051714449265,35,309,,
main,b1,BBOB_F5,15,0.03893952336378878,0.8350112166296554,0.04073232524844365,0.03591300306409378,0.02053865594682366,41,309,,
main,b1,BBOB_F5,16,0.036514762759537286,0.8390631163971324,0.038761517022919974,0.032578141069448605,0.02027394852502717,35,309,,
main,b1,BBOB_F5,17,0.04335426606300555,0.8238002986279733,0.047596677428905415,0.035194660741713416,0.02202790882565501,32,309,,
main,b1,BBOB_F5,18,0.037682560713888334,0.8350879096238081,0.04020113961518577,0.035758269670727844,0.028129527913194296,39,309,,
main,b1,BBOB_F5,19,0.040184053066231074,0.8352194111908868,0.04289489130835308,0.03629819871614025,0.028265761664155908,32,309,,
main,b1,BBOB_F5,20,0.03942050858992073,0.8340297793927622,0.0424806977174379,0.03565058360596117,0.02322636362661681,31,309,,
main,b1,BBOB_F5,21,0.04398416412856062,0.8293149265618845,0.0447818286446324,0.0395566733994633,0.016921147320599714,39,309,,
main,b1,BBOB_F5,22,0.03699152953738995,0.8355802797025199,0.0393971906588811,0.03038685385238346,0.027488233366479074,38,309,,
main,b1,BBOB_F5,23,0.039724009564078615,0.8341408927231511,0.04145186452144161,0.034371906206577506,0.020253265085535172,38,309,,
main,b1,BBOB_F5,24,0.03863047102269022,0.8335695380053542,0.041376222379249074,0.04664235200485738,0.029502856351437453,33,309,,
main,b1,BBOB_F5,25,0.041186354493280314,0.8320397957428877,0.04290020157574735,0.03781118826086435,0.026918965446226812,36,309,,
main,b1,BBOB_F5,26,0.03339648262049224,0.842257572991322,0.036271821991349505,0.030665760177200303,0.020439861535800297,39,309,,
main,b1,BBOB_F5,27,0.04392013786190804,0.8249813407209442,0.048890320977637236,0.04101218697821494,0.03262229306224473,40,309,,
main,b1,BBOB_F5,28,0.045159408073362425,0.8201809644094441,0.04771655760583112,0.039886734974344105,0.022499862083601538,32,309,,
main,b1,BBOB_F5,42,0.035178295949926004,0.8402141539068555,0.0386019415159657,0.029858983491150466,0.02047390626210965,36,309,,
main,b1,BBOB_F55,0,0.03614230337978182,1.0948514600057295,0.132723401981802,0.0290167203940833,0.030175787992548744,19,309,,
main,b1,BBOB_F55,1,0.6188877052614931,0.3318582956739002,0.6188877953805576,0.3607895096938814,0.08670230623085871,13,309,,
main,b1,BBOB_F55,2,0.7076330240730803,0.13238415326194025,0.7076330240730803,0.30752565419422284,0.09334457799688438,21,309,,
main,b1,BBOB_F55,3,0.4094261843192224,0.5713354930435859,0.4099142824314457,0.3138679000927337,0.04907035655713666,18,309,,
main,b1,BBOB_F55,4,0.5048484478381249,0.47141303404553914,0.5052997798645046,0.3985852383882213,0.05917492346633838,13,309,,
main,b1,BBOB_F55,5,0.6421644092330814,0.27575965579909245,0.6422697498549985,0.4654128530939589,0.10715663125489575,12,309,,
main,b1,BBOB_F55,6,0.07873446837963305,1.0105161491360126,0.20728390080791553,0.04457308888247273,0.03463650690236138,10,309,,
main,b1,BBOB_F55,7,0.1933361249383998,0.819903083098347,0.20094485653111505,0.16824690688128957,0.069267208080277,13,309,,
main,b1,BBOB_F55,8,0.5874860312429679,0.3902572285735499,0.5874860312429679,0.2804408944055579,0.05459163816862421,25,309,,
main,b1,BBOB_F55,9,0.37375457702339515,0.6083432446867792,0.3750674353376139,0.3196846251239002,0.03189269264351998,22,309,,
main,b1,BBOB_F55,10,0.7533493415322224,0.1839181912607959,0.7533493415322224,0.45311998502106704,0.06370094632264803,26,309,,
main,b1,BBOB_F55,11,0.5449809531571062,0.36971693757129365,0.5491142667509155,0.3148418741632903,0.051401586447583344,21,309,,
main,b1,BBOB_F55,12,0.5689112484335352,0.37296747386955276,0.569010593482647,0.3746539121709942,0.05757641340874549,12,309,,
main,b1,BBOB_F55,13,0.7057549726100963,0.18663274144300118,0.7057549726100963,0.4052777349103676,0.02888676128048987,24,309,,
main,b1,BBOB_F55,14,0.40363171880621423,0.5908181724873548,0.40388184328934507,0.2848890576215085,0.0352075376649906,23,309,,
main,b1,BBOB_F55,15,0.33065792827263774,0.6359237380902203,0.3345728517794262,0.3165356613879863,0.02400372893445831,13,309,,
main,b1,BBOB_F55,16,0.5844637883053987,0.3878200390654107,0.5846186579724443,0.3918256744274082,0.07642416165741886,18,309,,
main,b1,BBOB_F55,17,0.21531793922345144,0.7923407769638163,0.22558680210763696,0.16309883330260036,0.0350871232880012,18,309,,
main,b1,BBOB_F55,18,0.6121172392213035,0.2564262115122979,0.6121504133495823,0.3113151044157299,0.20941487210798995,11,309,,
main,b1,BBOB_F55,19,0.3262668348390746,0.6332679435889027,0.3372524327049262,0.32253250620215734,0.02469531010734165,12,309,,
main,b1,BBOB_F55,20,0.6559928759189408,0.2730059221329155,0.6559928759189408,0.3595763877840028,0.07129368707117764,19,309,,
main,b1,BBOB_F55,21,0.06176617160203389,1.0447837359334928,0.1687948474862683,0.03698315179167943,0.02142346757786301,12,309,,
main,b1,BBOB_F55,22,0.46182156813055636,0.5088522520876091,0.46211118845226545,0.3260762521720037,0.03549351327650025,18,309,,
main,b1,BBOB_F55,23,0.3212769875226338,0.682775890048842,0.3340294085953066,0.2393359386038862,0.03618573750586815,16,309,,
main,b1,BBOB_F55,24,0.24375653732711208,0.7309072408249256,0.272517909747227,0.235157112887569,0.0841754030325,5,309,,
main,b1,BBOB_F55,25,0.30877519914032875,0.6884983070212057,0.3102549490883117,0.22761667958539905,0.04251633195188409,16,309,,
main,b1,BBOB_F55,26,0.3012213564860686,0.6910898727210601,0.3027745506963415,0.2937248146565263,0.046565544062698305,20,309,,
main,b1,BBOB_F55,27,0.02449132943097809,1.1155926970857715,0.10504818125360142,0.03123815748742703,0.017685168741729918,26,309,,
main,b1,BBOB_F55,28,0.5570040743992769,0.4070935625317789,0.5570040743992769,0.32242157461939297,0.030881650751824884,21,309,,
main,b1,BBOB_F55,42,0.558756822784922,0.4116882792058892,0.5589240842836977,0.35487569767806915,0.039883171556355734,26,309,,
main,b1,DDMOP7,0,,,,,,0,0,real_ausente,
main,b1,DDMOP7,1,,0.685942678881417,,,0.20833363198078286,5,526,,REGUA_PROVISORIA
main,b1,DDMOP7,2,,,,,,0,0,real_ausente,
