problema,name,solution_id,fe,x_key
DTLZ4,cache_hit,0.0,1.0,D45222DD2AE4DA3F
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,stall_0fe,,,
DTLZ4,hard_stop,,371.0,0000000000000000
DTLZ7,cache_hit,0.0,1.0,C5F67D7004849A3F
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,stall_0fe,,,
DTLZ7,cache_hit,558.0,606.0,D063A4FFC3A1313F
DTLZ7,stall_0fe,,,
MMF1,cache_hit,0.0,1.0,039843BD82EFF93F
MMF1,stall_0fe,,,
MMF1,cache_hit,8.0,40.0,310FA76AA9D90540
MMF1,stall_0fe,,,
MMF1,stall_0fe,,,
MMF1,stall_0fe,,,
MMF11_L,cache_hit,0.0,1.0,807068779A18D03F
MMF11_L,cache_hit,5.0,21.0,D8BD73EFF5F2D63F
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,cache_hit,24.0,29.0,90FDE9E29AF7C03F
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF11_L,stall_0fe,,,
MMF16_20,cache_hit,0.0,1.0,ABBFCEB476A0E03F
MMF16_20,hard_stop,,619.0,20B85305E4FB573F
MMF4,cache_hit,0.0,1.0,40D2C1152D6CD7BF
MMF4,cache_hit,10.0,23.0,94DA113C223BD73F
MMF4,stall_0fe,,,
MMF4,stall_0fe,,,
MMF4,cache_hit,25.0,31.0,D618900F244AE5BF
MMF4,stall_0fe,,,
MMF4,stall_0fe,,,
MMF4,cache_hit,37.0,47.0,D64AB3961EE3D53F
MMF4,cache_hit,29.0,48.0,003A72165F025F3F
MMF4,stall_0fe,,,
MMF4,stall_0fe,,,
MMF4,stall_0fe,,,
MMF4,stall_0fe,,,
MMF4,cache_hit,21.0,55.0,000000000000F0BF
MMF4,stall_0fe,,,
WFG1,cache_hit,0.0,1.0,212CA208E291EB3F
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,stall_0fe,,,
WFG1,hard_stop,,681.0,D296E31066F8F13F
WFG2,cache_hit,0.0,1.0,8B4869ACD540FD3F
WFG2,cache_hit,300.0,364.0,51929C68735FB23F
WFG2,stall_0fe,,,
WFG2,stall_0fe,,,
WFG2,stall_0fe,,,
WFG2,stall_0fe,,,
WFG2,stall_0fe,,,
WFG2,stall_0fe,,,
WFG4,cache_hit,0.0,1.0,6D62D085E1C2E83F
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG4,cache_hit,570.0,626.0,D2F8CC5936B7F03F
WFG4,stall_0fe,,,
WFG4,stall_0fe,,,
WFG5,cache_hit,0.0,1.0,5CA938D04C43F83F
WFG5,stall_0fe,,,
WFG5,stall_0fe,,,
WFG9,cache_hit,0.0,1.0,8687CDA5EF4BF83F
WFG9,stall_0fe,,,
WFG9,cache_hit,550.0,624.0,FCD5C89D20E3FB3F
ZDT1,cache_hit,0.0,1.0,CA0BDCDE5F23E23F
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT1,stall_0fe,,,
ZDT3,cache_hit,0.0,1.0,A2F9333A60CED83F
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,cache_hit,753.0,793.0,F2047D5D2F36E33F
ZDT3,stall_0fe,,,
ZDT3,stall_0fe,,,
ZDT3,hard_stop,,929.0,1000C0674606683F
ZDT4,cache_hit,0.0,1.0,A817B324FB5FED3F
ZDT4,cache_hit,216.0,266.0,807D2CE3B753693F
ZDT6,cache_hit,0.0,1.0,419513C098FECA3F
ZDT6,stall_0fe,,,
ZDT6,stall_0fe,,,
ZDT6,stall_0fe,,,
