it,i,j,dacqf,dacqf_rel,viol,cache_hit,dist_min,n_train
57,0,1,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,0,4,0.0,0.0,False,False,0.04453456887872562,385.0
57,0,5,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,0,6,0.0,0.0,False,False,0.04453456887872562,385.0
57,0,7,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,0,9,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,1,4,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,1,5,0.0,0.0,False,False,0.04453456887872562,385.0
57,1,6,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,1,7,0.0,0.0,False,False,0.04453456887872562,385.0
57,1,9,0.0,0.0,False,False,0.04453456887872562,385.0
57,4,5,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,4,6,0.0,0.0,False,False,0.04453456887872562,385.0
57,4,7,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,4,9,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,5,6,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,5,7,0.0,0.0,False,False,0.04453456887872562,385.0
57,5,9,0.0,0.0,False,False,0.04453456887872562,385.0
57,6,7,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,6,9,1.7763568394002505e-15,3.0049142512237576e-16,False,False,0.04453456887872562,385.0
57,7,9,0.0,0.0,False,False,0.04453456887872562,385.0
58,3,4,2.0872192862952943e-13,3.453803583320736e-14,False,False,0.0956277720487185,386.0
59,0,9,1.5898393712632242e-13,1.9510377850698593e-14,False,False,0.0764268174844589,387.0
59,2,7,1.2505552149377763e-12,1.5346710622225486e-13,False,False,0.0764268174844589,387.0
61,2,7,0.0,0.0,False,False,0.05968435320922732,389.0
61,3,9,6.536993168992922e-13,9.603413681416014e-14,False,False,0.05968435320922732,389.0
61,4,6,2.362554596402333e-13,3.470798966381331e-14,False,False,0.05968435320922732,389.0
62,1,4,2.877698079828406e-13,3.4955533122314726e-14,False,False,0.06374210388628498,390.0
62,6,9,1.2434497875801753e-13,1.510424270717303e-14,False,False,0.06374210388628498,390.0
63,1,2,1.1226575225009583e-12,1.5457955674037654e-13,False,False,0.043259928084764615,391.0
63,3,6,3.2152058793144533e-13,4.4270411028493914e-14,False,False,0.043259928084764615,391.0
63,4,7,1.5010215292932116e-13,2.0667678076838318e-14,False,False,0.043259928084764615,391.0
64,0,1,2.247979580261017e-12,3.202814689229789e-13,False,False,0.021212415432085182,392.0
64,8,9,3.3306690738754696e-13,4.7453793301508136e-14,False,False,0.021212415432085182,392.0
65,0,5,2.6645352591003757e-15,3.502741651027627e-16,False,False,0.04365536829978112,393.0
65,2,3,1.6040502259784262e-12,2.1086504739186316e-13,False,False,0.04365536829978112,393.0
65,2,6,2.021494083237485e-12,2.6574133325796266e-13,False,False,0.04365536829978112,393.0
65,2,9,2.7124968937641825e-12,3.565791000746124e-13,False,False,0.04365536829978112,393.0
65,3,6,4.1744385725905886e-13,5.487628586609949e-14,False,False,0.04365536829978112,393.0
65,3,9,1.1084466677857563e-12,1.457140526827493e-13,False,False,0.04365536829978112,393.0
65,6,9,6.910028105266974e-13,9.083776681664979e-14,False,False,0.04365536829978112,393.0
66,2,3,4.82280881897168e-13,6.62845055329903e-14,False,False,0.16819705082245193,394.0
67,0,6,1.3082868122182845e-12,1.8979173651752507e-13,False,False,0.18988956865968076,395.0
68,4,5,1.6555645743210334e-12,2.318675594452593e-13,False,False,0.041391878656292236,396.0
69,6,7,5.231370892033738e-13,6.970193772175055e-14,False,False,0.19812044077808447,397.0
71,5,7,3.1441516057384433e-13,4.0516645864507395e-14,False,False,0.028878070201179606,399.0
72,2,4,1.5649703755116207e-12,1.903088601170726e-13,False,False,0.19309107801550401,400.0
72,2,7,3.161915174132446e-12,3.8450598298341564e-13,False,False,0.19309107801550401,400.0
72,4,7,1.5969447986208252e-12,1.9419712286634307e-13,False,False,0.19309107801550401,400.0
73,4,5,2.793321129956894e-12,3.790929011003395e-13,False,False,0.20728119383554014,401.0
73,4,6,2.6911806116913795e-12,3.6523099851638434e-13,False,False,0.20728119383554014,401.0
73,5,6,1.021405182655144e-13,1.3861902583955182e-14,False,False,0.20728119383554014,401.0
75,1,7,2.1760371282653068e-13,2.8859626101359034e-14,False,False,0.18262193228719173,403.0
76,0,5,7.824851877558103e-13,1.0939542395661848e-13,False,False,0.18063123602125852,404.0
76,2,8,6.780354055990756e-12,9.479281117875431e-13,False,False,0.18063123602125852,404.0
77,6,7,1.1857181902996672e-12,1.6547811348657019e-13,False,False,0.17040282712572577,405.0
77,6,8,3.3306690738754696e-13,4.6482616147912976e-14,False,False,0.17040282712572577,405.0
77,7,8,1.5187850976872141e-12,2.1196072963448318e-13,False,False,0.17040282712572577,405.0
79,3,7,1.936228954946273e-13,2.4808783471495005e-14,False,False,0.06189977223388074,407.0
79,3,9,5.03597163969971e-13,6.452559737769573e-14,False,False,0.06189977223388074,407.0
79,7,9,6.972200594645983e-13,8.933438084919073e-14,False,False,0.06189977223388074,407.0
80,1,7,4.380495965961018e-12,5.95996531210813e-13,False,False,0.15176738710240048,408.0
80,5,8,6.265210572564683e-12,8.524248846636405e-13,False,False,0.15176738710240048,408.0
81,5,9,3.106848112111038e-12,3.4620256515915287e-13,False,False,0.02668739565936251,409.0
82,2,7,1.0311751452718454e-12,1.4407908971856316e-13,False,False,0.1867082265477917,410.0
82,2,8,3.2738256550146616e-12,4.574293925087199e-13,False,False,0.1867082265477917,410.0
82,3,6,7.602807272633072e-13,1.0622885512410859e-13,False,False,0.1867082265477917,410.0
82,7,8,2.2426505097428162e-12,3.1335030279015674e-13,False,False,0.1867082265477917,410.0
84,5,6,2.19824158875781e-12,2.657492819677581e-13,False,False,0.17895520345104202,412.0
85,1,2,1.4424017535930034e-12,1.9650105492074736e-13,False,False,0.16534731515653328,413.0
85,4,8,3.0020430585864233e-13,4.089738704631318e-14,False,False,0.16534731515653328,413.0
86,3,8,2.049027614248189e-12,2.679620873321329e-13,False,False,0.027684420967126894,414.0
86,6,7,1.6751044995544362e-12,2.1906220056714465e-13,False,False,0.027684420967126894,414.0
87,3,6,2.2026824808563106e-13,2.4365006067165458e-14,False,False,0.025214814954942044,415.0
87,3,9,5.613287612504791e-13,6.209146707438939e-14,False,False,0.025214814954942044,415.0
87,6,9,7.815970093361102e-13,8.645647314155484e-14,False,False,0.025214814954942044,415.0
88,2,5,5.515587986337778e-13,7.363925540105185e-14,False,False,0.18410448601733476,416.0
88,3,6,1.2402523452692549e-11,1.6558753018040065e-12,False,False,0.18410448601733476,416.0
88,3,8,6.490807891168515e-12,8.665952954442624e-13,False,False,0.18410448601733476,416.0
88,6,8,5.9117155615240335e-12,7.892800063597442e-13,False,False,0.18410448601733476,416.0
89,0,5,1.2372325386422744e-12,1.6283918530762271e-13,False,False,0.21464329021470324,417.0
90,0,6,9.532818978641444e-12,1.2396460528273916e-12,False,False,0.03789162888794617,418.0
90,4,9,2.7116087153444823e-12,3.526171060544141e-13,False,False,0.03789162888794617,418.0
91,4,5,4.382272322800418e-12,5.623645504329571e-13,False,False,0.1544671023258512,419.0
92,4,6,5.394795721258561e-12,6.502346278886977e-13,False,False,0.19979700212191503,420.0
93,2,7,1.0134115768778429e-12,1.3823314842849202e-13,False,False,0.1851706685525341,421.0
93,3,4,1.3500311979441904e-12,1.841493300712602e-13,False,False,0.1851706685525341,421.0
94,6,8,3.802291814736236e-12,4.574183210269514e-13,False,False,0.023270127460584433,422.0
95,2,8,5.95967719618784e-13,7.079342394526597e-14,False,False,0.17532224679267325,423.0
96,1,4,2.518607544743645e-11,3.0295081639158846e-12,False,False,0.19930733637068612,424.0
97,0,2,1.3809398069497547e-11,1.521612328793259e-12,False,False,0.3871855194298807,425.0
97,0,8,1.6543211245334533e-11,1.8228422456974043e-12,False,False,0.3871855194298807,425.0
97,2,8,2.7338131758369855e-12,3.012299169041453e-13,False,False,0.3871855194298807,425.0
98,2,3,5.242029033070139e-12,6.905478949490993e-13,False,False,0.155860088323067,426.0
98,2,6,4.246381024586299e-12,5.593882558033961e-13,False,False,0.155860088323067,426.0
98,3,6,9.956480084838404e-13,1.311596391457032e-13,False,False,0.155860088323067,426.0
99,0,6,2.006395050102583e-12,2.5901148976430204e-13,False,False,0.03234950113045876,427.0
99,1,5,1.525268800151025e-11,1.969014747110385e-12,False,False,0.03234950113045876,427.0
99,2,9,5.684341886080802e-14,7.338085588718607e-15,False,False,0.03234950113045876,427.0
100,2,9,5.988098905618244e-12,7.184087723731337e-13,False,False,0.021094643243308314,428.0
100,3,8,1.8198775819655566e-12,2.1833574230088266e-13,False,False,0.021094643243308314,428.0
102,4,6,6.963318810448982e-13,8.354177217965068e-14,False,False,0.3247987641600093,430.0
103,3,7,1.8269830093231576e-12,2.1893288426876185e-13,False,False,0.03001541216261533,431.0
103,3,9,2.4362734052374435e-12,2.9194599005795516e-13,False,False,0.03001541216261533,431.0
103,7,9,6.092903959142859e-13,7.30131057891933e-14,False,False,0.03001541216261533,431.0
104,1,3,5.879741138414829e-13,7.785641096102419e-14,False,False,0.42573682183942496,432.0
105,0,2,9.164224934465892e-12,1.1840140646784095e-12,False,False,0.0101981669278781,433.0
105,3,4,1.1755929563150858e-11,1.518861228928419e-12,False,False,0.0101981669278781,433.0
105,3,7,1.660627191313324e-11,2.14552345098781e-12,False,False,0.0101981669278781,433.0
105,3,8,1.3535839116229909e-12,1.748824805747137e-13,False,False,0.0101981669278781,433.0
105,4,7,2.83622014762841e-11,3.664384679916229e-12,False,False,0.0101981669278781,433.0
105,4,8,1.0402345651527867e-11,1.3439787483537054e-12,False,False,0.0101981669278781,433.0
105,7,8,1.7959855824756232e-11,2.3204059315625237e-12,False,False,0.0101981669278781,433.0
106,1,4,1.850963826655061e-12,2.2351121838272736e-13,False,False,0.21341870672564014,434.0
106,1,6,2.7711166694643907e-12,3.346233211871926e-13,False,False,0.21341870672564014,434.0
106,4,6,9.201528428093297e-13,1.1111210280446524e-13,False,False,0.21341870672564014,434.0
108,0,1,6.52811138479592e-13,8.217747489095938e-14,False,False,0.358730998465689,436.0
109,1,4,2.5863755581667647e-12,3.2477672050576676e-13,False,False,0.13396323490216636,437.0
109,1,5,1.4356515976032824e-11,1.8027784719283016e-12,False,False,0.13396323490216636,437.0
109,4,5,1.177014041786606e-11,1.4780017514225347e-12,False,False,0.13396323490216636,437.0
110,4,8,6.753708703399752e-12,8.02438722846775e-13,False,False,0.3326221476261428,438.0
111,0,2,8.954614827416663e-12,1.0783437907889994e-12,False,False,0.030120603675598767,439.0
111,0,4,4.0039083160081645e-12,4.821636390474915e-13,False,False,0.030120603675598767,439.0
111,2,4,4.950706511408498e-12,5.961801517415079e-13,False,False,0.030120603675598767,439.0
112,0,4,4.2161829583164945e-12,4.86944090906931e-13,False,False,0.21895735674201047,440.0
113,0,5,2.0605739337042905e-12,2.198749277934739e-13,False,False,0.13224444805786498,441.0
115,0,2,1.1550760348200129e-11,1.3723259043861847e-12,False,False,0.03177074941163405,443.0
115,4,9,2.2071233729548112e-12,2.6222451921566083e-13,False,False,0.03177074941163405,443.0
118,0,5,1.0185630117121036e-11,1.1663394892970458e-12,False,False,0.024872907645640596,446.0
118,0,6,4.4924064468432334e-12,5.144179575221884e-13,False,False,0.024872907645640596,446.0
118,3,8,2.7389646106712462e-11,3.136342620417012e-12,False,False,0.024872907645640596,446.0
118,5,6,1.467803656396427e-11,1.6807574468192342e-12,False,False,0.024872907645640596,446.0
121,7,8,1.0542677841840487e-12,1.2071794638056575e-13,False,False,0.20873832743001158,449.0
125,1,7,1.425171092250821e-11,1.631785951785947e-12,False,False,0.13343466240771876,453.0
125,1,8,8.260059303211165e-12,9.457565344390695e-13,False,False,0.13343466240771876,453.0
125,7,8,2.2511770225719374e-11,2.5775424862250164e-12,False,False,0.13343466240771876,453.0
126,1,6,3.7125857943465235e-13,4.11330924134545e-14,False,False,0.02852125392885163,454.0
126,1,9,1.1812772982011666e-12,1.3087802131553706e-13,False,False,0.02852125392885163,454.0
126,6,9,1.552535877635819e-12,1.7201111372899155e-13,False,False,0.02852125392885163,454.0
128,0,3,0.0,0.0,False,False,0.02043799476451702,456.0
128,0,4,0.0,0.0,False,False,0.02043799476451702,456.0
128,3,4,0.0,0.0,False,False,0.02043799476451702,456.0
128,5,6,5.382361223382759e-13,5.949508674935547e-14,False,False,0.02043799476451702,456.0
129,2,3,2.112710006940688e-11,2.430018942123633e-12,False,False,0.2869243323730305,457.0
129,2,4,4.532374475729739e-12,5.213093984805524e-13,False,False,0.2869243323730305,457.0
129,2,8,2.4590995906237367e-11,2.828432944489722e-12,False,False,0.2869243323730305,457.0
129,3,4,1.659472559367714e-11,1.9087095436430806e-12,False,False,0.2869243323730305,457.0
129,3,8,3.4638958368304884e-12,3.984140023660894e-13,False,False,0.2869243323730305,457.0
129,4,8,2.0058621430507628e-11,2.30712354600917e-12,False,False,0.2869243323730305,457.0
131,1,6,5.717204487609706e-12,6.843018963348361e-13,False,False,0.3513404432428596,459.0
132,5,6,8.290257369480969e-12,9.851566216993853e-13,False,False,0.021614205078377746,460.0
133,0,2,2.3428370354849903e-11,2.5907071351050043e-12,False,False,0.393140881528332,461.0
133,0,3,2.5076829501813336e-11,2.7729936027202476e-12,False,False,0.393140881528332,461.0
133,2,3,1.6484591469634324e-12,1.822864676152433e-13,False,False,0.393140881528332,461.0
134,0,2,0.0,0.0,False,False,0.010460430256428978,462.0
134,0,5,0.0,0.0,False,False,0.010460430256428978,462.0
134,0,6,0.0,0.0,False,False,0.010460430256428978,462.0
134,2,5,0.0,0.0,False,False,0.010460430256428978,462.0
134,2,6,0.0,0.0,False,False,0.010460430256428978,462.0
134,5,6,0.0,0.0,False,False,0.010460430256428978,462.0
135,1,4,2.2648549702353193e-12,2.504492136456176e-13,False,False,0.02442672973830906,463.0
135,1,7,8.338219004144776e-12,9.220459677274737e-13,False,False,0.02442672973830906,463.0
135,4,7,1.0603073974380095e-11,1.1724951813730913e-12,False,False,0.02442672973830906,463.0
136,0,1,7.105427357601002e-14,7.752835861741971e-15,False,False,0.018618326211346514,464.0
136,0,2,1.4357404154452524e-11,1.566557396313237e-12,False,False,0.018618326211346514,464.0
136,0,4,1.5337064951381763e-11,1.6734496207570046e-12,False,False,0.018618326211346514,464.0
136,0,9,7.203126983768016e-12,7.859437354840924e-13,False,False,0.018618326211346514,464.0
136,1,2,1.4428458428028534e-11,1.574310232174979e-12,False,False,0.018618326211346514,464.0
136,1,4,1.5408119224957773e-11,1.6812024566187466e-12,False,False,0.018618326211346514,464.0
136,1,9,7.132072710192006e-12,7.781908996223504e-13,False,False,0.018618326211346514,464.0
136,2,4,9.796607969292381e-13,1.0689222444376743e-13,False,False,0.018618326211346514,464.0
136,2,9,2.156053113822054e-11,2.3525011317973294e-12,False,False,0.018618326211346514,464.0
136,4,9,2.2540191935149778e-11,2.459393356241097e-12,False,False,0.018618326211346514,464.0
139,2,5,3.389288849575678e-11,3.748285138482829e-12,False,False,0.3724178882709386,467.0
140,2,4,5.307754236127948e-12,5.672454741378419e-13,False,False,0.13043566535894358,468.0
141,1,2,2.4950708166215918e-11,2.7412139087210436e-12,False,False,0.1347171951495395,469.0
141,1,5,2.901856532844249e-11,3.1881297460392257e-12,False,False,0.1347171951495395,469.0
141,2,5,4.0678571622265736e-12,4.469158373181824e-13,False,False,0.1347171951495395,469.0
142,1,3,2.5419666371817584e-12,2.779311062509259e-13,False,False,0.12485531848316951,470.0
142,1,4,1.6857626405908377e-12,1.843162961789858e-13,False,False,0.12485531848316951,470.0
142,1,6,7.213785124804417e-12,7.887339080957443e-13,False,False,0.12485531848316951,470.0
142,3,4,8.562039965909207e-13,9.361481007194011e-14,False,False,0.12485531848316951,470.0
142,3,6,4.671818487622659e-12,5.108028018448185e-13,False,False,0.12485531848316951,470.0
142,4,6,5.5280224842135794e-12,6.044176119167585e-13,False,False,0.12485531848316951,470.0
143,1,7,2.0804691303055733e-11,2.362618575524742e-12,False,False,0.018370717791829416,471.0
144,2,3,1.3857359704161354e-11,1.5973429072871157e-12,False,False,0.016915209886867566,472.0
144,2,5,2.4584778657299466e-11,2.833896402621931e-12,False,False,0.016915209886867566,472.0
144,2,7,1.007194327939942e-12,1.1609965753516148e-13,False,False,0.016915209886867566,472.0
144,2,8,2.3151258687903464e-11,2.668654032902574e-12,False,False,0.016915209886867566,472.0
144,2,9,2.531663767513237e-11,2.9182580585381326e-12,False,False,0.016915209886867566,472.0
144,3,5,1.0727418953138113e-11,1.236553495334815e-12,False,False,0.016915209886867566,472.0
144,3,7,1.2850165376221412e-11,1.4812432497519542e-12,False,False,0.016915209886867566,472.0
144,3,8,9.29389898374211e-12,1.0713111256154582e-12,False,False,0.016915209886867566,472.0
144,3,9,1.1459277970971016e-11,1.320915151251017e-12,False,False,0.016915209886867566,472.0
144,5,7,2.3577584329359524e-11,2.7177967450867694e-12,False,False,0.016915209886867566,472.0
144,5,8,1.4335199693960021e-12,1.652423697193568e-13,False,False,0.016915209886867566,472.0
144,5,9,7.318590178329032e-13,8.436165591620198e-14,False,False,0.016915209886867566,472.0
144,7,8,2.2144064359963522e-11,2.5525543753674125e-12,False,False,0.016915209886867566,472.0
144,7,9,2.4309443347192428e-11,2.802158401002971e-12,False,False,0.016915209886867566,472.0
144,8,9,2.1653789872289053e-12,2.4960402563555877e-13,False,False,0.016915209886867566,472.0
145,2,5,2.403588439392479e-11,2.3317879501101335e-12,False,False,0.13457125637171083,473.0
145,2,6,8.633094239485217e-12,8.375204668934483e-13,False,False,0.13457125637171083,473.0
145,5,6,1.5402790154439572e-11,1.4942674832166853e-12,False,False,0.13457125637171083,473.0
147,2,6,0.0,0.0,False,False,0.018299863768897695,475.0
147,5,7,8.677503160470224e-12,9.785577878618073e-13,False,False,0.018299863768897695,475.0
147,5,9,1.950439809661475e-12,2.199501435153049e-13,False,False,0.018299863768897695,475.0
147,7,9,1.0627942970131699e-11,1.198507931377112e-12,False,False,0.018299863768897695,475.0
149,0,7,2.049915792667889e-12,2.4323230024253066e-13,False,False,0.12674298739035647,477.0
149,1,2,4.384048679639818e-12,5.201883162899183e-13,False,False,0.12674298739035647,477.0
149,1,5,1.4033219031261979e-13,1.665108467864811e-14,False,False,0.12674298739035647,477.0
149,1,8,2.0479618001445488e-11,2.4300044969637226e-12,False,False,0.12674298739035647,477.0
149,2,5,4.243716489327198e-12,5.035372316112701e-13,False,False,0.12674298739035647,477.0
149,2,8,2.4863666681085306e-11,2.9501928132536407e-12,False,False,0.12674298739035647,477.0
149,5,8,2.0619950191758107e-11,2.446655581642371e-12,False,False,0.12674298739035647,477.0
150,0,1,0.0,0.0,False,False,0.017936690961023016,478.0
150,0,3,1.1260326004958188e-11,1.2496381183388965e-12,False,False,0.017936690961023016,478.0
150,0,4,1.7218226844306628e-11,1.910828566186926e-12,False,False,0.017936690961023016,478.0
150,0,9,2.8826718789787265e-11,3.1991051245312532e-12,False,False,0.017936690961023016,478.0
150,1,3,1.1260326004958188e-11,1.2496381183388965e-12,False,False,0.017936690961023016,478.0
150,1,4,1.7218226844306628e-11,1.910828566186926e-12,False,False,0.017936690961023016,478.0
150,1,9,2.8826718789787265e-11,3.1991051245312532e-12,False,False,0.017936690961023016,478.0
150,2,8,3.735500797574787e-11,4.1455497697663125e-12,False,False,0.017936690961023016,478.0
150,3,4,2.8478552849264815e-11,3.1604666845258227e-12,False,False,0.017936690961023016,478.0
150,3,9,1.7566392784829077e-11,1.9494670061923565e-12,False,False,0.017936690961023016,478.0
150,4,9,4.604494563409389e-11,5.109933690718179e-12,False,False,0.017936690961023016,478.0
151,1,2,0.0,0.0,False,False,0.013686162746922442,479.0
151,1,6,0.0,0.0,False,False,0.013686162746922442,479.0
151,2,6,0.0,0.0,False,False,0.013686162746922442,479.0
152,4,6,0.0,0.0,False,False,0.1632651117373474,480.0
153,6,7,4.764189043271472e-12,5.207490346967527e-13,False,False,0.09017694200329902,481.0
153,6,8,1.233502189279534e-11,1.3482778884915177e-12,False,False,0.09017694200329902,481.0
153,7,8,7.570832849523867e-12,8.27528853794765e-13,False,False,0.09017694200329902,481.0
154,0,1,0.0,0.0,False,False,0.374497876347546,482.0
154,0,3,0.0,0.0,False,False,0.374497876347546,482.0
154,0,4,0.0,0.0,False,False,0.374497876347546,482.0
154,0,8,0.0,0.0,False,False,0.374497876347546,482.0
154,1,3,0.0,0.0,False,False,0.374497876347546,482.0
154,1,4,0.0,0.0,False,False,0.374497876347546,482.0
154,1,8,0.0,0.0,False,False,0.374497876347546,482.0
154,3,4,0.0,0.0,False,False,0.374497876347546,482.0
154,3,8,0.0,0.0,False,False,0.374497876347546,482.0
154,4,8,0.0,0.0,False,False,0.374497876347546,482.0
155,2,3,9.190870287056896e-12,7.442943404651877e-13,False,False,0.1253119905200155,483.0
155,2,7,0.0,0.0,False,False,0.1253119905200155,483.0
155,3,7,9.190870287056896e-12,7.442943404651877e-13,False,False,0.1253119905200155,483.0
156,1,2,0.0,0.0,False,False,0.13572917327736783,484.0
157,1,2,4.192202140984591e-13,4.664599189612058e-14,False,False,0.12540484176322653,485.0
