problema,D,geracao,n,obj,lnL,sigma2_cota,tmin,tmax,tmed
DTLZ2,12,92,222,0,570.6708165583434,0.005850790330968289,0.004872979084783318,1.3565649876309562,0.5006140799149292
DTLZ2,12,92,222,1,544.1044172739911,0.007432882085131482,0.00418041681878813,4.4104294389457985,1.0293339865009417
DTLZ2,12,92,222,2,639.9629467653988,0.003134041313308655,0.003985328460487885,1.7151835452493605,0.28085777607206913
DTLZ2,12,93,223,0,559.017360701019,0.006646873959252568,0.0064867141512693315,2.982098096363707,0.7110598283863143
DTLZ2,12,93,223,1,552.8109211527612,0.0070273508358182175,0.001713424051643734,28.26795780843318,2.8232010723490535
DTLZ2,12,93,223,2,641.5853678124715,0.0031696666342988606,0.011837001892910835,1.6529186408713334,0.2751011208295474
DTLZ2,12,94,224,0,566.2690181327473,0.006371162205574897,0.003020648308690866,1.310861614479499,0.4848479729932977
DTLZ2,12,94,224,1,553.0744263420227,0.007167742547256671,0.0017975164931109573,36.535877356059785,3.46656956910314
DTLZ2,12,94,224,2,616.8085403503608,0.004057374821176302,0.005613628623285689,2.192536430403501,0.3379410312132968
DTLZ2,12,95,225,0,568.9750013986478,0.006361089775318839,0.0030087109762293326,2.3194090019535833,0.7344439590913793
DTLZ2,12,95,225,1,551.043286135601,0.007460278422383734,0.001993821998701301,28.978341713451517,2.898173969408352
DTLZ2,12,95,225,2,640.9626789821004,0.003354521856533603,0.008557766765806578,1.688332255659307,0.267862400706944
DTLZ2,12,96,226,0,577.8892871405953,0.006011599127924088,0.011040244929552318,1.8631408217091316,0.5084567656932759
DTLZ2,12,96,226,1,550.9047552266188,0.007633084006025832,0.0011178431890462644,3.869974418345541,0.9079018531370707
DTLZ2,12,96,226,2,639.5171877317532,0.003484453230890199,0.003469901267138628,1.6949248091184528,0.2312253083514314
DTLZ2,12,97,227,0,584.2408667061134,0.005813941010781423,0.004605909453726245,2.767887881630185,0.616611205871359
DTLZ2,12,97,227,1,554.7979753413928,0.007535818032195935,0.001,6.592268425232312,1.0642097594887212
DTLZ2,12,97,227,2,608.969595467996,0.004675725761538641,0.032622642735579736,3.7772962437102713,0.5164703412786454
DTLZ2,12,98,228,0,582.4239796804134,0.006042229105620372,0.0042311432058827385,2.2484392836062397,0.4454081679040572
DTLZ2,12,98,228,1,557.2353253237177,0.007536260540616316,0.001,7.020215713633519,1.2461686513174388
DTLZ2,12,98,228,2,630.6303621514237,0.0039586774687691674,0.0158186410047892,2.555912912852302,0.43808492256062564
DTLZ2,12,99,229,0,585.0693450121041,0.006037435526081627,0.007229448367208329,1.3649210300009118,0.41558402495945623
DTLZ2,12,99,229,1,556.971302296355,0.007716625005449859,0.001,4.9853528557455,1.0722056795487684
DTLZ2,12,99,229,2,626.531364094737,0.0042032819475806005,0.008093169524281532,1.974230076494988,0.33726824035051717
DTLZ2,12,100,230,0,587.9117990604882,0.006022357328097556,0.014424442784669506,1.6768826565608514,0.5162046165111623
DTLZ2,12,100,230,1,550.3129103635678,0.008351370220359491,0.0014352434274076085,17.03418252988692,2.161944140445851
DTLZ2,12,100,230,2,652.1923458394226,0.0034436001834490188,0.005796976354684383,1.8050146583438103,0.30345082842211957
DTLZ2,12,101,231,0,591.2354425669341,0.005982471029907519,0.01626540030312392,1.4567685853059151,0.4164624333533696
DTLZ2,12,101,231,1,575.0742071319795,0.006880957505935313,0.0019569357741268376,32.406710365318766,3.085922748343849
DTLZ2,12,101,231,2,643.7359195344853,0.0037972765567128855,0.011316704986499787,2.4425477836473015,0.37489639540177505
DTLZ2,12,102,232,0,591.6389623837782,0.006094699118183423,0.018924510215723295,2.0491393628434578,0.47356352445364797
DTLZ2,12,102,232,1,558.8158997744458,0.008087962398429769,0.0028261747287107565,9.042789532621693,1.4783524404954853
DTLZ2,12,102,232,2,662.436449927568,0.0033104900436850605,0.0048568242415919895,2.3051340229982396,0.31722994458793813
DTLZ2,12,103,233,0,594.4851121604438,0.006079234477535392,0.015203545690897694,1.7517193528835384,0.5531278139397865
DTLZ2,12,103,233,1,567.6796276601054,0.0076520131911710695,0.0017283040352971066,1.7698175959266138,0.5726618047894311
DTLZ2,12,103,233,2,668.4169279893931,0.0032228656543812958,0.004771701650370635,0.9454579857478713,0.19715423498060247
DTLZ2,12,104,234,0,595.2171637040076,0.006174507322356604,0.005961377349685422,2.0490631144574354,0.6184950308250333
DTLZ2,12,104,234,1,580.6531782189144,0.0069929856865721006,0.001529416540600537,2.64260002966705,0.6492997437441606
DTLZ2,12,104,234,2,679.8354345613773,0.0029957541690272638,0.006207178889312765,1.8075699844568176,0.2800457703729176
DTLZ2,12,105,235,0,601.1236235788958,0.006000300470529704,0.010529452310413369,1.9919446039058528,0.5034715713381677
DTLZ2,12,105,235,1,580.494162166591,0.0071519098344791495,0.001,1.399216449397183,0.5166277018917173
DTLZ2,12,105,235,2,670.7898830566503,0.0033164840822690273,0.00852859770995017,1.558503990951085,0.2504405215254622
DTLZ2,12,106,236,0,581.227652305936,0.0072579484669456525,0.017166428714162876,1.8194966596260813,0.4653067152236157
DTLZ2,12,106,236,1,595.6734333084725,0.006421651551879103,0.0016185828594381063,2.6147902960253915,0.5682398555301972
DTLZ2,12,106,236,2,689.7329839615741,0.0028937710109999473,0.002008538822673831,1.4896800105445878,0.2457055037005985
DTLZ2,12,107,237,0,587.4539456840107,0.007031063789802576,0.04602380764206622,1.816239713254625,0.5437753481497322
DTLZ2,12,107,237,1,595.7847080498925,0.00655374225874245,0.0015109875086959572,5.109944050147452,0.8715954372581324
DTLZ2,12,107,237,2,709.5545841027999,0.0025091721586978154,0.0014488464766315794,1.3137819062535434,0.1956130938887595
DTLZ2,12,108,238,0,597.2230450020043,0.006613243494167931,0.026791425883800186,1.4522994321024698,0.5161028455281981
DTLZ2,12,108,238,1,590.7679866706069,0.0069818813595202076,0.001,4.266047077862375,0.7682856128967673
DTLZ2,12,108,238,2,715.441246185723,0.0024489122992730743,0.0014608172145145278,1.4801999291561017,0.2002179119467209
DTLZ2,12,109,239,0,616.7984110526137,0.005733133841520822,0.0023426990656051543,1.8095631084273158,0.4950709334245981
DTLZ2,12,109,239,1,587.441278660406,0.007329656695870925,0.009371023930887096,4.282400028080762,0.8499718744845097
DTLZ2,12,109,239,2,715.0653758507934,0.002519208090680201,0.0015803887005765168,0.8597563319804329,0.1337052148769905
DTLZ2,12,110,240,0,614.1229333830056,0.0059898368066481815,0.009487415316278312,1.9401652513364118,0.556384012547419
DTLZ2,12,110,240,1,591.8421229483315,0.007211937128978688,0.002973628364757803,5.022550854561133,1.0416170476353148
DTLZ2,12,110,240,2,714.4452457109662,0.0025961897724996585,0.0015667878772098708,0.8170709910197209,0.1504508669921515
DTLZ2,12,111,241,0,591.8657551220988,0.0073596050809348395,0.05438694310142465,1.688872776774781,0.442740096191508
DTLZ2,12,111,241,1,596.9743974975864,0.007054113355833535,0.0016439204225691085,14.217905281181414,2.598051890331105
DTLZ2,12,111,241,2,716.9398892038271,0.002606599908168192,0.0014790904071527791,1.1221959697777668,0.18777487513648408
DTLZ2,12,112,242,0,601.3615800103564,0.006943631202255661,0.006313951919280476,2.5902702839498244,0.7484771569909912
DTLZ2,12,112,242,1,578.5757738277041,0.008382425514321758,0.00569707352229613,5.2040291088698565,0.8509077824275207
DTLZ2,12,112,242,2,716.6179494681214,0.0026785962947292775,0.001362296984274688,2.3379174707467953,0.27670554804261194
DTLZ2,12,113,243,0,605.0322314180906,0.00687619970935847,0.024190761656196387,1.1691032458146433,0.36122120579610395
DTLZ2,12,113,243,1,594.0885581848328,0.007524297991702998,0.0017209423291195457,3.8883792422685293,0.989350166612796
DTLZ2,12,113,243,2,711.3543872154194,0.0028661987081562384,0.0013484931381096716,1.2909516314839198,0.2196142888121917
DTLZ2,12,114,244,0,619.6760279804464,0.006224191623405524,0.005606431705851691,2.9163300903055185,0.6521116125767115
DTLZ2,12,114,244,1,604.5344020580744,0.007046670685654465,0.004757395996641529,17.411046773806603,2.1619179627716103
DTLZ2,12,114,244,2,724.0667080972025,0.002645294131046935,0.0013165369852504306,2.778219540275507,0.32892544944590835
DTLZ2,12,115,245,0,623.3241262096758,0.006168126005906948,0.004689879333451278,2.86299285769156,0.594530437560029
DTLZ2,12,115,245,1,595.2183986286097,0.007758814686099003,0.001,9.748082973477247,1.266960033093747
DTLZ2,12,115,245,2,720.1306845993755,0.0027986508045058454,0.001529642486763524,1.4782525752027629,0.25223795964617335
DTLZ2,12,116,246,0,619.1643964030118,0.006513639725852743,0.019665508874713366,1.382047533927718,0.460661053498366
DTLZ2,12,116,246,1,600.8127369574622,0.0075617215381465885,0.002279044744447987,9.356785854175735,1.2603111485529879
DTLZ2,12,116,246,2,739.9214380134173,0.002440331355986175,0.0014710133167885942,1.0389273169631221,0.16130867162889512
DTLZ2,12,117,247,0,630.0731313711942,0.006085741324673307,0.00890778183567321,1.6690709843061762,0.4698396115077572
DTLZ2,12,117,247,1,609.7765206284232,0.007172781917894608,0.01620123678822791,1.882677796646685,0.609858932883044
DTLZ2,12,117,247,2,740.0079261043979,0.0024987441508293675,0.0014906064150472778,0.7160286044676535,0.12210227705690395
DTLZ2,12,118,248,0,629.0006519591564,0.0062661953992067115,0.00837803063484579,1.410461612633309,0.3940370540456173
DTLZ2,12,118,248,1,611.3908835464524,0.007222373492666343,0.0017094682670155516,1.5729805267288934,0.4653874706170673
DTLZ2,12,118,248,2,738.8479757192213,0.002583910274667629,0.0014257172734558781,1.0344488071614326,0.16752722986471744
DTLZ2,12,119,249,0,661.7551038160409,0.0049157937712202655,0.003524736541979743,1.490964154441039,0.45812323770957675
DTLZ2,12,119,249,1,620.2194498002619,0.0068625078536796655,0.0047890496266956946,1.5597399456569843,0.49613830775324236
DTLZ2,12,119,249,2,739.3489877979891,0.002635859177072424,0.0014115525221186785,1.927353581908743,0.22949858186093233
DTLZ2,12,120,250,0,662.3523827807044,0.004997492150653223,0.0035818976458604126,2.934424540504698,0.8652298058761837
DTLZ2,12,120,250,1,635.587403376313,0.006190748820342759,0.0022556075817359873,1.6355812264480534,0.41640196592324275
DTLZ2,12,120,250,2,743.4049043885245,0.0026130445711977017,0.0015567281435333556,1.1009815422400895,0.18969350489682477
DTLZ2,12,121,251,0,663.1818296470381,0.005070492288823641,0.00467569125196437,2.0323051192037513,0.5734555097924346
DTLZ2,12,121,251,1,628.9470028504807,0.0066607052729905835,0.001671929754998956,1.6111375840782658,0.5424140420335252
DTLZ2,12,121,251,2,750.0576100751828,0.002537553979950378,0.004670659135335647,1.9118789498393087,0.25368981440405763
DTLZ2,12,122,252,0,667.5132702528853,0.00500296587660293,0.004525615001422154,3.7153687586377475,0.9605474384904372
DTLZ2,12,122,252,1,619.6907785807236,0.007312421639943828,0.003021783968200284,7.64006315187194,1.0710067427910615
DTLZ2,12,122,252,2,754.8150735575564,0.0025021727566841554,0.003802563173910174,1.3687733224166991,0.2491737293199399
DTLZ2,12,123,253,0,677.8345936793058,0.004708545476773123,0.002773047583248661,1.721239886902043,0.46182658903048535
DTLZ2,12,123,253,1,606.6233189862959,0.008267349998318258,0.0028126207957618497,11.239410575763058,1.5629209460196278
DTLZ2,12,123,253,2,772.4537048064761,0.002228663060626045,0.0022422944426437586,1.1435208857622685,0.18314878079394836
DTLZ2,12,124,254,0,682.6555080594179,0.0046298064234860615,0.004587959411730123,1.6400565739654576,0.46089600835512945
DTLZ2,12,124,254,1,624.25539511076,0.007332807569753559,0.0014069477812718376,1.6265638026692697,0.47503516010013214
DTLZ2,12,124,254,2,758.097789596164,0.0025560966407076513,0.004894265660243591,1.991373344060195,0.2721010839010253
DTLZ2,12,125,255,0,682.3644070450625,0.004739243750489665,0.0021723069607483083,1.8177656742771455,0.5500178732941584
DTLZ2,12,125,255,1,604.3142066464667,0.008741099749088191,0.004155661960453186,5.2404572511221765,1.2091438668834738
DTLZ2,12,125,255,2,765.8988849126827,0.002461338238044944,0.007944039337046608,1.533703846676616,0.21460527981597874
DTLZ2,12,126,256,0,688.4697225902249,0.004613955758847463,0.0021391650410360554,2.278424150423408,0.5205754097813106
DTLZ2,12,126,256,1,612.0614416262507,0.008381486339740663,0.001,7.111240184159879,1.3301889095627666
DTLZ2,12,126,256,2,791.8410088219657,0.002057511818296334,0.0017715080694893856,0.8629835570837113,0.14074881011410856
DTLZ2,12,127,257,0,686.8626846546762,0.004770830405470941,0.001,2.6142913456395216,0.6389740667021373
DTLZ2,12,127,257,1,604.6931433655708,0.009042828947585674,0.006368484076146098,7.562365207527072,1.5575437628899451
DTLZ2,12,127,257,2,799.7769002312812,0.0019814136014537275,0.0015511014101154377,0.7851456344648522,0.11696613687287348
DTLZ2,12,128,258,0,694.3699753206255,0.004595337911230546,0.0035971394487336094,1.519387134511417,0.427193578194478
DTLZ2,12,128,258,1,638.1986716605458,0.0071027267135402306,0.002119515246153282,1.3789014510920303,0.45594889395640736
DTLZ2,12,128,258,2,804.3079208090303,0.0019597367567300073,0.001500453874046242,1.1129272820270877,0.1389357460370099
DTLZ2,12,129,259,0,692.485082993507,0.0047606305155976315,0.006762417521523111,1.4795757310736217,0.4156773052946223
DTLZ2,12,129,259,1,652.168343624397,0.006499376787544133,0.001,1.319693695799144,0.4494268554126364
DTLZ2,12,129,259,2,808.5235341177042,0.0019431887418982592,0.0015557093202650234,1.1924436405200658,0.154943207290076
DTLZ2,12,130,260,0,701.9284539204855,0.004519067347207633,0.0034081016075960093,1.0579543023869555,0.33383924010953664
DTLZ2,12,130,260,1,638.4277776764532,0.00736524543434817,0.0038438486404268573,1.9630714928024087,0.4815033292030009
DTLZ2,12,130,260,2,793.117711479424,0.002240837782670802,0.0015349997670705004,1.313444912200529,0.19375169905054287
DTLZ2,12,131,261,0,700.5509743428657,0.004662485052360749,0.003312154152470487,1.5140609527330924,0.4097650163903796
DTLZ2,12,131,261,1,650.1495430295815,0.00686040476407353,0.0015895378357946679,2.9513646367142914,0.634879712289841
DTLZ2,12,131,261,2,789.1030961148628,0.0023654972627769996,0.001165929787657098,1.6073780436890066,0.22695889616609455
DTLZ2,12,132,262,0,700.0242857025471,0.004778173887267269,0.0027667805238715997,2.1739193365435914,0.5886539838858622
DTLZ2,12,132,262,1,658.4325310744331,0.006563688732447971,0.003365124784665304,2.272585721715356,0.6806983339101422
DTLZ2,12,132,262,2,800.217691175672,0.0022238129892263926,0.001701627046826708,0.8875126910574335,0.1499588699572564
DTLZ2,12,133,263,0,705.6466161121698,0.004672159180676455,0.001,4.610964407881764,0.6836183834494457
DTLZ2,12,133,263,1,653.7405702685867,0.0069333569080467245,0.004363148198536425,2.8134065576816925,0.6564932522957466
DTLZ2,12,133,263,2,808.9094994433265,0.0021304905138259983,0.0013225942738424455,2.149296858021153,0.23804271552523193
DTLZ2,12,134,264,0,708.3002678261154,0.004673200454358748,0.004602720119824757,2.4163738954856266,0.5685994192320855
DTLZ2,12,134,264,1,660.430746194814,0.006715995372800171,0.0022758603621284143,2.37289970151424,0.6104038093775622
DTLZ2,12,134,264,2,826.1013231986791,0.0019144146716432873,0.0015024313475366859,0.984085320210879,0.15110684771253088
DTLZ2,12,135,265,0,723.8666651543405,0.004240200841107963,0.009224436040417889,4.819079444180785,0.8631864059131664
DTLZ2,12,135,265,1,646.1503867816755,0.0076228368183513685,0.0013716623339664693,5.932219422305088,0.9285427848796511
DTLZ2,12,135,265,2,820.2755648371705,0.002048271566218029,0.0013671353284398534,0.8417173586506681,0.14525765982997688
DTLZ2,12,136,266,0,731.7492112193794,0.004079120944469128,0.0020419960698287265,1.9327312455102035,0.518042578888231
DTLZ2,12,136,266,1,651.3603353187499,0.007465624979349598,0.0010171285193072504,0.9411006276747628,0.3117231675247535
DTLZ2,12,136,266,2,826.0982963913613,0.002006696610226205,0.001171712689430068,1.1930796638995835,0.10981916241780494
DTLZ2,12,137,267,0,731.1536727407081,0.004182665578915128,0.009673950957017638,1.228845320314662,0.3669797560300305
DTLZ2,12,137,267,1,659.5862003539924,0.007149444612243081,0.007439158370854458,3.2125870419406413,0.6239436595934201
DTLZ2,12,137,267,2,810.2077503745654,0.002313550519755019,0.0013268329922083524,2.2797647079518013,0.28528802499693
DTLZ2,12,138,268,0,733.589002914314,0.004192136385146409,0.003959316016251652,1.7689210648878437,0.47736019287090964
DTLZ2,12,138,268,1,649.0216790514282,0.007879858232643753,0.005381105863177983,2.6194359349137506,0.6775050502996066
DTLZ2,12,138,268,2,842.0080396991331,0.001866589915768646,0.0014032755947602908,0.6119973773365533,0.06525663223811601
DTLZ2,12,139,269,0,735.1029476108467,0.004230439356148454,0.01090448508560612,2.825047859554257,0.6808587631394182
DTLZ2,12,139,269,1,657.2439890550629,0.007547247065262967,0.0027244236523957482,2.4069623246286582,0.6166969876548521
DTLZ2,12,139,269,2,848.7763758709164,0.0018169336162192338,0.0014555188972791282,1.6437898642411888,0.20117512745469948
DTLZ2,12,140,270,0,742.9989438330945,0.00407169509797403,0.0026364661249129355,1.4508977525537898,0.39547358294333285
DTLZ2,12,140,270,1,651.5935048305862,0.008013572965092834,0.006913760778375128,2.6698234650786077,0.44497227098430864
DTLZ2,12,140,270,2,855.427151961034,0.0017704926780747318,0.0013964429480322399,1.9142729110726453,0.19719805213728772
DTLZ2,12,141,271,0,744.7561048468608,0.004101694830805113,0.003243650601489522,2.6595067164052035,0.6339785529538001
DTLZ2,12,141,271,1,658.8548936168725,0.007731922516208079,0.0055125397585131545,3.211851795011496,0.759275326055513
DTLZ2,12,141,271,2,825.0829526469113,0.0022672829963717926,0.0011430515994871457,2.3297790582487456,0.21365252599115178
DTLZ2,12,142,272,0,753.5008945484224,0.003924769113623507,0.0034482123659289594,2.102568882401109,0.421446636007549
DTLZ2,12,142,272,1,679.0365778387043,0.006785847989196652,0.001,2.3591771700022264,0.49877674753072276
DTLZ2,12,142,272,2,844.720365092368,0.002006869657765174,0.0013041151475455292,1.1919399064049996,0.11650208252746917
DTLZ2,12,143,273,0,761.4908259529038,0.003777520754393873,0.002684671855131174,1.6789496648399682,0.4074139678452558
DTLZ2,12,143,273,1,647.7317250978962,0.008692563722584154,0.002075178588306407,5.190687461597326,0.8018032283594666
DTLZ2,12,143,273,2,859.2700328169554,0.0018454750491169057,0.0015134645201392613,0.7033268504017263,0.08468663835415212
DTLZ2,12,144,274,0,760.287297323531,0.0038892368767860187,0.004105839657237572,1.6425514182715204,0.410765105903281
DTLZ2,12,144,274,1,659.1001315004011,0.008140124005714783,0.01505498056601108,5.732417532054972,1.2384833194838771
DTLZ2,12,144,274,2,876.0630254062428,0.001670519499466454,0.0013401832330106524,1.482228608183564,0.15472950592369952
DTLZ2,12,145,275,0,757.5732334862037,0.004047630963632553,0.0033142103347236366,3.896555140351132,0.6700646319404092
DTLZ2,12,145,275,1,671.5248632031701,0.007568070082278024,0.00593010068685988,3.2647558404156705,0.6334155650598664
DTLZ2,12,145,275,2,861.4228983836763,0.001901915378920524,0.0016551975934904475,1.1079064266252752,0.13203161835335342
DTLZ2,12,146,276,0,753.824608347199,0.0042429471784823395,0.0016727647725096409,2.613430058303397,0.7079591893817506
DTLZ2,12,146,276,1,673.6453853615926,0.007585715803372148,0.003684570805000294,3.5255773974453968,0.7388486941925195
DTLZ2,12,146,276,2,861.9770154753079,0.0019377839414131462,0.0014016296751083804,1.4906457575954555,0.1899258668277091
DTLZ2,12,147,277,0,753.5164153987334,0.004337089683139291,0.0016821790890948914,3.1736990892555417,0.6130129474112083
DTLZ2,12,147,277,1,675.1592083354335,0.007636654013722193,0.003945752349371811,2.918891040354433,0.8316666524265731
DTLZ2,12,147,277,2,874.9349065146447,0.0018049551383209413,0.0014486550154596749,1.9445579025993576,0.19517708376564122
DTLZ2,12,148,278,0,757.2936577726716,0.004304235197681759,0.004617515068318199,2.461800842786691,0.6842833194510941
DTLZ2,12,148,278,1,681.4922162374015,0.0074256006677672435,0.001651729694960584,26.354214190997684,2.9758294934851115
DTLZ2,12,148,278,2,881.3758243051003,0.0017628327119034188,0.0016248394420144618,1.1105724510519974,0.1560967090352735
DTLZ2,12,149,279,0,766.038609888997,0.004122414680012641,0.0014908494666411544,2.557792173105142,0.6030773121741907
DTLZ2,12,149,279,1,685.9567361405918,0.007319212133615146,0.005792427760312782,25.516908008484204,2.8344031886728174
DTLZ2,12,149,279,2,877.8379865482232,0.0018496748293038684,0.0012704856270782173,1.912263905402174,0.2316405427407835
DTLZ2,12,150,280,0,756.7008932604133,0.0044940257272685575,0.002501681707520189,2.2863343396221447,0.611959913457158
DTLZ2,12,150,280,1,683.2026468445595,0.007596870399540666,0.001,31.108335595794664,3.412552059250318
DTLZ2,12,150,280,2,902.7023536319226,0.001583886005326739,0.0016227249822727645,1.0224970085255278,0.10454727796725603
DTLZ2,12,151,281,0,767.4136047666154,0.004244978435262304,0.00787036876114245,1.8669643186965144,0.5458772513511758
DTLZ2,12,151,281,1,680.1123904266788,0.007901856215606674,0.0013457300521795227,8.566458740791063,1.3952038507255862
DTLZ2,12,151,281,2,877.5361974704941,0.0019385611920209448,0.0016447427567076586,0.909089508380498,0.14749753503347554
DTLZ2,12,152,282,0,760.4877135180686,0.004545898490975918,0.0035885984767784207,2.7685399586794106,0.7417233547815103
DTLZ2,12,152,282,1,694.550568293122,0.007256261299787453,0.006768155343867171,2.8141151457224782,0.5681978151186727
DTLZ2,12,152,282,2,898.3725289341988,0.0017097016875351888,0.0019478050018626896,0.7533152284645885,0.1261079908091897
DTLZ2,12,153,283,0,761.8532708623006,0.0045888673247751035,0.003155842352926412,3.6479790402588725,0.8192032946305693
DTLZ2,12,153,283,1,711.7998320949195,0.0065362772332820404,0.004461574772624939,4.85618430188031,0.7439996286498616
DTLZ2,12,153,283,2,904.0020372038981,0.0016804276293018547,0.0011924526831916743,2.241534016650269,0.2342492664184487
DTLZ2,12,154,284,0,770.8156503116804,0.004390644606208558,0.007311836744398732,2.524410272205133,0.5578125657314404
DTLZ2,12,154,284,1,696.94097936704,0.007386989026401481,0.0015420549427132644,3.0525833473767627,0.7402048259118569
DTLZ2,12,154,284,2,905.9008691940855,0.001695828976756139,0.0015058280677910582,1.649146085269582,0.18528740205788063
DTLZ2,12,155,285,0,756.2052232071189,0.004958245549133513,0.00982417928076881,2.5269851023100136,0.7104602913351658
DTLZ2,12,155,285,1,692.4707551900466,0.007754795164330943,0.002420936408421986,3.301908435605866,1.0254818958899825
DTLZ2,12,155,285,2,922.7852774372138,0.001540441589157707,0.001876685621014363,1.1811783682719381,0.1424419853098858
DTLZ2,12,156,286,0,765.9016478754,0.004719957047423346,0.0028668718409443532,7.096170265066489,0.9557951366862355
DTLZ2,12,156,286,1,683.9208155580898,0.008373669782212498,0.005133875083802473,3.3127943523832046,1.1011828117332096
DTLZ2,12,156,286,2,916.6695018710404,0.0016445701484243064,0.0016509166996038533,0.6428404196724469,0.0968594965366673
DTLZ2,12,157,287,0,796.2344652348884,0.003892622314602843,0.005504702200227422,2.228489966347987,0.5603087271367401
DTLZ2,12,157,287,1,693.2298487491137,0.007979575805600546,0.004804908371941548,2.180547220040397,0.5779334302991488
DTLZ2,12,157,287,2,893.7285129463218,0.001973250174486188,0.0015515874805122273,1.5129968940656293,0.2007505895956387
DTLZ2,12,158,288,0,796.7681511151711,0.0039536654808874335,0.006037083829848165,2.223122072878226,0.5585192457981979
DTLZ2,12,158,288,1,694.5961825066502,0.008037922692611924,0.002427672632710553,6.404740202466905,1.2901440857691775
DTLZ2,12,158,288,2,915.3371221635163,0.0017354165762775526,0.0014252062359748074,1.281821731497079,0.16939213617282226
DTLZ2,12,159,289,0,797.0506003997784,0.0040222207237579416,0.0036371711950163926,1.9644787014882503,0.5316415378312886
DTLZ2,12,159,289,1,695.5115627326062,0.008121594250284086,0.007057027205973808,6.18572616805382,1.2118551678857339
DTLZ2,12,159,289,2,948.0239472185444,0.0014148675480114982,0.0017959893880647936,1.0275902604957687,0.1235319266883655
DTLZ2,12,160,290,0,804.7192474310772,0.0038882818088217686,0.0030740669896948975,1.902138857624153,0.5477280423633857
DTLZ2,12,160,290,1,714.701127356649,0.0072339265994152135,0.0032659165544012833,2.116348057341707,0.6689487368505805
DTLZ2,12,160,290,2,940.4321250473366,0.0015250336654981924,0.0018834588339203988,1.5813715156356587,0.17192489393690055
DTLZ2,12,161,291,0,807.769657851455,0.0038809259874529635,0.006804745625997794,1.4956699306066477,0.4226059363023787
DTLZ2,12,161,291,1,715.065409053525,0.007339101217107641,0.0016963087249280166,14.503478555743248,1.7510941205722297
DTLZ2,12,161,291,2,945.1953822372709,0.0015091809476829446,0.0015682875488021999,1.6178540506694832,0.1639651156794811
DTLZ2,12,162,292,0,806.182702225296,0.003998646579228135,0.003909283271886102,1.6236450178176123,0.4653379371998691
DTLZ2,12,162,292,1,774.8548185847346,0.004955660676221187,0.005330767673833262,2.5480772399044143,0.44506512862287945
DTLZ2,12,162,292,2,912.1580500785108,0.001934980795704665,0.0018920008216034708,0.9404388934469766,0.1552354515097206
DTLZ2,12,163,293,0,802.9854112723929,0.0041646248177878865,0.0159566555335157,1.2882678519217559,0.39920546238701843
DTLZ2,12,163,293,1,766.6470019832666,0.005337033323588012,0.0036955269894923272,1.2823472119751085,0.3880321195797705
DTLZ2,12,163,293,2,950.4417459599412,0.0015221111869720147,0.0018668510748343127,1.2715764461162198,0.15575316258519886
DTLZ2,12,164,294,0,798.2537004013267,0.004381792982414791,0.05966832964851471,1.4008882339257438,0.3159552700399241
DTLZ2,12,164,294,1,780.2464765119961,0.004952815085329065,0.005334989548120308,3.8459659966915547,0.6193924829000138
DTLZ2,12,164,294,2,951.3864033739509,0.0015461050996230083,0.0019072111551502887,1.1126601541011572,0.12876635946085843
DTLZ2,12,165,295,0,798.7253038891918,0.004448951600169808,0.02322241904173776,1.7840642162820874,0.47954588517408386
DTLZ2,12,165,295,1,773.8946810625301,0.005264634268802252,0.018676185057022707,2.0165282586494677,0.4216431815373121
DTLZ2,12,165,295,2,958.1829015953581,0.00150923064434673,0.0018545068825107864,1.0045964333826045,0.11810364599742466
DTLZ2,12,166,296,0,804.7352492391673,0.004350779159924586,0.028077142386498645,1.8566638999317275,0.46124106574058515
DTLZ2,12,166,296,1,769.2676083660044,0.005528967937672041,0.0017643391805767315,2.9388148190021766,0.44410916073393847
DTLZ2,12,166,296,2,983.6642440297142,0.001298714919058346,0.0016649961754686337,1.4822867648337,0.13878045533487496
DTLZ2,12,167,297,0,815.1580816204823,0.0041308172471780655,0.003491535474238029,2.6369381433916415,0.6502635736757125
DTLZ2,12,167,297,1,766.2120342054711,0.0057435545655893485,0.004318500658389231,2.078020400277442,0.4431186551646194
DTLZ2,12,167,297,2,978.6941103221185,0.0013733081670203814,0.001741042620853772,1.1097177588622262,0.12507258231586296
DTLZ2,12,168,298,0,808.8817727848011,0.004388636334524753,0.0126091233807876,2.2333869873810515,0.4741235031718709
DTLZ2,12,168,298,1,782.1837729388603,0.005249851318425172,0.00189218050995255,2.2603908663255954,0.5103848191309234
DTLZ2,12,168,298,2,977.2409951786922,0.0014177780347206501,0.0014488464766315781,1.5126821769929086,0.15992907474908696
DTLZ2,12,169,299,0,823.6205081002379,0.004049478068019099,0.010167906521646682,2.02385474807745,0.523165498556492
DTLZ2,12,169,299,1,779.1204580576057,0.005453443250861212,0.017324524235807694,2.042777525952349,0.4187302437131036
DTLZ2,12,169,299,2,977.0093291062337,0.001451468525427421,0.0015390006692950664,1.8313742476709864,0.172799142240762
DTLZ2,12,170,300,0,807.4913249171417,0.004592753703262652,0.02903387772080927,2.1219467510426777,0.44696524617645284
DTLZ2,12,170,300,1,784.2133071273335,0.005363767204128683,0.0033501913803678797,2.132342956421772,0.5083861602337544
DTLZ2,12,170,300,2,989.2958139737889,0.001366769399373376,0.0019589956472302935,1.306833023673006,0.1501095024933834
