cfg,label,seed,file,n_header,n_footer,hdr_full,hdr_disp,ftr_run,ftr_disp,bad,ts_h_min,ts_h_max,ts_f_max,path
c122,WFG2,42,exp_main_c122_WFG2_42.jsonl,1,2,1,0,1,1,0,2026-07-27T01:00:40.213+00:00,2026-07-27T01:00:40.213+00:00,2026-07-27T05:16:26.594+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/WFG2/42/exp_main_c122_WFG2_42.jsonl
c122,WFG5,42,exp_main_c122_WFG5_42.jsonl,1,2,1,0,1,1,0,2026-07-27T00:27:22.148+00:00,2026-07-27T00:27:22.148+00:00,2026-07-27T04:38:56.156+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/WFG5/42/exp_main_c122_WFG5_42.jsonl
c122,ZDT1,42,exp_main_c122_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-27T00:10:50.044+00:00,2026-07-27T00:10:50.044+00:00,2026-07-27T03:14:05.043+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/ZDT1/42/exp_main_c122_ZDT1_42.jsonl
c122,ZDT6,42,exp_main_c122_ZDT6_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:53:10.216+00:00,2026-07-26T23:53:10.216+00:00,2026-07-27T00:27:16.737+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/ZDT6/42/exp_main_c122_ZDT6_42.jsonl
c122,DTLZ7,42,exp_main_c122_DTLZ7_42.jsonl,1,2,1,0,1,1,0,2026-07-27T04:39:01.863+00:00,2026-07-27T04:39:01.863+00:00,2026-07-27T06:46:44.219+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/DTLZ7/42/exp_main_c122_DTLZ7_42.jsonl
c122,BBOB_F5,42,exp_main_c122_BBOB_F5_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:37:32.772+00:00,2026-07-26T23:37:32.772+00:00,2026-07-26T23:58:17.136+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/BBOB_F5/42/exp_main_c122_BBOB_F5_42.jsonl
c122,DTLZ1,42,exp_main_c122_DTLZ1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:25:37.137+00:00,2026-07-26T23:25:37.137+00:00,2026-07-26T23:37:27.327+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/DTLZ1/42/exp_main_c122_DTLZ1_42.jsonl
c122,MMF1,42,exp_main_c122_MMF1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:25:37.133+00:00,2026-07-26T23:25:37.133+00:00,2026-07-26T23:27:16.098+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/MMF1/42/exp_main_c122_MMF1_42.jsonl
c122,BBOB_F17,42,exp_main_c122_BBOB_F17_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:25:37.142+00:00,2026-07-26T23:25:37.142+00:00,2026-07-26T23:55:25.744+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c122/BBOB_F17/42/exp_main_c122_BBOB_F17_42.jsonl
moead,BBOB_F37,42,exp_main_moead_BBOB_F37_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:35Z,2026-07-26T10:37:35Z,2026-07-26T10:37:38Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F37/42/exp_main_moead_BBOB_F37_42.jsonl
moead,BBOB_F55,42,exp_main_moead_BBOB_F55_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:38Z,2026-07-26T10:37:38Z,2026-07-26T10:37:41Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F55/42/exp_main_moead_BBOB_F55_42.jsonl
moead,WFG9,42,exp_main_moead_WFG9_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:08Z,2026-07-26T10:38:08Z,2026-07-26T10:38:12Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/WFG9/42/exp_main_moead_WFG9_42.jsonl
moead,WFG1,42,exp_main_moead_WFG1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:06Z,2026-07-26T10:38:06Z,2026-07-26T10:38:09Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/WFG1/42/exp_main_moead_WFG1_42.jsonl
moead,MMF16_20,42,exp_main_moead_MMF16_20_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:53Z,2026-07-26T10:37:53Z,2026-07-26T10:37:56Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/MMF16_20/42/exp_main_moead_MMF16_20_42.jsonl
moead,DTLZ3,42,exp_main_moead_DTLZ3_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:51Z,2026-07-26T10:37:51Z,2026-07-26T10:37:53Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/DTLZ3/42/exp_main_moead_DTLZ3_42.jsonl
moead,BBOB_F1,42,exp_main_moead_BBOB_F1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:21Z,2026-07-26T10:37:21Z,2026-07-26T10:37:23Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F1/42/exp_main_moead_BBOB_F1_42.jsonl
moead,DTLZ4,42,exp_main_moead_DTLZ4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:51Z,2026-07-26T10:37:51Z,2026-07-26T10:37:54Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/DTLZ4/42/exp_main_moead_DTLZ4_42.jsonl
moead,MMF4,42,exp_main_moead_MMF4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:55Z,2026-07-26T10:37:55Z,2026-07-26T10:37:57Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/MMF4/42/exp_main_moead_MMF4_42.jsonl
moead,MMF11_L,42,exp_main_moead_MMF11_L_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:52Z,2026-07-26T10:37:52Z,2026-07-26T10:37:55Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/MMF11_L/42/exp_main_moead_MMF11_L_42.jsonl
moead,DTLZ2,42,exp_main_moead_DTLZ2_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:38Z,2026-07-26T10:37:38Z,2026-07-26T10:37:40Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/DTLZ2/42/exp_main_moead_DTLZ2_42.jsonl
moead,ZDT3,42,exp_main_moead_ZDT3_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:21Z,2026-07-26T10:38:21Z,2026-07-26T10:38:24Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/ZDT3/42/exp_main_moead_ZDT3_42.jsonl
moead,ZDT4,42,exp_main_moead_ZDT4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:22Z,2026-07-26T10:38:22Z,2026-07-26T10:38:25Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/ZDT4/42/exp_main_moead_ZDT4_42.jsonl
moead,BBOB_F49,42,exp_main_moead_BBOB_F49_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:35Z,2026-07-26T10:37:35Z,2026-07-26T10:37:38Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F49/42/exp_main_moead_BBOB_F49_42.jsonl
moead,BBOB_F22,42,exp_main_moead_BBOB_F22_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:20Z,2026-07-26T10:37:20Z,2026-07-26T10:37:23Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F22/42/exp_main_moead_BBOB_F22_42.jsonl
moead,WFG4,42,exp_main_moead_WFG4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:07Z,2026-07-26T10:38:07Z,2026-07-26T10:38:10Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/WFG4/42/exp_main_moead_WFG4_42.jsonl
moead,WFG2,42,exp_main_moead_WFG2_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:07Z,2026-07-26T10:38:07Z,2026-07-26T10:38:10Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/WFG2/42/exp_main_moead_WFG2_42.jsonl
moead,WFG5,42,exp_main_moead_WFG5_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:07Z,2026-07-26T10:38:07Z,2026-07-26T10:38:10Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/WFG5/42/exp_main_moead_WFG5_42.jsonl
moead,ZDT1,42,exp_main_moead_ZDT1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:10Z,2026-07-26T10:38:10Z,2026-07-26T10:38:13Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/ZDT1/42/exp_main_moead_ZDT1_42.jsonl
moead,ZDT6,42,exp_main_moead_ZDT6_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:38:23Z,2026-07-26T10:38:23Z,2026-07-26T10:38:26Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/ZDT6/42/exp_main_moead_ZDT6_42.jsonl
moead,DTLZ7,42,exp_main_moead_DTLZ7_42.jsonl,1,1,1,0,1,0,0,2026-07-26T23:16:39Z,2026-07-26T23:16:39Z,2026-07-26T23:16:44Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/DTLZ7/42/exp_main_moead_DTLZ7_42.jsonl
moead,BBOB_F5,42,exp_main_moead_BBOB_F5_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:36Z,2026-07-26T10:37:36Z,2026-07-26T10:37:39Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F5/42/exp_main_moead_BBOB_F5_42.jsonl
moead,DTLZ1,42,exp_main_moead_DTLZ1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:38Z,2026-07-26T10:37:38Z,2026-07-26T10:37:40Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/DTLZ1/42/exp_main_moead_DTLZ1_42.jsonl
moead,MMF1,42,exp_main_moead_MMF1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:52Z,2026-07-26T10:37:52Z,2026-07-26T10:37:54Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/MMF1/42/exp_main_moead_MMF1_42.jsonl
moead,BBOB_F17,42,exp_main_moead_BBOB_F17_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:20Z,2026-07-26T10:37:20Z,2026-07-26T10:37:23Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/moead/BBOB_F17/42/exp_main_moead_BBOB_F17_42.jsonl
c149,BBOB_F37,42,exp_main_c149_BBOB_F37_42.jsonl,1,2,1,0,1,1,0,2026-07-27T02:44:14.736+00:00,2026-07-27T02:44:14.736+00:00,2026-07-27T04:05:24.107+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F37/42/exp_main_c149_BBOB_F37_42.jsonl
c149,BBOB_F55,42,exp_main_c149_BBOB_F55_42.jsonl,1,2,1,0,1,1,0,2026-07-27T01:23:56.829+00:00,2026-07-27T01:23:56.829+00:00,2026-07-27T02:44:08.818+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F55/42/exp_main_c149_BBOB_F55_42.jsonl
c149,WFG9,42,exp_main_c149_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.539+00:00,2026-07-26T23:24:00.539+00:00,2026-07-27T04:27:01.196+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/WFG9/42/exp_main_c149_WFG9_42.jsonl
c149,q10_WFG9,42,exp_batch_c149_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T18:29:59.277+00:00,2026-07-26T18:29:59.277+00:00,2026-07-26T23:09:02.356+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/q10_WFG9/42/exp_batch_c149_WFG9_42.jsonl
c149,WFG1,42,exp_main_c149_WFG1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.527+00:00,2026-07-26T23:24:00.527+00:00,2026-07-27T04:24:02.467+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/WFG1/42/exp_main_c149_WFG1_42.jsonl
c149,MMF16_20,42,exp_main_c149_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.523+00:00,2026-07-26T23:24:00.523+00:00,2026-07-27T03:41:05.261+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/MMF16_20/42/exp_main_c149_MMF16_20_42.jsonl
c149,q10_MMF16_20,42,exp_batch_c149_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T18:31:46.593+00:00,2026-07-26T18:31:46.593+00:00,2026-07-26T23:10:39.667+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/q10_MMF16_20/42/exp_batch_c149_MMF16_20_42.jsonl
c149,DTLZ3,42,exp_main_c149_DTLZ3_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:32:31.054+00:00,2026-07-26T23:32:31.054+00:00,2026-07-27T01:22:22.821+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/DTLZ3/42/exp_main_c149_DTLZ3_42.jsonl
c149,BBOB_F1,42,exp_main_c149_BBOB_F1_42.jsonl,1,2,1,0,1,1,0,2026-07-27T04:03:34.180+00:00,2026-07-27T04:03:34.180+00:00,2026-07-27T05:27:14.124+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F1/42/exp_main_c149_BBOB_F1_42.jsonl
c149,DTLZ4,42,exp_main_c149_DTLZ4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:32:27.705+00:00,2026-07-26T23:32:27.705+00:00,2026-07-27T01:21:02.296+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/DTLZ4/42/exp_main_c149_DTLZ4_42.jsonl
c149,MMF4,42,exp_main_c149_MMF4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.497+00:00,2026-07-26T23:24:00.497+00:00,2026-07-26T23:32:38.300+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/MMF4/42/exp_main_c149_MMF4_42.jsonl
c149,MMF11_L,42,exp_main_c149_MMF11_L_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.501+00:00,2026-07-26T23:24:00.501+00:00,2026-07-26T23:32:22.098+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/MMF11_L/42/exp_main_c149_MMF11_L_42.jsonl
c149,q10_ZDT4,42,exp_batch_c149_ZDT4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T14:52:58.516+00:00,2026-07-26T14:52:58.516+00:00,2026-07-26T19:05:46.784+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/q10_ZDT4/42/exp_batch_c149_ZDT4_42.jsonl
c149,DTLZ2,42,exp_main_c149_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:32:43.729+00:00,2026-07-26T23:32:43.729+00:00,2026-07-27T01:23:51.190+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/DTLZ2/42/exp_main_c149_DTLZ2_42.jsonl
c149,ZDT3,42,exp_main_c149_ZDT3_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.532+00:00,2026-07-26T23:24:00.532+00:00,2026-07-27T08:11:30.780+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/ZDT3/42/exp_main_c149_ZDT3_42.jsonl
c149,ZDT4,42,exp_main_c149_ZDT4_42.jsonl,1,2,1,0,1,1,0,2026-07-27T01:22:28.805+00:00,2026-07-27T01:22:28.805+00:00,2026-07-27T02:42:32.376+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/ZDT4/42/exp_main_c149_ZDT4_42.jsonl
c149,BBOB_F49,42,exp_main_c149_BBOB_F49_42.jsonl,1,2,1,0,1,1,0,2026-07-27T02:42:38.305+00:00,2026-07-27T02:42:38.305+00:00,2026-07-27T04:03:27.748+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F49/42/exp_main_c149_BBOB_F49_42.jsonl
c149,BBOB_F22,42,exp_main_c149_BBOB_F22_42.jsonl,1,2,1,0,1,1,0,2026-07-27T03:41:11.129+00:00,2026-07-27T03:41:11.129+00:00,2026-07-27T05:04:38.583+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F22/42/exp_main_c149_BBOB_F22_42.jsonl
c149,q10_DTLZ2,42,exp_batch_c149_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T19:05:52.078+00:00,2026-07-26T19:05:52.078+00:00,2026-07-26T23:17:48.489+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/q10_DTLZ2/42/exp_batch_c149_DTLZ2_42.jsonl
c149,WFG4,42,exp_main_c149_WFG4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.526+00:00,2026-07-26T23:24:00.526+00:00,2026-07-27T04:25:15.164+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/WFG4/42/exp_main_c149_WFG4_42.jsonl
c149,WFG2,42,exp_main_c149_WFG2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.534+00:00,2026-07-26T23:24:00.534+00:00,2026-07-27T04:26:53.169+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/WFG2/42/exp_main_c149_WFG2_42.jsonl
c149,WFG5,42,exp_main_c149_WFG5_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.528+00:00,2026-07-26T23:24:00.528+00:00,2026-07-27T04:26:27.762+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/WFG5/42/exp_main_c149_WFG5_42.jsonl
c149,ZDT1,42,exp_main_c149_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.534+00:00,2026-07-26T23:24:00.534+00:00,2026-07-27T08:10:43.186+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/ZDT1/42/exp_main_c149_ZDT1_42.jsonl
c149,ZDT6,42,exp_main_c149_ZDT6_42.jsonl,1,2,1,0,1,1,0,2026-07-27T01:21:08.305+00:00,2026-07-27T01:21:08.305+00:00,2026-07-27T02:41:26.602+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/ZDT6/42/exp_main_c149_ZDT6_42.jsonl
c149,DTLZ7,42,exp_main_c149_DTLZ7_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.529+00:00,2026-07-26T23:24:00.529+00:00,2026-07-27T04:28:47.543+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/DTLZ7/42/exp_main_c149_DTLZ7_42.jsonl
c149,BBOB_F5,42,exp_main_c149_BBOB_F5_42.jsonl,1,2,1,0,1,1,0,2026-07-27T02:41:32.543+00:00,2026-07-27T02:41:32.543+00:00,2026-07-27T04:03:00.645+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F5/42/exp_main_c149_BBOB_F5_42.jsonl
c149,q10_ZDT1,42,exp_batch_c149_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T16:50:02.451+00:00,2026-07-26T16:50:02.451+00:00,2026-07-26T21:48:24.147+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/q10_ZDT1/42/exp_batch_c149_ZDT1_42.jsonl
c149,DTLZ1,42,exp_main_c149_DTLZ1_42.jsonl,1,2,1,0,1,1,0,2026-07-27T04:05:30.434+00:00,2026-07-27T04:05:30.434+00:00,2026-07-27T04:55:36.444+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/DTLZ1/42/exp_main_c149_DTLZ1_42.jsonl
c149,MMF1,42,exp_main_c149_MMF1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T23:24:00.500+00:00,2026-07-26T23:24:00.500+00:00,2026-07-26T23:32:25.518+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/MMF1/42/exp_main_c149_MMF1_42.jsonl
c149,BBOB_F17,42,exp_main_c149_BBOB_F17_42.jsonl,1,2,1,0,1,1,0,2026-07-27T04:03:06.997+00:00,2026-07-27T04:03:06.997+00:00,2026-07-27T05:26:33.414+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c149/BBOB_F17/42/exp_main_c149_BBOB_F17_42.jsonl
c311,BBOB_F37,42,exp_off_c311_BBOB_F37_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:26:58.777+00:00,2026-07-26T11:26:58.777+00:00,2026-07-26T11:27:24.239+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F37/42/exp_off_c311_BBOB_F37_42.jsonl
c311,swap_small-lhs_ZDT4,42,exp_sweep-small-lhs_c311_ZDT4_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:08:04.989+00:00,2026-07-26T11:08:04.989+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-lhs_ZDT4/42/exp_sweep-small-lhs_c311_ZDT4_42.jsonl
c311,BBOB_F55,42,exp_off_c311_BBOB_F55_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:27:25.919+00:00,2026-07-26T11:27:25.919+00:00,2026-07-26T11:27:51.470+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F55/42/exp_off_c311_BBOB_F55_42.jsonl
