problema,geracao,N,n_front_ev,n_front_rec,pos,sel_rec,ok_forte,in_front,cand_eucli,sig_pos,k_local
BBOB_F1,112,100,14,15,92,92,True,True,1.8275747448274866,1.8275747299194336,20
BBOB_F1,116,100,21,21,34,34,True,True,4.75837134013531,4.758371353149414,20
BBOB_F1,120,100,14,17,4,4,True,True,4.2269100733445395,4.22691011428833,20
BBOB_F1,124,100,15,15,43,43,True,True,1.9259552447792783,1.9259552955627441,20
BBOB_F1,128,100,15,15,56,56,True,True,1.432656477052647,1.4326565265655518,20
BBOB_F1,132,100,18,18,83,83,True,True,2.7067486840865578,2.7067487239837646,20
BBOB_F1,136,100,22,22,7,7,True,True,1.9343712172397047,1.9343712329864502,20
BBOB_F1,140,100,22,22,71,71,True,True,1.7783824788185516,1.778382420539856,20
BBOB_F1,144,100,24,24,2,2,True,True,1.4297405156463185,1.42974054813385,20
BBOB_F1,148,100,13,13,78,78,True,True,2.618505946365599,2.6185059547424316,20
BBOB_F1,152,100,17,17,75,75,True,True,1.9043271902891072,1.904327154159546,20
BBOB_F1,156,100,14,17,36,36,True,True,1.5893670329500105,1.5893670320510864,20
BBOB_F1,160,100,26,26,40,40,True,True,1.6663758118220284,1.666375756263733,20
BBOB_F1,164,100,22,22,13,13,True,True,1.1819222241776852,1.181922197341919,20
BBOB_F1,168,100,24,24,38,38,True,True,1.282114269548043,1.2821142673492432,20
BBOB_F1,172,100,31,31,40,40,True,True,1.2699100308317572,1.2699099779129028,20
BBOB_F1,176,100,24,24,12,12,True,True,1.2717800594412918,1.271780014038086,20
BBOB_F1,180,100,21,21,74,74,True,True,1.1622152400720702,1.162215232849121,20
BBOB_F1,184,100,17,17,5,5,True,True,1.4471905958334113,1.4471906423568726,20
BBOB_F1,188,100,21,21,50,50,True,True,1.1091205376407538,1.109120488166809,20
BBOB_F1,192,100,7,7,89,89,True,True,1.1081903416058903,1.1081902980804443,20
BBOB_F1,196,100,13,15,64,64,True,True,1.3766086520029712,1.3766086101531982,20
BBOB_F1,200,100,28,28,54,54,True,True,0.9234106648972463,0.9234106540679932,20
BBOB_F1,204,100,6,6,27,27,True,True,1.2685633748502605,1.2685633897781372,20
BBOB_F1,208,100,5,5,40,40,True,True,0.9854310910936002,0.9854310750961304,20
BBOB_F1,212,100,17,17,89,89,True,True,1.0678032343106119,1.0678032636642456,20
BBOB_F1,216,100,21,21,94,94,True,True,0.8973036974607882,0.8973037004470825,20
BBOB_F1,220,100,22,22,69,69,True,True,1.0751774632394593,1.0751774311065674,20
BBOB_F1,224,100,19,19,38,38,True,True,0.9922144874328134,0.9922145009040833,20
BBOB_F1,228,100,17,17,49,49,True,True,0.9067759141199302,0.9067758917808533,20
BBOB_F1,232,100,11,14,83,83,True,True,0.7984584464143611,0.798458456993103,20
BBOB_F1,236,100,17,17,17,17,True,True,0.8946502351700945,0.8946502208709717,20
BBOB_F1,240,100,18,18,32,32,True,True,0.7965865230727693,0.7965865135192871,20
BBOB_F1,244,100,13,16,10,10,True,True,1.4537652382409678,1.4537652730941772,20
BBOB_F1,248,100,16,17,78,78,True,True,0.9950281449290614,0.9950281381607056,20
BBOB_F1,252,100,20,20,16,16,True,True,0.7586074149518345,0.7586073875427246,20
BBOB_F1,256,100,14,14,75,75,True,True,1.6256595458944771,1.6256595849990845,20
BBOB_F1,260,100,10,10,62,62,True,True,0.7780632343932534,0.7780632376670837,20
BBOB_F1,264,100,17,17,11,11,True,True,0.9217302212704638,0.9217302203178406,20
BBOB_F1,268,100,9,10,65,65,True,True,0.6062924232054949,0.6062924265861511,20
BBOB_F1,272,100,10,10,63,63,True,True,0.3950430324542677,0.3950430452823639,20
BBOB_F1,276,100,13,13,26,26,True,True,0.8743894559032194,0.8743894696235657,20
BBOB_F1,280,100,19,24,72,72,True,True,0.6152006001557729,0.6152005791664124,20
BBOB_F1,284,100,20,20,83,83,True,True,0.8071001638856075,0.8071001768112183,20
BBOB_F1,288,100,15,15,85,85,True,True,0.7402064601434107,0.7402064800262451,20
BBOB_F17,4,100,9,9,87,87,True,True,755989.424910982,755989.4375,20
BBOB_F17,8,100,2,2,51,51,True,True,227206.67321647864,227206.671875,20
BBOB_F17,12,100,4,4,67,67,True,True,29212.84480195104,29212.845703125,20
BBOB_F17,16,100,21,21,13,13,True,True,5684510.6808612,5684510.5,20
BBOB_F17,20,100,12,12,3,3,True,True,1417750.7819529579,1417750.75,20
BBOB_F17,24,100,6,6,80,80,True,True,3176798.7242486007,3176798.75,20
BBOB_F17,28,100,13,13,78,78,True,True,698870.3639152221,698870.375,20
BBOB_F17,32,100,8,8,22,22,True,True,210787.4582422555,210787.453125,20
BBOB_F17,36,100,10,10,50,50,True,True,591638.6520505039,591638.625,20
BBOB_F17,40,100,5,5,54,54,True,True,163529.8009401931,163529.796875,20
BBOB_F17,44,100,9,9,43,43,True,True,365134.54087302886,365134.53125,20
BBOB_F17,48,100,13,13,42,42,True,True,756641.0715605416,756641.0625,20
BBOB_F17,52,100,9,9,23,23,True,True,564012.7486652982,564012.75,20
BBOB_F17,56,100,6,6,63,63,True,True,62159.140960764875,62159.140625,20
BBOB_F17,60,100,9,9,27,27,True,True,126863.87511003422,126863.875,20
BBOB_F17,64,100,10,10,84,84,True,True,787006.1696775062,787006.1875,20
BBOB_F17,68,100,11,11,86,86,True,True,643341.1789367321,643341.1875,20
BBOB_F17,72,100,16,16,91,91,True,True,215324.59115532442,215324.59375,20
BBOB_F17,76,100,7,7,40,40,True,True,116778.47010570028,116778.46875,20
BBOB_F17,80,100,7,7,13,13,True,True,147254.79623035694,147254.796875,20
BBOB_F17,84,100,8,8,4,4,True,True,53896.5675257643,53896.56640625,20
BBOB_F17,88,100,8,11,97,97,True,True,63653.60255028029,63653.6015625,20
BBOB_F17,92,100,6,6,54,54,True,True,529217.2836986436,529217.3125,20
BBOB_F17,96,100,5,5,73,73,True,True,30255.734840063204,30255.734375,20
BBOB_F17,100,100,6,6,48,48,True,True,749375.4844051981,749375.5,20
BBOB_F17,104,100,1,1,2,2,True,True,2843790.6826798734,2843790.75,20
BBOB_F17,108,100,1,1,50,50,True,True,1893907.0101260564,1893907.0,20
BBOB_F17,112,100,2,2,35,35,True,True,1973002.316886187,1973002.375,20
BBOB_F17,116,100,2,2,56,56,True,True,948537.2009837949,948537.1875,20
BBOB_F17,120,100,3,3,33,33,True,True,526960.0110179065,526960.0,20
BBOB_F17,124,100,4,4,95,95,True,True,220501.02730931915,220501.03125,20
BBOB_F17,128,100,3,3,25,25,True,True,431218.71204281406,431218.71875,20
BBOB_F17,132,100,5,5,71,71,True,True,295855.98401115247,295855.96875,20
BBOB_F17,136,100,12,12,87,87,True,True,216139.49492472483,216139.5,20
BBOB_F17,140,100,7,7,77,77,True,True,205505.81211773743,205505.8125,20
BBOB_F17,144,100,11,11,95,95,True,True,367192.6275556364,367192.625,20
BBOB_F17,148,100,5,5,54,54,True,True,225624.2463864356,225624.25,20
BBOB_F17,152,100,1,1,95,95,True,True,9266.39969227301,9266.3994140625,20
BBOB_F17,156,100,6,6,59,59,True,True,110192.22153647915,110192.21875,20
BBOB_F17,160,100,3,3,48,48,True,True,111274.63458987893,111274.6328125,20
BBOB_F17,164,100,1,1,63,63,True,True,48348.71897196054,48348.71875,20
BBOB_F17,168,100,5,5,57,57,True,True,435130.7701192399,435130.78125,20
BBOB_F17,172,100,4,4,80,80,True,True,57947.40573759199,57947.40625,20
BBOB_F17,176,100,6,6,22,22,True,True,260217.16673841258,260217.171875,20
BBOB_F17,180,100,5,5,71,71,True,True,19938.385008057754,19938.384765625,20
BBOB_F17,184,100,4,4,70,70,True,True,233900.36248710414,233900.359375,20
BBOB_F17,188,100,9,9,42,42,True,True,24004.65541380583,24004.65625,20
BBOB_F17,192,100,6,6,92,92,True,True,28660.62487458494,28660.625,20
BBOB_F17,196,100,7,7,40,40,True,True,80241.69879676565,80241.6953125,20
BBOB_F17,200,100,4,4,92,92,True,True,39995.88866054393,39995.88671875,20
BBOB_F17,204,100,7,7,32,32,True,True,1310292.3724112713,1310292.375,20
BBOB_F17,208,100,5,5,13,13,True,True,30213.215009670585,30213.21484375,20
BBOB_F17,212,100,4,4,0,0,True,True,93315.4877674131,93315.484375,20
BBOB_F17,216,100,2,2,97,97,True,True,102732.9077436805,102732.90625,20
BBOB_F17,220,100,3,3,37,37,True,True,30269.140292890293,30269.140625,20
BBOB_F17,224,100,4,4,32,32,True,True,17772.76184463871,17772.76171875,20
BBOB_F17,228,100,6,6,91,91,True,True,478187.878349567,478187.875,20
BBOB_F17,232,100,6,6,4,4,True,True,44737.61862234483,44737.6171875,20
BBOB_F17,236,100,9,9,69,69,True,True,34022.28035472084,34022.28125,20
BBOB_F17,240,100,6,6,81,81,True,True,16068.346417757426,16068.3466796875,20
BBOB_F17,244,100,5,5,96,96,True,True,7952.178612584845,7952.1787109375,20
BBOB_F17,248,100,8,8,36,36,True,True,13032.916898510972,13032.9169921875,20
BBOB_F17,252,100,4,4,90,90,True,True,356547.38199383393,356547.375,20
BBOB_F17,256,100,10,10,21,21,True,True,1156023.7921883753,1156023.75,20
BBOB_F17,260,100,7,7,23,23,True,True,203554.10031416023,203554.09375,20
BBOB_F17,264,100,3,3,26,26,True,True,14847.789139147571,14847.7890625,20
BBOB_F17,268,100,9,9,12,12,True,True,42357.58903254733,42357.58984375,20
BBOB_F17,272,100,7,7,65,65,True,True,30049.359639902857,30049.359375,20
BBOB_F17,276,100,10,10,22,22,True,True,674301.4323361616,674301.4375,20
BBOB_F22,4,100,5,5,17,17,True,True,31003.059862051705,31003.060546875,20
BBOB_F22,8,100,6,6,77,77,True,True,195172.675408873,195172.671875,20
BBOB_F22,12,100,4,4,75,75,True,True,76557.75428500162,76557.7578125,20
BBOB_F22,16,100,4,4,40,40,True,True,5741.908803272184,5741.90869140625,20
BBOB_F22,20,100,6,6,99,99,True,True,25420.455530187366,25420.455078125,20
BBOB_F22,24,100,15,15,92,92,True,True,26398.475007496738,26398.474609375,20
BBOB_F22,28,100,9,9,28,28,True,True,59032.00874805025,59032.0078125,20
BBOB_F22,32,100,7,7,22,22,True,True,80748.94125115863,80748.9375,20
BBOB_F22,36,100,13,13,5,5,True,True,24754.764828545965,24754.765625,20
BBOB_F22,40,100,12,12,14,14,True,True,18483.624697593255,18483.625,20
BBOB_F22,44,100,11,11,37,37,True,True,5833.758489925644,5833.75830078125,20
BBOB_F22,48,100,7,7,58,58,True,True,2635.7558543014406,2635.755859375,20
BBOB_F22,52,100,5,5,35,35,True,True,7192.284853571808,7192.28466796875,20
BBOB_F22,56,100,14,14,51,51,True,True,3632.8817063197307,3632.881591796875,20
BBOB_F22,60,100,23,23,90,90,True,True,7238.388957992481,7238.38916015625,20
BBOB_F22,64,100,22,22,10,10,True,True,9666.623821478053,9666.6240234375,20
BBOB_F22,68,100,4,4,52,52,True,True,33470.71531324046,33470.71484375,20
BBOB_F22,72,100,4,4,16,16,True,True,10458.98527141872,10458.9853515625,20
BBOB_F22,76,100,6,6,38,38,True,True,21882.701485481317,21882.701171875,20
BBOB_F22,80,100,4,4,93,93,True,True,18459.437196544433,18459.4375,20
BBOB_F22,84,100,3,3,65,65,True,True,15492.864758241854,15492.865234375,20
BBOB_F22,88,100,3,3,26,26,True,True,37504.294632801495,37504.29296875,20
BBOB_F22,92,100,2,2,53,53,True,True,20873.39593856934,20873.396484375,20
BBOB_F22,96,100,4,4,98,98,True,True,11036.490714467112,11036.490234375,20
BBOB_F22,100,100,7,7,51,51,True,True,68849.38307995268,68849.3828125,20
BBOB_F22,104,100,6,6,25,25,True,True,25756.52328702806,25756.5234375,20
BBOB_F22,108,100,4,4,9,9,True,True,5091.743190750012,5091.7431640625,20
BBOB_F22,112,100,3,3,93,93,True,True,10712.679999342205,10712.6796875,20
BBOB_F22,116,100,6,6,98,98,True,True,62113.36158573018,62113.36328125,20
BBOB_F22,120,100,19,19,77,77,True,True,17379.20383912633,17379.203125,20
BBOB_F22,124,100,8,8,88,88,True,True,8171.877263555678,8171.87744140625,20
BBOB_F22,128,100,8,8,93,93,True,True,15797.752000491362,15797.751953125,20
BBOB_F22,132,100,9,9,84,84,True,True,1356.8533588438197,1356.8533935546875,20
BBOB_F22,136,100,5,5,38,38,True,True,35999.87473361103,35999.875,20
BBOB_F22,140,100,14,14,26,26,True,True,5923.661596619981,5923.66162109375,20
BBOB_F22,144,100,12,12,98,98,True,True,7142.327851537005,7142.32763671875,20
BBOB_F22,148,100,16,16,86,86,True,True,71351.32331145812,71351.3203125,20
BBOB_F22,152,100,6,6,14,14,True,True,2496.753862172746,2496.75390625,20
BBOB_F22,156,100,7,7,34,34,True,True,3762.7219188458007,3762.721923828125,20
BBOB_F22,160,100,27,27,99,99,True,True,3919.0219206982906,3919.02197265625,20
BBOB_F22,164,100,3,3,2,2,True,True,13187.452167292377,13187.4521484375,20
BBOB_F22,168,100,6,6,49,49,True,True,3610.627518303677,3610.62744140625,20
BBOB_F22,172,100,7,7,0,0,True,True,3799.579045613614,3799.5791015625,20
BBOB_F22,176,100,36,36,33,33,True,True,16746.17340648959,16746.173828125,20
BBOB_F22,180,100,37,37,49,49,True,True,18954.705913329413,18954.705078125,20
BBOB_F22,184,100,11,11,48,48,True,True,18467.399756219253,18467.400390625,20
BBOB_F22,188,100,38,38,66,66,True,True,5011.113880204601,5011.11376953125,20
BBOB_F22,192,100,7,7,10,10,True,True,1699.7595394564137,1699.759521484375,20
BBOB_F22,196,100,18,18,89,89,True,True,4757.395942308402,4757.39599609375,20
BBOB_F22,200,100,7,7,26,26,True,True,830.7224873268087,830.7224731445312,20
BBOB_F22,204,100,16,16,2,2,True,True,1987.3970135534664,1987.39697265625,20
BBOB_F22,208,100,18,18,64,64,True,True,2907.9085025363865,2907.908447265625,20
BBOB_F22,212,100,5,5,55,55,True,True,541.7315244000539,541.7315063476562,20
BBOB_F22,216,100,14,14,21,21,True,True,5037.738106314493,5037.73828125,20
BBOB_F22,220,100,7,7,24,24,True,True,51649.30835749854,51649.30859375,20
BBOB_F22,224,100,8,8,70,70,True,True,1805.4484647182717,1805.448486328125,20
BBOB_F22,228,100,6,6,62,62,True,True,5961.85890482879,5961.85888671875,20
BBOB_F22,232,100,7,7,57,57,True,True,752.9760582526015,752.97607421875,20
BBOB_F22,236,100,10,10,67,67,True,True,4705.291288200495,4705.29150390625,20
BBOB_F22,240,100,15,15,80,80,True,True,774.0148370111768,774.0148315429688,20
BBOB_F22,244,100,21,21,27,27,True,True,12517.214953631854,12517.21484375,20
BBOB_F22,248,100,21,21,64,64,True,True,8168.996811691384,8168.99658203125,20
BBOB_F22,252,100,11,11,77,77,True,True,38875.6476759097,38875.6484375,20
BBOB_F22,256,100,6,6,65,65,True,True,17524.018770956147,17524.01953125,20
BBOB_F22,260,100,10,10,44,44,True,True,6156.698449761289,6156.6982421875,20
BBOB_F22,264,100,5,5,71,71,True,True,545.7197131538385,545.7197265625,20
BBOB_F22,268,100,12,12,36,36,True,True,7550.446961028843,7550.44677734375,20
BBOB_F22,272,100,10,10,83,83,True,True,792.4237993374041,792.423828125,20
BBOB_F22,276,100,8,8,43,43,True,True,619.9225915612792,619.922607421875,20
BBOB_F22,280,100,13,13,23,23,True,True,700.4301113593092,700.4301147460938,20
BBOB_F37,4,100,4,4,47,47,True,True,344.9395382188911,344.9395446777344,20
BBOB_F37,8,100,5,5,0,0,True,True,253.78050342050753,253.78050231933594,20
BBOB_F37,12,100,1,1,97,97,True,True,1976.7648819303213,1976.764892578125,20
BBOB_F37,16,100,2,2,63,63,True,True,402.9004230955301,402.9004211425781,20
BBOB_F37,20,100,6,6,95,95,True,True,244.25156947706108,244.25157165527344,20
BBOB_F37,24,100,2,2,23,23,True,True,373.2790284660834,373.2790222167969,20
BBOB_F37,28,100,1,1,83,83,True,True,448.2393481900038,448.2393493652344,20
BBOB_F37,32,100,1,1,64,64,True,True,317.8471223590704,317.8471374511719,20
BBOB_F37,36,100,3,3,33,33,True,True,241.2759000560574,241.27589416503906,20
BBOB_F37,40,100,4,4,2,2,True,True,184.52129313147958,184.5212860107422,20
BBOB_F37,44,100,3,3,9,9,True,True,282.58905122403814,282.58905029296875,20
BBOB_F37,48,100,1,1,48,48,True,True,321.12989118936963,321.1298828125,20
BBOB_F37,52,100,10,10,22,22,True,True,129.72942722209064,129.72943115234375,20
BBOB_F37,56,100,5,5,96,96,True,True,131.66730847338977,131.6673126220703,20
BBOB_F37,60,100,8,8,48,48,True,True,122.35333506768568,122.35333251953125,20
BBOB_F37,64,100,14,14,23,23,True,True,116.86082273315239,116.86082458496094,20
BBOB_F37,68,100,8,8,45,45,True,True,81.58694385911093,81.58694458007812,20
BBOB_F37,72,100,5,5,0,0,True,True,54.901253818991094,54.90125274658203,20
BBOB_F37,76,100,1,1,1,1,True,True,617.0943714010975,617.0943603515625,20
BBOB_F37,80,100,2,2,92,92,True,True,913.3078524378237,913.307861328125,20
BBOB_F37,84,100,6,6,49,49,True,True,1145.018708209289,1145.0186767578125,20
BBOB_F37,88,100,2,2,61,61,True,True,366.05043864376813,366.0504455566406,20
BBOB_F37,92,100,4,4,46,46,True,True,310.06789320762965,310.0679016113281,20
BBOB_F37,96,100,4,4,84,84,True,True,634.500312622432,634.5003051757812,20
BBOB_F37,100,100,8,8,17,17,True,True,387.7417893128878,387.7417907714844,20
BBOB_F37,104,100,12,12,9,9,True,True,544.5717759483172,544.57177734375,20
BBOB_F37,108,100,8,8,19,19,True,True,158.02996731188216,158.02996826171875,20
BBOB_F37,112,100,4,4,25,25,True,True,382.98368569158174,382.9836730957031,20
BBOB_F37,116,100,2,2,61,61,True,True,287.58491033469886,287.58489990234375,20
BBOB_F37,120,100,6,6,38,38,True,True,234.0812288004926,234.0812225341797,20
BBOB_F37,124,100,7,7,36,36,True,True,284.4684636552127,284.4684753417969,20
BBOB_F37,128,100,2,2,29,29,True,True,276.9713005195791,276.9713134765625,20
BBOB_F37,132,100,7,7,40,40,True,True,61.37186218820477,61.37186050415039,20
BBOB_F37,136,100,5,5,22,22,True,True,125.27039793865846,125.27040100097656,20
BBOB_F37,140,100,7,7,23,23,True,True,169.0482133447737,169.0482177734375,20
BBOB_F37,144,100,3,3,1,1,True,True,404.5646209679524,404.5646057128906,20
BBOB_F37,148,100,7,7,17,17,True,True,148.26786947969399,148.2678680419922,20
BBOB_F37,152,100,4,4,16,16,True,True,162.07047929749123,162.0704803466797,20
BBOB_F37,156,100,2,2,2,2,True,True,341.5831308656843,341.5831298828125,20
BBOB_F37,160,100,8,8,36,36,True,True,167.84631592736625,167.8463134765625,20
BBOB_F37,164,100,10,10,76,76,True,True,323.82131117047095,323.8213195800781,20
BBOB_F37,168,100,6,6,26,26,True,True,244.4804851110528,244.48048400878906,20
BBOB_F37,172,100,8,8,81,81,True,True,71.05487977134118,71.05487823486328,20
BBOB_F37,176,100,4,4,13,13,True,True,157.3489568993816,157.3489532470703,20
BBOB_F37,180,100,10,10,42,42,True,True,179.02367387012427,179.02366638183594,20
BBOB_F37,184,100,7,7,72,72,True,True,118.10424956064863,118.104248046875,20
BBOB_F37,188,100,6,6,31,31,True,True,102.29700150800511,102.29700469970703,20
BBOB_F37,192,100,5,5,27,27,True,True,105.60000194334623,105.5999984741211,20
BBOB_F37,196,100,5,5,48,48,True,True,81.00036253728284,81.0003662109375,20
BBOB_F37,200,100,4,4,89,89,True,True,109.62149667954168,109.62149810791016,20
BBOB_F37,204,100,7,7,19,19,True,True,257.06869693919407,257.0686950683594,20
BBOB_F37,208,100,5,5,21,21,True,True,184.83086166792202,184.8308563232422,20
BBOB_F37,212,100,11,11,87,87,True,True,52.35060880887139,52.350608825683594,20
BBOB_F37,216,100,4,4,6,6,True,True,79.5663733350982,79.56637573242188,20
BBOB_F37,220,100,16,16,75,75,True,True,410.5061569229539,410.50616455078125,20
BBOB_F37,224,100,11,11,32,32,True,True,149.2788726799637,149.27886962890625,20
BBOB_F37,228,100,13,13,98,98,True,True,248.9247360551458,248.92474365234375,20
BBOB_F37,232,100,7,7,91,91,True,True,125.00671194489222,125.0067138671875,20
BBOB_F37,236,100,9,9,84,84,True,True,207.32165843929317,207.3216552734375,20
BBOB_F37,240,100,4,4,11,11,True,True,125.16137582703578,125.161376953125,20
BBOB_F37,244,100,7,7,89,89,True,True,113.3727045607146,113.3727035522461,20
BBOB_F37,248,100,16,16,97,97,True,True,69.43252916545669,69.43252563476562,20
BBOB_F37,252,100,10,10,54,54,True,True,116.78703773303913,116.78704071044922,20
BBOB_F37,256,100,5,5,59,59,True,True,50.17531948261331,50.17531967163086,20
BBOB_F37,260,100,16,16,37,37,True,True,149.29509120158772,149.2950897216797,20
BBOB_F37,264,100,13,13,68,68,True,True,129.13187406019816,129.13186645507812,20
BBOB_F37,268,100,10,10,82,82,True,True,80.86173692858306,80.86174011230469,20
BBOB_F37,272,100,15,15,14,14,True,True,73.40227403271108,73.40227508544922,20
BBOB_F37,276,100,16,16,15,15,True,True,55.46987305002378,55.469871520996094,20
BBOB_F37,280,100,10,10,34,34,True,True,143.34034111941608,143.34034729003906,20
BBOB_F37,284,100,16,16,24,24,True,True,166.40707551053796,166.40707397460938,20
BBOB_F37,288,100,11,11,49,49,True,True,142.1744504747182,142.17445373535156,20
BBOB_F37,292,100,20,20,92,92,True,True,118.75689477111747,118.75689697265625,20
BBOB_F49,4,100,3,3,76,76,True,True,205.06644790668625,205.0664520263672,20
BBOB_F49,8,100,13,13,73,73,True,True,35.72901917644149,35.72901916503906,20
BBOB_F49,12,100,4,4,51,51,True,True,40.66859931826085,40.66859817504883,20
BBOB_F49,16,100,4,4,93,93,True,True,64.52718748524569,64.52719116210938,20
BBOB_F49,20,100,3,3,84,84,True,True,44.89867308715528,44.89867401123047,20
BBOB_F49,24,100,12,12,95,95,True,True,56.09427755038766,56.094276428222656,20
BBOB_F49,28,100,4,4,92,92,True,True,47.82738726254111,47.827388763427734,20
BBOB_F49,32,100,2,2,4,4,True,True,276.7757243770992,276.7757263183594,20
BBOB_F49,36,100,6,6,83,83,True,True,73.43006722489231,73.43006896972656,20
BBOB_F49,40,100,6,6,24,24,True,True,60.587375304821364,60.58737564086914,20
BBOB_F49,44,100,8,8,61,61,True,True,51.50725465940533,51.50725555419922,20
BBOB_F49,48,100,4,4,1,1,True,True,43.55254682921955,43.552547454833984,20
BBOB_F49,52,100,4,4,59,59,True,True,57.35505812339904,57.35505676269531,20
BBOB_F49,56,100,2,2,81,81,True,True,186.5483638528466,186.54837036132812,20
BBOB_F49,60,100,7,7,12,12,True,True,53.07165939813698,53.071659088134766,20
BBOB_F49,64,100,8,8,56,56,True,True,342.77092229723604,342.77093505859375,20
BBOB_F49,68,100,11,11,62,62,True,True,73.49392746822944,73.49392700195312,20
BBOB_F49,72,100,3,3,92,92,True,True,244.33877472240087,244.33877563476562,20
BBOB_F49,76,100,1,1,47,47,True,True,363.22761505020196,363.22760009765625,20
BBOB_F49,80,100,8,8,63,63,True,True,38.35090118381394,38.35090255737305,20
BBOB_F49,84,100,7,7,49,49,True,True,93.99672413282636,93.9967269897461,20
BBOB_F49,88,100,3,3,58,58,True,True,74.11628239036474,74.11627960205078,20
BBOB_F49,92,100,6,6,86,86,True,True,135.89949809265312,135.89950561523438,20
BBOB_F49,96,100,4,4,68,68,True,True,68.26443443886748,68.26443481445312,20
BBOB_F49,100,100,10,10,61,61,True,True,66.2047172568935,66.20471954345703,20
BBOB_F49,104,100,11,11,92,92,True,True,45.084292957693094,45.084293365478516,20
BBOB_F49,108,100,6,6,13,13,True,True,52.551832349300525,52.55183410644531,20
BBOB_F49,112,100,11,11,14,14,True,True,46.01628961440238,46.01628875732422,20
BBOB_F49,116,100,8,8,38,38,True,True,141.8983902064956,141.8983917236328,20
BBOB_F49,120,100,4,4,49,49,True,True,148.37602311850156,148.3760223388672,20
BBOB_F49,124,100,27,27,18,18,True,True,85.26464415540785,85.26464080810547,20
BBOB_F49,128,100,6,6,57,57,True,True,33.402562992625434,33.40256118774414,20
BBOB_F49,132,100,16,16,52,52,True,True,58.719760422526114,58.71976089477539,20
BBOB_F49,136,100,7,7,52,52,True,True,64.18993570057457,64.18993377685547,20
BBOB_F49,140,100,20,20,74,74,True,True,26.585764985166858,26.585765838623047,20
BBOB_F49,144,100,10,10,38,38,True,True,41.422561848874125,41.42256164550781,20
BBOB_F49,148,100,11,11,41,41,True,True,39.06080946992577,39.06081008911133,20
BBOB_F49,152,100,10,10,82,82,True,True,188.12176348014236,188.12176513671875,20
BBOB_F49,156,100,6,6,11,11,True,True,57.57772935837016,57.577728271484375,20
BBOB_F49,160,100,11,11,6,6,True,True,77.10721604054471,77.10721588134766,20
BBOB_F49,164,100,3,3,58,58,True,True,44.90209060240925,44.90209197998047,20
BBOB_F49,168,100,11,11,31,31,True,True,42.67597350122203,42.67597198486328,20
BBOB_F49,172,100,14,14,17,17,True,True,54.25810813245967,54.25810623168945,20
BBOB_F49,176,100,16,16,30,30,True,True,38.69344926625608,38.693450927734375,20
BBOB_F49,180,100,4,4,4,4,True,True,33.922054354954604,33.922054290771484,20
BBOB_F49,184,100,5,5,44,44,True,True,50.878527098569236,50.8785285949707,20
BBOB_F49,188,100,6,6,1,1,True,True,67.85958090591576,67.85958099365234,20
BBOB_F49,192,100,9,9,47,47,True,True,21.79869961407288,21.7987003326416,20
