ts,rec,name,solution_id,x_key,fe,geracao,estrategia,n,motivo,problema
2026-07-26T12:26:19Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:21Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:22Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:24Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:26Z,guard,dedup_slot_perdido,,,,46.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:28Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:30Z,guard,dedup_slot_perdido,,,,54.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F22
2026-07-26T12:26:34Z,guard,cache_hit,0.0,0B7A540FDEFE02C0,1.0,,,,,BBOB_F37
2026-07-26T12:26:38Z,guard,dedup_slot_perdido,,,,2.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:41Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:43Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:45Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:47Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:50Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:52Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:54Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:56Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:58Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:00Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:02Z,guard,dedup_slot_perdido,,,,46.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:04Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:06Z,guard,dedup_slot_perdido,,,,54.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:07Z,guard,dedup_slot_perdido,,,,58.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:09Z,guard,dedup_slot_perdido,,,,62.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:11Z,guard,dedup_slot_perdido,,,,66.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:13Z,guard,dedup_slot_perdido,,,,70.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:15Z,guard,dedup_slot_perdido,,,,74.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:17Z,guard,dedup_slot_perdido,,,,78.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:25Z,guard,dedup_slot_perdido,,,,94.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:27:31Z,guard,dedup_slot_perdido,,,,106.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F37
2026-07-26T12:26:45Z,guard,cache_hit,0.0,C05469D6B137D7BF,1.0,,,,,BBOB_F49
2026-07-26T12:26:49Z,guard,dedup_slot_perdido,,,,2.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:26:52Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:26:54Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:26:56Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:26:58Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:27:00Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:27:02Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:27:04Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:27:06Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:27:39Z,guard,dedup_slot_perdido,,,,102.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:27:51Z,guard,dedup_slot_perdido,,,,126.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:28:06Z,guard,dedup_slot_perdido,,,,154.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:28:21Z,guard,dedup_slot_perdido,,,,182.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:28:25Z,guard,dedup_slot_perdido,,,,190.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:28:33Z,guard,dedup_slot_perdido,,,,206.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F49
2026-07-26T12:28:55Z,guard,cache_hit,0.0,B429B9AA44FDFDBF,1.0,,,,,BBOB_F5
2026-07-26T12:28:59Z,guard,dedup_slot_perdido,,,,2.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:02Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:03Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:05Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:07Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:09Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:11Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:13Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:15Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:17Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:18Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F5
2026-07-26T12:29:35Z,guard,cache_hit,0.0,6E118206BBC202C0,1.0,,,,,BBOB_F55
2026-07-26T12:29:38Z,guard,dedup_slot_perdido,,,,2.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:40Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:42Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:44Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:47Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:50Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:53Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:57Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:29:59Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:05Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:19Z,guard,dedup_slot_perdido,,,,78.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:22Z,guard,dedup_slot_perdido,,,,82.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:23Z,guard,dedup_slot_perdido,,,,86.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:26Z,guard,dedup_slot_perdido,,,,90.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:29Z,guard,dedup_slot_perdido,,,,98.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:33Z,guard,dedup_slot_perdido,,,,106.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T12:30:35Z,guard,dedup_slot_perdido,,,,110.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",BBOB_F55
2026-07-26T11:47:19Z,guard,cache_hit,0.0,58F449FFA8A8B83F,1.0,,,,,DTLZ1
2026-07-26T12:47:26Z,guard,cache_hit,0.0,7974D59EAF27C73F,1.0,,,,,DTLZ2
2026-07-26T12:50:19Z,guard,cache_hit,0.0,B2D49C1479FAD83F,1.0,,,,,DTLZ3
2026-07-26T12:50:33Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ3
2026-07-26T12:50:37Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ3
2026-07-26T12:50:41Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ3
2026-07-26T12:51:37Z,guard,cache_hit,0.0,D45222DD2AE4DA3F,1.0,,,,,DTLZ4
2026-07-26T13:05:05Z,guard,cache_hit,0.0,C5F67D7004849A3F,1.0,,,,,DTLZ7
2026-07-26T13:05:13Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:15Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:17Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:20Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:21Z,guard,hv_range0,,,,19.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:22Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:23Z,guard,hv_range0,,,,23.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:24Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:26Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:28Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:30Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:31Z,guard,hv_range0,,,,39.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:32Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:34Z,guard,hv_range0,,,,43.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:34Z,guard,dedup_slot_perdido,,,,46.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:35Z,guard,hv_range0,,,,47.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:36Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:38Z,guard,hv_range0,,,,51.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:38Z,guard,dedup_slot_perdido,,,,54.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:40Z,guard,hv_range0,,,,55.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:40Z,guard,dedup_slot_perdido,,,,58.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:42Z,guard,dedup_slot_perdido,,,,62.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:44Z,guard,dedup_slot_perdido,,,,66.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
