problema,D,M,geracao,N,K,frac_n1,count,desal,desal_frac,aceito,slot,flag_copia,cand_dist,pos,pos_le_K,argmax,is_argmax,n_linhas_arquivo,frac_linhas_arquivo,n_nivel1_resim,sig_max,sig_med,quotas
BBOB_F1,10,2,246,100,91,0.91,8,6,0.06,1,0,False,2.593863516891319,73.0,True,80,False,1,0.01,97,5.67406702041626,3.815568447113037,"[97, 3, 0, 0]"
BBOB_F1,10,2,250,100,75,0.75,51,21,0.21,1,0,False,5.370578231365745,0.0,True,2,False,1,0.01,96,10.71992015838623,6.892708778381348,"[96, 0, 3, 1]"
BBOB_F1,10,2,254,100,90,0.9,45,9,0.09,1,0,False,8.027569810141662,62.0,True,58,False,1,0.01,99,8.414482116699219,6.241985321044922,"[99, 1, 0, 0]"
BBOB_F1,10,2,258,100,92,0.92,12,7,0.07,1,0,False,4.370350445864519,45.0,True,51,False,1,0.01,99,5.830776691436768,4.275556802749634,"[99, 1, 0, 0]"
BBOB_F1,10,2,262,100,96,0.96,25,4,0.04,1,0,False,9.105339179019934,27.0,True,27,True,1,0.01,100,9.105339050292969,6.645909786224365,"[100, 0, 0, 0]"
BBOB_F1,10,2,266,100,82,0.82,51,13,0.13,1,0,False,6.193136137094439,79.0,True,97,False,1,0.01,94,9.736784934997559,6.752604246139526,"[94, 4, 2, 0]"
BBOB_F1,10,2,270,100,92,0.92,2,1,0.01,1,0,False,2.468561599739052,48.0,True,53,False,1,0.01,92,4.25706148147583,2.6511796712875366,"[92, 8, 0, 0]"
BBOB_F1,10,2,274,100,93,0.93,9,6,0.06,1,0,False,4.898394085403125,72.0,True,77,False,1,0.01,99,7.764777183532715,5.384105205535889,"[99, 0, 1, 0]"
BBOB_F1,10,2,278,100,91,0.91,8,8,0.08,1,0,False,3.5208088044152337,21.0,True,24,False,1,0.01,99,5.357802867889404,3.6346375942230225,"[99, 1, 0, 0]"
BBOB_F1,10,2,282,100,95,0.95,7,5,0.05,1,0,False,5.0442788754683985,16.0,True,16,True,1,0.01,100,5.044279098510742,3.7209038734436035,"[100, 0, 0, 0]"
BBOB_F1,10,2,286,100,83,0.83,51,14,0.14,1,0,False,6.800887240436556,52.0,True,64,False,1,0.01,97,9.771345138549805,7.249752998352051,"[97, 2, 1, 0]"
BBOB_F1,10,2,290,100,88,0.88,51,10,0.1,1,0,False,5.9267626808371805,81.0,True,93,False,1,0.01,98,10.981513023376465,7.075446128845215,"[98, 0, 2, 0]"
BBOB_F17,10,2,2,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,6,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,10,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,14,100,99,0.99,0,91,0.91,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,18,100,99,0.99,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,22,100,96,0.96,0,91,0.91,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,26,100,90,0.9,0,89,0.89,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F17,10,2,30,100,90,0.9,7,9,0.09,1,0,False,6.846903471915692,40.0,True,43,False,1,0.01,99,8.645018577575684,5.960651397705078,"[99, 1, 0, 0]"
BBOB_F17,10,2,34,100,90,0.9,12,5,0.05,1,0,False,6.761625817901513,8.0,True,9,False,1,0.01,95,8.85659408569336,6.5804994106292725,"[95, 2, 2, 1]"
BBOB_F17,10,2,38,100,93,0.93,39,7,0.07,1,0,False,5.666562749749055,53.0,True,58,False,1,0.01,100,9.98250961303711,6.622890949249268,"[100, 0, 0, 0]"
BBOB_F17,10,2,42,100,95,0.95,12,3,0.03,1,0,False,6.776561645108815,36.0,True,38,False,1,0.01,98,9.49985408782959,6.290031433105469,"[98, 2, 0, 0]"
BBOB_F17,10,2,46,100,92,0.92,19,8,0.08,1,0,False,6.56798600553048,90.0,True,98,False,1,0.01,100,10.536004066467285,6.207787275314331,"[100, 0, 0, 0]"
BBOB_F17,10,2,50,100,93,0.93,31,7,0.07,1,0,False,6.411430855866787,66.0,True,71,False,1,0.01,100,10.568206787109375,7.11906886100769,"[100, 0, 0, 0]"
BBOB_F17,10,2,54,100,90,0.9,49,10,0.1,1,0,False,7.790606457439563,77.0,True,84,False,1,0.01,100,10.432868003845215,7.022595167160034,"[100, 0, 0, 0]"
BBOB_F17,10,2,58,100,89,0.89,51,9,0.09,1,0,False,4.72469486976643,25.0,True,28,False,1,0.01,98,9.630806922912598,6.859943866729736,"[98, 1, 1, 0]"
BBOB_F17,10,2,62,100,93,0.93,42,7,0.07,1,0,False,6.805775280658406,87.0,True,94,False,1,0.01,100,10.419032096862793,8.755397319793701,"[100, 0, 0, 0]"
BBOB_F17,10,2,66,100,91,0.91,0,88,0.88,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 31, 39, 20]"
BBOB_F17,10,2,70,100,93,0.93,26,6,0.06,1,0,False,7.821526516253193,22.0,True,26,False,1,0.01,99,10.759057998657227,7.882552862167358,"[99, 0, 0, 1]"
BBOB_F17,10,2,74,100,91,0.91,16,9,0.09,1,0,False,4.03856597106867,36.0,True,40,False,1,0.01,100,8.791080474853516,6.207852602005005,"[100, 0, 0, 0]"
BBOB_F17,10,2,78,100,91,0.91,2,0,0.0,1,0,False,2.512507785766484,56.0,True,63,False,1,0.01,91,7.4420647621154785,4.157628774642944,"[91, 4, 5, 0]"
BBOB_F17,10,2,82,100,92,0.92,32,7,0.07,1,0,False,4.779230598296978,18.0,True,84,False,1,0.01,99,9.844114303588867,7.0623555183410645,"[99, 1, 0, 0]"
BBOB_F17,10,2,86,100,92,0.92,26,8,0.08,1,0,False,6.761995478787132,9.0,True,97,False,1,0.01,100,9.471047401428223,6.753077030181885,"[100, 0, 0, 0]"
BBOB_F17,10,2,90,100,90,0.9,10,7,0.07,1,0,False,7.228942251074915,83.0,True,91,False,1,0.01,97,8.08574390411377,5.688018321990967,"[97, 2, 1, 0]"
BBOB_F17,10,2,94,100,91,0.91,0,89,0.89,0,1,True,0.0,,,0,,100,1.0,9,0.0,0.0,"[9, 32, 39, 20]"
BBOB_F17,10,2,98,100,92,0.92,17,8,0.08,1,0,False,5.7599250590723585,58.0,True,62,False,1,0.01,100,9.089489936828613,6.323819398880005,"[100, 0, 0, 0]"
BBOB_F17,10,2,102,100,92,0.92,38,6,0.06,1,0,False,6.1976327933801,30.0,True,32,False,1,0.01,98,9.329423904418945,6.86651611328125,"[98, 0, 2, 0]"
BBOB_F17,10,2,106,100,93,0.93,25,7,0.07,1,0,False,7.776383817699163,15.0,True,16,False,1,0.01,100,11.289920806884766,8.054544925689697,"[100, 0, 0, 0]"
BBOB_F17,10,2,110,100,93,0.93,22,6,0.06,1,0,False,11.744485639752279,4.0,True,4,True,1,0.01,99,11.744485855102539,8.064066886901855,"[99, 0, 1, 0]"
BBOB_F17,10,2,114,100,90,0.9,30,7,0.07,1,0,False,3.742530462817471,12.0,True,14,False,1,0.01,97,10.308150291442871,7.190881729125977,"[97, 0, 2, 1]"
BBOB_F17,10,2,118,100,91,0.91,10,9,0.09,1,0,False,6.077107712387627,58.0,True,65,False,1,0.01,100,10.332551956176758,7.255695581436157,"[100, 0, 0, 0]"
BBOB_F17,10,2,122,100,94,0.94,38,5,0.05,1,0,False,9.291827360863577,36.0,True,39,False,1,0.01,99,10.171335220336914,7.162269830703735,"[99, 0, 1, 0]"
BBOB_F17,10,2,126,100,90,0.9,21,9,0.09,1,0,False,6.039743875868825,86.0,True,95,False,1,0.01,98,10.237226486206055,6.671947002410889,"[98, 0, 1, 1]"
BBOB_F17,10,2,130,100,90,0.9,17,8,0.08,1,0,False,6.360194467249779,34.0,True,37,False,1,0.01,98,11.193037033081055,7.731414318084717,"[98, 0, 2, 0]"
BBOB_F17,10,2,134,100,74,0.74,51,22,0.22,1,0,False,8.811617866743957,20.0,True,23,False,1,0.01,96,10.826653480529785,7.604048728942871,"[96, 2, 2, 0]"
BBOB_F17,10,2,138,100,73,0.73,51,26,0.26,1,0,False,6.813941184545226,46.0,True,61,False,1,0.01,99,9.894695281982422,7.256695032119751,"[99, 1, 0, 0]"
BBOB_F17,10,2,142,100,93,0.93,39,7,0.07,1,0,False,5.177393532381426,62.0,True,67,False,1,0.01,100,10.589775085449219,7.6198883056640625,"[100, 0, 0, 0]"
BBOB_F17,10,2,146,100,92,0.92,32,7,0.07,1,0,False,8.98933137618622,58.0,True,61,False,1,0.01,98,9.143874168395996,6.209196329116821,"[98, 1, 1, 0]"
BBOB_F17,10,2,150,100,73,0.73,51,23,0.23,1,0,False,8.006481675033253,67.0,True,92,False,1,0.01,96,10.402700424194336,7.583297491073608,"[96, 2, 1, 1]"
BBOB_F17,10,2,154,100,90,0.9,25,9,0.09,1,0,False,3.9126777313555814,42.0,True,47,False,1,0.01,99,8.646535873413086,5.639742851257324,"[99, 1, 0, 0]"
BBOB_F17,10,2,158,100,71,0.71,51,22,0.22,1,0,False,7.5751811171855765,51.0,True,70,False,1,0.01,92,9.399580955505371,6.7388916015625,"[92, 6, 2, 0]"
BBOB_F17,10,2,162,100,65,0.65,51,28,0.28,1,0,False,5.433186018950336,38.0,True,53,False,1,0.01,92,9.41890811920166,6.7787299156188965,"[92, 5, 3, 0]"
BBOB_F17,10,2,166,100,90,0.9,29,8,0.08,1,0,False,9.834681287249907,1.0,True,1,True,1,0.01,98,9.834681510925293,7.379485607147217,"[98, 1, 0, 1]"
BBOB_F17,10,2,170,100,93,0.93,40,6,0.06,1,0,False,9.616089294519819,11.0,True,11,True,1,0.01,99,9.6160888671875,6.91351580619812,"[99, 0, 0, 1]"
BBOB_F17,10,2,174,100,95,0.95,44,4,0.04,1,0,False,8.242301780045421,39.0,True,39,True,1,0.01,99,8.242301940917969,6.241522789001465,"[99, 1, 0, 0]"
BBOB_F17,10,2,178,100,81,0.81,51,15,0.15,1,0,False,6.754763273984249,67.0,True,82,False,1,0.01,96,9.376849174499512,7.217389345169067,"[96, 2, 0, 2]"
BBOB_F17,10,2,182,100,80,0.8,51,17,0.17,1,0,False,5.651264401743452,66.0,True,82,False,1,0.01,97,9.577305793762207,6.792586326599121,"[97, 0, 2, 1]"
BBOB_F17,10,2,186,100,90,0.9,50,9,0.09,1,0,False,6.658023937318003,28.0,True,35,False,1,0.01,99,9.172872543334961,6.615233421325684,"[99, 1, 0, 0]"
BBOB_F17,10,2,190,100,78,0.78,51,20,0.2,1,0,False,6.157170679544523,14.0,True,20,False,1,0.01,98,10.943490982055664,6.682760000228882,"[98, 0, 2, 0]"
BBOB_F17,10,2,194,100,81,0.81,51,16,0.16,1,0,False,10.448572830875534,0.0,True,0,True,1,0.01,96,10.448573112487793,6.7794189453125,"[96, 2, 2, 0]"
BBOB_F17,10,2,198,100,90,0.9,4,6,0.06,1,0,False,3.9714335930220113,14.0,True,16,False,1,0.01,96,7.946767330169678,3.8471368551254272,"[96, 3, 1, 0]"
BBOB_F17,10,2,202,100,93,0.93,27,7,0.07,1,0,False,4.895619973270664,89.0,True,95,False,1,0.01,100,8.74087905883789,6.236582279205322,"[100, 0, 0, 0]"
BBOB_F17,10,2,206,100,86,0.86,51,11,0.11,1,0,False,5.2365140557426395,44.0,True,51,False,1,0.01,97,9.580265998840332,7.061164855957031,"[97, 2, 1, 0]"
BBOB_F17,10,2,210,100,96,0.96,32,4,0.04,1,0,False,5.270904440988387,60.0,True,64,False,1,0.01,100,8.188287734985352,6.031203031539917,"[100, 0, 0, 0]"
BBOB_F17,10,2,214,100,94,0.94,5,6,0.06,1,0,False,3.721423114550927,74.0,True,78,False,1,0.01,100,6.408287048339844,4.01863694190979,"[100, 0, 0, 0]"
BBOB_F17,10,2,218,100,90,0.9,29,10,0.1,1,0,False,6.399304897641871,33.0,True,37,False,1,0.01,100,8.677875518798828,6.532998085021973,"[100, 0, 0, 0]"
BBOB_F17,10,2,222,100,90,0.9,31,9,0.09,1,0,False,9.164165862633494,3.0,True,4,False,1,0.01,99,9.618793487548828,6.617238998413086,"[99, 0, 1, 0]"
BBOB_F17,10,2,226,100,91,0.91,41,7,0.07,1,0,False,7.430882181695378,79.0,True,84,False,1,0.01,98,8.98558521270752,7.130550861358643,"[98, 0, 0, 2]"
BBOB_F17,10,2,230,100,83,0.83,51,17,0.17,1,0,False,7.527005369092106,73.0,True,89,False,1,0.01,100,10.041927337646484,6.9656548500061035,"[100, 0, 0, 0]"
BBOB_F17,10,2,234,100,90,0.9,35,8,0.08,1,0,False,6.823854418545543,29.0,True,35,False,1,0.01,98,9.983590126037598,6.714897155761719,"[98, 0, 2, 0]"
BBOB_F17,10,2,238,100,91,0.91,31,9,0.09,1,0,False,6.457576597811979,68.0,True,74,False,1,0.01,100,10.295774459838867,6.995131254196167,"[100, 0, 0, 0]"
BBOB_F17,10,2,242,100,90,0.9,36,9,0.09,1,0,False,5.563867401679203,37.0,True,44,False,1,0.01,99,9.397989273071289,6.225188732147217,"[99, 1, 0, 0]"
BBOB_F17,10,2,246,100,86,0.86,51,12,0.12,1,0,False,5.738496594419908,77.0,True,90,False,1,0.01,98,10.142354011535645,6.623988389968872,"[98, 1, 1, 0]"
BBOB_F17,10,2,250,100,90,0.9,19,8,0.08,1,0,False,4.598246390028807,15.0,True,17,False,1,0.01,98,7.632771015167236,5.500288248062134,"[98, 0, 1, 1]"
BBOB_F17,10,2,254,100,72,0.72,51,25,0.25,1,0,False,6.1621760740473235,54.0,True,71,False,1,0.01,97,10.216394424438477,6.743738889694214,"[97, 1, 2, 0]"
BBOB_F17,10,2,258,100,90,0.9,41,9,0.09,1,0,False,5.6432273938361455,46.0,True,52,False,1,0.01,99,8.668774604797363,5.914146900177002,"[99, 1, 0, 0]"
BBOB_F17,10,2,262,100,94,0.94,32,5,0.05,1,0,False,9.70332215771848,30.0,True,30,True,1,0.01,99,9.703322410583496,7.342127799987793,"[99, 1, 0, 0]"
BBOB_F17,10,2,266,100,93,0.93,21,7,0.07,1,0,False,6.1100357461270836,90.0,True,97,False,1,0.01,99,9.780406951904297,5.86677622795105,"[99, 0, 1, 0]"
BBOB_F17,10,2,270,100,93,0.93,45,6,0.06,1,0,False,6.336307571965669,42.0,True,44,False,1,0.01,99,9.463281631469727,6.731691360473633,"[99, 0, 1, 0]"
BBOB_F17,10,2,274,100,90,0.9,34,9,0.09,1,0,False,8.356668431401767,0.0,True,1,False,1,0.01,99,9.872279167175293,7.627878189086914,"[99, 1, 0, 0]"
BBOB_F22,10,2,2,100,99,0.99,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,6,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,10,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,14,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,18,100,98,0.98,0,89,0.89,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,22,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,26,100,100,1.0,0,91,0.91,0,1,True,0.0,,,0,,100,1.0,9,0.0,0.0,"[9, 31, 40, 20]"
BBOB_F22,10,2,30,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,34,100,100,1.0,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,38,100,98,0.98,0,91,0.91,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,42,100,97,0.97,0,87,0.87,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
BBOB_F22,10,2,46,100,98,0.98,0,90,0.9,0,1,True,0.0,,,0,,100,1.0,10,0.0,0.0,"[10, 30, 40, 20]"
