label,exp,tier,dist,problema,D,M,N,Nmin,iteracao,obj,dtp,dgps,dentro,tp,ngps,nfolhas
MMF16_20,off,small,lhs,MMF16_20,20,3,619,200,2,0,280.0,1.0,True,619.0,2.0,2.0
MMF16_20,off,small,lhs,MMF16_20,20,3,619,200,2,1,238.0,1.0,True,619.0,2.0,2.0
MMF16_20,off,small,lhs,MMF16_20,20,3,619,200,2,2,369.0,1.0,True,619.0,2.0,2.0
MMF4,off,small,lhs,MMF4,2,2,61,20,2,0,20.0,1.0,True,40.0,2.0,3.0
MMF4,off,small,lhs,MMF4,2,2,61,20,2,1,20.0,1.0,True,40.0,2.0,3.0
MMF4,off,small,lhs,MMF4,2,2,61,20,3,0,21.0,1.0,True,61.0,3.0,3.0
MMF4,off,small,lhs,MMF4,2,2,61,20,3,1,21.0,1.0,True,61.0,3.0,3.0
WFG1,off,small,lhs,WFG1,22,2,681,220,2,0,221.0,1.0,True,453.0,2.0,3.0
WFG1,off,small,lhs,WFG1,22,2,681,220,2,1,240.0,1.0,True,461.0,2.0,3.0
WFG4,off,small,lhs,WFG4,22,2,681,220,2,0,220.0,1.0,True,440.0,2.0,3.0
WFG4,off,small,lhs,WFG4,22,2,681,220,2,1,220.0,1.0,True,440.0,2.0,3.0
ZDT1,off,small,lhs,ZDT1,30,2,929,300,2,0,464.0,1.0,True,929.0,2.0,2.0
ZDT1,off,small,lhs,ZDT1,30,2,929,300,3,1,326.0,1.0,True,629.0,2.0,3.0
ZDT3,off,small,lhs,ZDT3,30,2,929,300,2,0,464.0,1.0,True,929.0,2.0,2.0
ZDT3,off,small,lhs,ZDT3,30,2,929,300,3,1,380.0,1.0,True,929.0,2.0,2.0
ZDT4,off,small,lhs,ZDT4,10,2,309,100,2,0,154.0,1.0,True,309.0,2.0,2.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,2,0,223.0,1.0,True,348.0,2.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,2,1,195.0,1.0,True,370.0,2.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,2,2,177.0,1.0,True,364.0,2.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,3,0,132.0,1.0,True,480.0,3.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,3,1,216.0,1.0,True,586.0,3.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,3,2,207.0,1.0,True,571.0,3.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,4,0,191.0,1.0,True,671.0,4.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,4,1,121.0,1.0,True,707.0,4.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,4,2,123.0,1.0,True,694.0,4.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,5,0,205.0,1.0,True,876.0,5.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,5,1,139.0,1.0,True,846.0,5.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,5,2,191.0,1.0,True,885.0,5.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,6,0,174.0,1.0,True,1050.0,6.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,6,1,210.0,1.0,True,1056.0,6.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,6,2,185.0,1.0,True,1070.0,6.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,7,0,132.0,1.0,True,1182.0,7.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,7,1,122.0,1.0,True,1178.0,7.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,7,2,120.0,1.0,True,1190.0,7.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,8,0,142.0,1.0,True,1324.0,8.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,8,1,124.0,1.0,True,1302.0,8.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,8,2,238.0,1.0,True,1428.0,8.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,9,0,146.0,1.0,True,1470.0,9.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,9,1,166.0,1.0,True,1468.0,9.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,9,2,131.0,1.0,True,1559.0,9.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,10,0,175.0,1.0,True,1645.0,10.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,10,1,231.0,1.0,True,1699.0,10.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,10,2,159.0,1.0,True,1718.0,10.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,11,0,165.0,1.0,True,1810.0,11.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,11,1,137.0,1.0,True,1836.0,11.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,11,2,202.0,1.0,True,1920.0,11.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,12,0,131.0,1.0,True,1941.0,12.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,12,1,136.0,1.0,True,1972.0,12.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,12,2,230.0,1.0,True,2150.0,12.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,13,0,120.0,1.0,True,2061.0,13.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,13,1,217.0,1.0,True,2189.0,13.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,13,2,180.0,1.0,True,2330.0,13.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,14,0,120.0,1.0,True,2181.0,14.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,14,1,121.0,1.0,True,2310.0,14.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,14,2,152.0,1.0,True,2482.0,14.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,15,0,154.0,1.0,True,2335.0,15.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,15,1,120.0,1.0,True,2430.0,15.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,15,2,121.0,1.0,True,2603.0,15.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,16,0,205.0,1.0,True,2540.0,16.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,16,1,130.0,1.0,True,2560.0,16.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,16,2,159.0,1.0,True,2762.0,16.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,17,0,123.0,1.0,True,2663.0,17.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,17,1,144.0,1.0,True,2704.0,17.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,17,2,172.0,1.0,True,2934.0,17.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,18,0,222.0,1.0,True,2885.0,18.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,18,1,180.0,1.0,True,2884.0,18.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,18,2,236.0,1.0,True,3170.0,18.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,19,0,129.0,1.0,True,3014.0,19.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,19,1,157.0,1.0,True,3041.0,19.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,19,2,120.0,1.0,True,3290.0,19.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,20,0,204.0,1.0,True,3218.0,20.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,20,1,127.0,1.0,True,3168.0,20.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,20,2,177.0,1.0,True,3467.0,20.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,21,0,211.0,1.0,True,3429.0,21.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,21,1,122.0,1.0,True,3290.0,21.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,21,2,140.0,1.0,True,3607.0,21.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,22,0,142.0,1.0,True,3571.0,22.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,22,1,124.0,1.0,True,3414.0,22.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,22,2,199.0,1.0,True,3806.0,22.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,23,0,178.0,1.0,True,3749.0,23.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,23,1,179.0,1.0,True,3593.0,23.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,23,2,182.0,1.0,True,3988.0,23.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,24,0,120.0,1.0,True,3869.0,24.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,24,1,139.0,1.0,True,3732.0,24.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,24,2,133.0,1.0,True,4121.0,24.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,25,0,120.0,1.0,True,3989.0,25.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,25,1,123.0,1.0,True,3855.0,25.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,25,2,123.0,1.0,True,4244.0,25.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,26,0,176.0,1.0,True,4165.0,26.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,26,1,128.0,1.0,True,3983.0,26.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,26,2,141.0,1.0,True,4385.0,26.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,27,0,160.0,1.0,True,4325.0,27.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,27,1,222.0,1.0,True,4205.0,27.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,27,2,148.0,1.0,True,4533.0,27.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,28,0,158.0,1.0,True,4483.0,28.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,28,1,129.0,1.0,True,4334.0,28.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,28,2,143.0,1.0,True,4676.0,28.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,29,0,155.0,1.0,True,4638.0,29.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,29,1,156.0,1.0,True,4490.0,29.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,29,2,176.0,1.0,True,4852.0,29.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,30,0,131.0,1.0,True,4769.0,30.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,30,1,208.0,1.0,True,4698.0,30.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,30,2,183.0,1.0,True,5035.0,30.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,31,0,131.0,1.0,True,4900.0,31.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,31,1,196.0,1.0,True,4894.0,31.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,31,2,121.0,1.0,True,5156.0,31.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,32,0,133.0,1.0,True,5033.0,32.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,32,1,122.0,1.0,True,5016.0,32.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,32,2,122.0,1.0,True,5278.0,32.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,33,0,173.0,1.0,True,5206.0,33.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,33,1,133.0,1.0,True,5149.0,33.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,33,2,123.0,1.0,True,5401.0,33.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,34,0,134.0,1.0,True,5340.0,34.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,34,1,125.0,1.0,True,5274.0,34.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,34,2,158.0,1.0,True,5559.0,34.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,35,0,138.0,1.0,True,5478.0,35.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,35,1,120.0,1.0,True,5394.0,35.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,35,2,134.0,1.0,True,5693.0,35.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,36,0,227.0,1.0,True,5705.0,36.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,36,1,121.0,1.0,True,5515.0,36.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,36,2,153.0,1.0,True,5846.0,36.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,37,0,134.0,1.0,True,5839.0,37.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,37,1,127.0,1.0,True,5642.0,37.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,37,2,163.0,1.0,True,6009.0,37.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,38,0,154.0,1.0,True,5993.0,38.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,38,1,134.0,1.0,True,5776.0,38.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,39,0,186.0,1.0,True,6179.0,39.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,39,1,121.0,1.0,True,5897.0,39.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,40,0,226.0,1.0,True,6405.0,40.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,40,1,132.0,1.0,True,6029.0,40.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,41,0,175.0,1.0,True,6580.0,41.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,41,1,171.0,1.0,True,6200.0,41.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,42,0,138.0,1.0,True,6718.0,42.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,42,1,122.0,1.0,True,6322.0,42.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,43,0,178.0,1.0,True,6896.0,43.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,43,1,153.0,1.0,True,6475.0,43.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,43,2,121.0,1.0,True,6130.0,38.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,44,0,123.0,1.0,True,7019.0,44.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,44,1,237.0,1.0,True,6712.0,44.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,45,0,172.0,1.0,True,7191.0,45.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,45,1,195.0,1.0,True,6907.0,45.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,46,0,175.0,1.0,True,7366.0,46.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,46,1,180.0,1.0,True,7087.0,46.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,47,0,154.0,1.0,True,7520.0,47.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,47,1,121.0,1.0,True,7208.0,47.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,47,2,125.0,1.0,True,6255.0,39.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,48,0,181.0,1.0,True,7701.0,48.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,48,1,229.0,1.0,True,7437.0,48.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,49,0,124.0,1.0,True,7825.0,49.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,49,1,171.0,1.0,True,7608.0,49.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,50,0,156.0,1.0,True,7981.0,50.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,50,1,230.0,1.0,True,7838.0,50.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,51,0,173.0,1.0,True,8154.0,51.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,51,1,178.0,1.0,True,8016.0,51.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,52,0,142.0,1.0,True,8296.0,52.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,52,1,191.0,1.0,True,8207.0,52.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,53,0,226.0,1.0,True,8522.0,53.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,53,1,232.0,1.0,True,8439.0,53.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,54,0,161.0,1.0,True,8683.0,54.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,54,1,120.0,1.0,True,8559.0,54.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,54,2,166.0,1.0,True,6421.0,40.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,55,0,153.0,1.0,True,8836.0,55.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,55,1,209.0,1.0,True,8768.0,55.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,55,2,187.0,1.0,True,6608.0,41.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,56,0,221.0,1.0,True,9057.0,56.0,323.0
