problema,geracao,pos,N,classe,cand_classe_ev,eh_nivel1,sig,sig_max,rank,rank_rel,count,desal,frac_n1
BBOB_F1,270,48,100,nivel_1,1,True,2.4685616493225098,4.25706148147583,68,0.68,2,1,0.92
BBOB_F1,274,72,100,nivel_1,1,True,4.8983941078186035,7.764777183532715,69,0.69,9,6,0.93
BBOB_F1,278,21,100,nivel_1,1,True,3.520808696746826,5.357802867889404,60,0.6,8,8,0.91
BBOB_F1,282,16,100,nivel_1,1,True,5.044279098510742,5.044279098510742,1,0.01,7,5,0.95
BBOB_F1,286,52,100,nivel_1,1,True,6.800887107849121,9.771345138549805,69,0.69,51,14,0.83
BBOB_F1,290,81,100,nivel_1,1,True,5.926762580871582,10.981513023376465,89,0.89,51,10,0.88
BBOB_F17,30,40,100,nivel_1,1,True,6.846903324127197,8.645018577575684,20,0.2,7,9,0.9
BBOB_F17,34,8,100,nivel_1,1,True,6.76162576675415,8.85659408569336,44,0.44,12,5,0.9
BBOB_F17,38,53,100,nivel_1,1,True,5.666562557220459,9.98250961303711,78,0.78,39,7,0.93
BBOB_F17,42,36,100,nivel_1,1,True,6.776561737060547,9.49985408782959,33,0.33,12,3,0.95
BBOB_F17,46,90,100,nivel_1,1,True,6.567986011505127,10.536004066467285,41,0.41,19,8,0.92
BBOB_F17,50,66,100,nivel_1,1,True,6.411430835723877,10.568206787109375,71,0.71,31,7,0.93
BBOB_F17,54,77,100,nivel_1,1,True,7.790606498718262,10.432868003845215,25,0.25,49,10,0.9
BBOB_F17,58,25,100,nivel_1,1,True,4.724694728851318,9.630806922912598,95,0.95,51,9,0.89
BBOB_F17,62,87,100,nivel_1,1,True,6.805775165557861,10.419032096862793,89,0.89,42,7,0.93
BBOB_F17,70,22,100,nivel_4,4,False,7.821526527404785,10.759057998657227,53,0.53,26,6,0.93
BBOB_F17,74,36,100,nivel_1,1,True,4.0385661125183105,8.791080474853516,94,0.94,16,9,0.91
BBOB_F17,78,56,100,nivel_1,1,True,2.512507677078247,7.4420647621154785,90,0.9,2,0,0.91
BBOB_F17,82,18,100,nivel_1,1,True,4.77923059463501,9.844114303588867,95,0.95,32,7,0.92
BBOB_F17,86,9,100,nivel_1,1,True,6.761995315551758,9.471047401428223,49,0.49,26,8,0.92
BBOB_F17,90,83,100,nivel_1,1,True,7.228942394256592,8.08574390411377,11,0.11,10,7,0.9
BBOB_F17,98,58,100,nivel_1,1,True,5.75992488861084,9.089489936828613,65,0.65,17,8,0.92
BBOB_F17,102,30,100,nivel_1,1,True,6.197632789611816,9.329423904418945,71,0.71,38,6,0.92
BBOB_F17,106,15,100,nivel_1,1,True,7.776383876800537,11.289920806884766,59,0.59,25,7,0.93
BBOB_F17,110,4,100,nivel_1,1,True,11.744485855102539,11.744485855102539,1,0.01,22,6,0.93
BBOB_F17,114,12,100,nivel_1,1,True,3.742530345916748,10.308150291442871,98,0.98,30,7,0.9
BBOB_F17,118,58,100,nivel_1,1,True,6.077107906341553,10.332551956176758,78,0.78,10,9,0.91
BBOB_F17,122,36,100,nivel_1,1,True,9.291827201843262,10.171335220336914,9,0.09,38,5,0.94
BBOB_F17,126,86,100,nivel_1,1,True,6.039743900299072,10.237226486206055,70,0.7,21,9,0.9
BBOB_F17,130,34,100,nivel_1,1,True,6.360194683074951,11.193037033081055,82,0.82,17,8,0.9
BBOB_F17,134,20,100,nivel_1,1,True,8.811617851257324,10.826653480529785,24,0.24,51,22,0.74
BBOB_F17,138,46,100,nivel_1,1,True,6.81394100189209,9.894695281982422,65,0.65,51,26,0.73
BBOB_F17,142,62,100,nivel_1,1,True,5.177393436431885,10.589775085449219,92,0.92,39,7,0.93
BBOB_F17,146,58,100,nivel_1,1,True,8.989331245422363,9.143874168395996,2,0.02,32,7,0.92
BBOB_F17,150,67,100,nivel_1,1,True,8.006482124328613,10.402700424194336,43,0.43,51,23,0.73
BBOB_F17,154,42,100,nivel_1,1,True,3.912677764892578,8.646535873413086,86,0.86,25,9,0.9
BBOB_F17,158,51,100,nivel_1,1,True,7.575181007385254,9.399580955505371,35,0.35,51,22,0.71
BBOB_F17,162,38,100,nivel_1,1,True,5.433186054229736,9.41890811920166,92,0.92,51,28,0.65
BBOB_F17,166,1,100,nivel_1,1,True,9.834681510925293,9.834681510925293,1,0.01,29,8,0.9
BBOB_F17,170,11,100,nivel_1,1,True,9.6160888671875,9.6160888671875,1,0.01,40,6,0.93
BBOB_F17,174,39,100,nivel_1,1,True,8.242301940917969,8.242301940917969,1,0.01,44,4,0.95
BBOB_F17,178,67,100,nivel_1,1,True,6.754763126373291,9.376849174499512,64,0.64,51,15,0.81
BBOB_F17,182,66,100,nivel_1,1,True,5.651264190673828,9.577305793762207,90,0.9,51,17,0.8
BBOB_F17,186,28,100,nivel_1,1,True,6.658023834228516,9.172872543334961,48,0.48,50,9,0.9
BBOB_F17,190,14,100,nivel_1,1,True,6.15717077255249,10.943490982055664,61,0.61,51,20,0.78
BBOB_F17,194,0,100,nivel_1,1,True,10.448573112487793,10.448573112487793,1,0.01,51,16,0.81
BBOB_F17,198,14,100,nivel_1,1,True,3.971433639526367,7.946767330169678,46,0.46,4,6,0.9
BBOB_F17,202,89,100,nivel_1,1,True,4.895619869232178,8.74087905883789,85,0.85,27,7,0.93
BBOB_F17,206,44,100,nivel_1,1,True,5.236514091491699,9.580265998840332,99,0.99,51,11,0.86
BBOB_F17,210,60,100,nivel_1,1,True,5.270904541015625,8.188287734985352,74,0.74,32,4,0.96
BBOB_F17,214,74,100,nivel_1,1,True,3.7214231491088867,6.408287048339844,65,0.65,5,6,0.94
BBOB_F17,218,33,100,nivel_1,1,True,6.3993048667907715,8.677875518798828,60,0.6,29,10,0.9
BBOB_F17,222,3,100,nivel_1,1,True,9.164165496826172,9.618793487548828,3,0.03,31,9,0.9
BBOB_F17,226,79,100,nivel_1,1,True,7.430881977081299,8.98558521270752,38,0.38,41,7,0.91
BBOB_F17,230,73,100,nivel_1,1,True,7.527005195617676,10.041927337646484,34,0.34,51,17,0.83
BBOB_F17,234,29,100,nivel_1,1,True,6.823854446411133,9.983590126037598,45,0.45,35,8,0.9
BBOB_F17,238,68,100,nivel_1,1,True,6.457576751708984,10.295774459838867,64,0.64,31,9,0.91
BBOB_F17,242,37,100,nivel_1,1,True,5.563867568969727,9.397989273071289,76,0.76,36,9,0.9
BBOB_F17,246,77,100,nivel_1,1,True,5.738496780395508,10.142354011535645,77,0.77,51,12,0.86
BBOB_F17,250,15,100,nivel_1,1,True,4.5982465744018555,7.632771015167236,76,0.76,19,8,0.9
BBOB_F17,254,54,100,nivel_1,1,True,6.162176132202148,10.216394424438477,62,0.62,51,25,0.72
BBOB_F17,258,46,100,nivel_1,1,True,5.643227577209473,8.668774604797363,60,0.6,41,9,0.9
BBOB_F17,262,30,100,nivel_1,1,True,9.703322410583496,9.703322410583496,1,0.01,32,5,0.94
BBOB_F17,266,90,100,nivel_1,1,True,6.1100358963012695,9.780406951904297,44,0.44,21,7,0.93
BBOB_F17,270,42,100,nivel_1,1,True,6.336307525634766,9.463281631469727,59,0.59,45,6,0.93
BBOB_F17,274,0,100,nivel_1,1,True,8.356668472290039,9.872279167175293,29,0.29,34,9,0.9
BBOB_F22,58,68,100,nivel_1,1,True,2.902500867843628,6.641256809234619,91,0.91,3,5,0.93
BBOB_F22,62,60,100,nivel_1,1,True,7.310122966766357,8.003901481628418,6,0.06,16,9,0.9
BBOB_F22,66,53,100,nivel_1,1,True,3.4806079864501953,9.600626945495605,95,0.95,26,9,0.9
BBOB_F22,70,69,100,nivel_1,1,True,5.6895270347595215,10.177367210388184,85,0.85,51,18,0.77
BBOB_F22,74,47,100,nivel_1,1,True,7.896631240844727,10.364873886108398,28,0.28,51,22,0.73
BBOB_F22,78,15,100,nivel_1,1,True,8.339903831481934,9.835829734802246,5,0.05,51,20,0.77
BBOB_F22,82,73,100,nivel_1,1,True,5.21091365814209,8.816476821899414,85,0.85,51,22,0.75
BBOB_F22,86,4,100,nivel_1,1,True,5.4278130531311035,9.636507034301758,79,0.79,51,28,0.64
BBOB_F22,90,3,100,nivel_1,1,True,6.7606401443481445,8.302285194396973,27,0.27,51,14,0.8
BBOB_F22,94,33,100,nivel_1,1,True,7.337929725646973,8.79522705078125,15,0.15,51,22,0.64
BBOB_F22,98,38,100,nivel_3,3,False,7.1338911056518555,8.255232810974121,10,0.1,51,31,0.54
BBOB_F22,102,14,100,nivel_1,1,True,5.330704689025879,8.835311889648438,43,0.43,51,26,0.68
BBOB_F22,106,54,100,nivel_1,1,True,4.397487640380859,6.018167495727539,15,0.15,6,6,0.94
BBOB_F22,110,59,100,nivel_1,1,True,5.000955104827881,7.445885181427002,64,0.64,51,27,0.6
BBOB_F22,114,1,100,nivel_1,1,True,5.710163116455078,7.742975234985352,33,0.33,51,35,0.59
BBOB_F22,118,69,100,nivel_1,1,True,6.098304271697998,7.339305877685547,10,0.1,51,12,0.78
BBOB_F22,122,87,100,nivel_1,1,True,10.229415893554688,10.229415893554688,1,0.01,43,9,0.91
BBOB_F22,126,28,100,nivel_1,1,True,5.953066349029541,9.235963821411133,54,0.54,51,20,0.72
BBOB_F22,130,11,100,nivel_1,1,True,4.516223430633545,8.49929428100586,71,0.71,51,28,0.64
BBOB_F22,134,21,100,nivel_1,1,True,6.479534149169922,8.39008903503418,31,0.31,51,22,0.71
BBOB_F22,138,70,100,nivel_1,1,True,5.957540035247803,8.206659317016602,42,0.42,51,21,0.76
BBOB_F22,142,31,100,nivel_1,1,True,5.19338846206665,7.610387325286865,50,0.5,51,26,0.68
BBOB_F22,146,25,100,nivel_1,1,True,5.726439952850342,8.318644523620605,74,0.74,51,14,0.79
BBOB_F22,150,12,100,nivel_1,1,True,7.233917713165283,9.473423957824707,32,0.32,51,29,0.68
BBOB_F22,154,45,100,nivel_1,1,True,5.510610103607178,7.630856513977051,56,0.56,51,24,0.68
BBOB_F22,158,51,100,nivel_1,1,True,6.110317230224609,6.395999431610107,7,0.07,51,27,0.68
BBOB_F22,162,45,100,nivel_1,1,True,6.593456268310547,7.851031303405762,14,0.14,51,23,0.75
BBOB_F22,166,58,100,nivel_1,1,True,5.70388650894165,7.362647533416748,21,0.21,51,26,0.63
BBOB_F22,170,10,100,nivel_2,2,False,4.299975395202637,6.967517375946045,49,0.49,51,33,0.55
BBOB_F22,174,39,100,nivel_1,1,True,5.07875394821167,7.760695934295654,27,0.27,51,41,0.53
BBOB_F22,178,63,100,nivel_1,1,True,4.689718246459961,7.702500343322754,42,0.42,51,29,0.66
BBOB_F22,182,45,100,nivel_1,1,True,5.850059986114502,10.240619659423828,46,0.46,51,15,0.8
BBOB_F22,186,61,100,nivel_1,1,True,6.630118370056152,7.912415027618408,17,0.17,51,20,0.76
BBOB_F22,190,23,100,nivel_1,1,True,3.2612640857696533,8.405295372009277,89,0.89,51,19,0.79
BBOB_F22,194,2,100,nivel_1,1,True,2.432482957839966,7.5924906730651855,100,1.0,51,28,0.68
BBOB_F22,198,1,100,nivel_1,1,True,2.1267380714416504,4.310791492462158,53,0.53,4,5,0.95
BBOB_F22,202,8,100,nivel_1,1,True,8.1719388961792,9.929366111755371,23,0.23,51,20,0.8
BBOB_F22,206,22,100,nivel_1,1,True,4.739621639251709,8.030529022216797,69,0.69,51,28,0.66
BBOB_F22,210,25,100,nivel_1,1,True,7.626387119293213,8.715886116027832,21,0.21,29,7,0.92
BBOB_F22,214,34,100,nivel_1,1,True,5.52716588973999,7.435044765472412,47,0.47,51,22,0.72
BBOB_F22,218,71,100,nivel_1,1,True,6.351573944091797,8.832377433776855,54,0.54,51,23,0.72
BBOB_F22,222,77,100,nivel_1,1,True,4.579744815826416,6.9265336990356445,54,0.54,51,17,0.78
BBOB_F22,226,48,100,nivel_2,2,False,2.5842244625091553,4.068361759185791,20,0.2,3,9,0.9
BBOB_F22,230,52,100,nivel_1,1,True,5.462440013885498,7.130672931671143,43,0.43,51,12,0.84
BBOB_F22,234,29,100,nivel_1,1,True,5.782013893127441,9.091561317443848,36,0.36,51,31,0.66
BBOB_F22,238,70,100,nivel_1,1,True,3.6611571311950684,7.902306079864502,100,1.0,51,20,0.72
BBOB_F22,242,31,100,nivel_1,1,True,4.333318710327148,7.242578506469727,76,0.76,51,28,0.69
BBOB_F22,246,70,100,nivel_1,1,True,6.504480838775635,8.288034439086914,30,0.3,51,25,0.73
BBOB_F22,250,6,100,nivel_1,1,True,5.313868522644043,6.945034980773926,30,0.3,51,26,0.67
BBOB_F22,254,37,100,nivel_1,1,True,3.557687997817993,7.430233478546143,95,0.95,51,29,0.66
BBOB_F22,258,19,100,nivel_1,1,True,6.505522727966309,7.295950889587402,8,0.08,51,18,0.75
BBOB_F22,262,46,100,nivel_1,1,True,4.751740455627441,5.1678690910339355,9,0.09,51,21,0.78
BBOB_F22,266,6,100,nivel_1,1,True,5.129576683044434,8.596674919128418,28,0.28,51,28,0.67
BBOB_F22,270,0,100,nivel_1,1,True,4.086417198181152,8.263103485107422,72,0.72,51,21,0.75
BBOB_F22,274,0,100,nivel_1,1,True,8.834187507629395,8.834187507629395,1,0.01,51,23,0.72
BBOB_F22,278,44,100,nivel_1,1,True,7.145210266113281,7.29780912399292,3,0.03,51,17,0.71
BBOB_F22,282,55,100,nivel_1,1,True,2.96262788772583,6.418674468994141,82,0.82,51,32,0.64
BBOB_F37,82,1,100,nivel_1,1,True,9.935785293579102,9.935785293579102,1,0.01,51,17,0.82
BBOB_F37,86,59,100,nivel_1,1,True,6.585605621337891,10.023666381835938,61,0.61,51,16,0.82
BBOB_F37,90,69,100,nivel_1,1,True,8.51395034790039,9.212250709533691,12,0.12,40,7,0.9
BBOB_F37,98,69,100,nivel_1,1,True,7.788941860198975,10.260469436645508,39,0.39,51,21,0.77
BBOB_F37,102,48,100,nivel_1,1,True,7.427445411682129,10.117596626281738,41,0.41,51,20,0.73
BBOB_F37,110,30,100,nivel_1,1,True,7.6999831199646,9.873907089233398,36,0.36,51,20,0.77
BBOB_F37,114,50,100,nivel_1,1,True,5.810689926147461,10.315605163574219,69,0.69,51,27,0.72
BBOB_F37,118,14,100,nivel_1,1,True,5.243956565856934,8.64775276184082,77,0.77,51,21,0.75
BBOB_F37,122,34,100,nivel_1,1,True,5.546453952789307,10.127471923828125,84,0.84,51,25,0.7
BBOB_F37,126,5,100,nivel_1,1,True,6.912296772003174,10.281482696533203,67,0.67,51,15,0.84
BBOB_F37,130,75,100,nivel_1,1,True,8.038381576538086,8.668095588684082,11,0.11,51,18,0.78
BBOB_F37,134,41,100,nivel_1,1,True,5.85831356048584,7.784340858459473,28,0.28,51,19,0.79
BBOB_F37,138,56,100,nivel_1,1,True,4.992737770080566,9.189135551452637,77,0.77,51,15,0.79
BBOB_F37,142,40,100,nivel_1,1,True,4.158769607543945,9.057483673095703,99,0.99,51,16,0.78
BBOB_F37,146,47,100,nivel_1,1,True,6.101840496063232,9.005309104919434,57,0.57,51,34,0.6
BBOB_F37,150,38,100,nivel_1,1,True,4.419522285461426,8.484436988830566,85,0.85,51,18,0.8
BBOB_F37,154,16,100,nivel_1,1,True,4.855657577514648,8.392526626586914,62,0.62,51,25,0.71
BBOB_F37,158,32,100,nivel_1,1,True,6.343825817108154,8.700572967529297,69,0.69,42,8,0.91
BBOB_F37,162,74,100,nivel_1,1,True,4.8205647468566895,8.05184268951416,45,0.45,51,18,0.8
BBOB_F37,166,81,100,nivel_1,1,True,4.151856899261475,7.096435070037842,65,0.65,37,6,0.91
BBOB_F37,170,77,100,nivel_1,1,True,5.582030773162842,10.619974136352539,88,0.88,51,20,0.78
BBOB_F37,174,27,100,nivel_1,1,True,5.452447414398193,7.438749313354492,40,0.4,51,25,0.71
BBOB_F37,178,53,100,nivel_1,1,True,4.734379291534424,8.487499237060547,79,0.79,51,20,0.74
BBOB_F37,182,0,100,nivel_1,1,True,7.996417045593262,8.102771759033203,2,0.02,51,19,0.76
BBOB_F37,186,74,100,nivel_1,1,True,6.310624122619629,9.974440574645996,34,0.34,51,19,0.77
BBOB_F37,190,88,100,nivel_1,1,True,4.830752372741699,7.228241443634033,25,0.25,50,10,0.9
BBOB_F37,194,47,100,nivel_1,1,True,6.262569427490234,7.859488010406494,25,0.25,34,9,0.91
BBOB_F37,198,5,100,nivel_1,1,True,3.9962663650512695,9.358858108520508,73,0.73,51,15,0.8
BBOB_F37,202,58,100,nivel_1,1,True,4.115566730499268,6.6728196144104,71,0.71,51,22,0.72
BBOB_F37,206,89,100,nivel_1,1,True,4.21875524520874,6.49872350692749,73,0.73,9,7,0.93
BBOB_F37,210,54,100,nivel_1,1,True,5.621933937072754,9.504403114318848,58,0.58,51,26,0.67
BBOB_F37,214,55,100,nivel_1,1,True,5.487020492553711,7.395287990570068,69,0.69,51,17,0.75
BBOB_F37,218,3,100,nivel_1,1,True,5.557322025299072,8.163504600524902,28,0.28,39,10,0.9
BBOB_F37,222,15,100,nivel_1,1,True,7.346479415893555,9.294815063476562,30,0.3,51,20,0.78
BBOB_F37,226,23,100,nivel_1,1,True,6.000179767608643,8.598793029785156,30,0.3,51,23,0.67
BBOB_F37,230,6,100,nivel_1,1,True,10.168755531311035,10.168755531311035,1,0.01,51,16,0.82
BBOB_F37,234,50,100,nivel_1,1,True,8.474076271057129,9.286881446838379,4,0.04,51,16,0.83
BBOB_F37,238,61,100,nivel_1,1,True,5.010798454284668,8.670490264892578,87,0.87,51,18,0.78
BBOB_F37,242,50,100,nivel_1,1,True,5.744816303253174,7.942863464355469,68,0.68,51,17,0.79
BBOB_F37,246,59,100,nivel_1,1,True,3.6473584175109863,8.66419506072998,93,0.93,51,22,0.7
BBOB_F37,250,57,100,nivel_1,1,True,1.2780499458312988,4.305403232574463,76,0.76,2,0,0.96
BBOB_F37,254,64,100,nivel_1,1,True,4.944744110107422,6.709860324859619,32,0.32,3,6,0.94
BBOB_F37,258,23,100,nivel_1,1,True,8.872319221496582,9.355293273925781,4,0.04,45,7,0.92
BBOB_F37,262,71,100,nivel_1,1,True,5.025656223297119,7.364774703979492,59,0.59,20,8,0.91
BBOB_F37,266,83,100,nivel_1,1,True,5.98712158203125,7.788031578063965,54,0.54,36,8,0.91
BBOB_F37,270,1,100,nivel_1,1,True,5.581456661224365,5.581456661224365,1,0.01,3,9,0.9
BBOB_F37,274,32,100,nivel_1,1,True,5.942314624786377,8.453872680664062,61,0.61,51,16,0.79
BBOB_F37,278,90,100,nivel_1,1,True,3.495725154876709,6.984638690948486,92,0.92,19,7,0.93
BBOB_F37,282,39,100,nivel_1,1,True,5.010709285736084,9.484233856201172,79,0.79,51,28,0.68
BBOB_F37,286,19,100,nivel_1,1,True,6.294049263000488,7.513950824737549,21,0.21,51,21,0.74
BBOB_F37,290,63,100,nivel_1,1,True,5.277883052825928,5.67997407913208,8,0.08,51,26,0.68
BBOB_F37,294,51,100,nivel_1,1,True,7.088103294372559,9.541729927062988,56,0.56,51,19,0.8
BBOB_F49,38,5,100,nivel_1,1,True,5.576484203338623,9.534612655639648,85,0.85,51,29,0.68
BBOB_F49,42,2,100,nivel_1,1,True,9.62211799621582,9.62211799621582,1,0.01,30,6,0.94
BBOB_F49,46,51,100,nivel_1,1,True,4.958012104034424,8.832803726196289,95,0.95,11,7,0.93
BBOB_F49,50,58,100,nivel_1,1,True,5.652864456176758,7.435403347015381,18,0.18,2,2,0.9
BBOB_F49,54,29,100,nivel_1,1,True,7.779947280883789,11.288029670715332,37,0.37,28,8,0.91
BBOB_F49,58,78,100,nivel_1,1,True,6.426389694213867,9.589966773986816,43,0.43,17,6,0.92
BBOB_F49,62,19,100,nivel_1,1,True,2.4852659702301025,5.808886528015137,91,0.91,2,0,0.91
BBOB_F49,66,1,100,nivel_1,1,True,10.226354598999023,10.226354598999023,1,0.01,46,8,0.92
BBOB_F49,70,12,100,nivel_1,1,True,7.8762407302856445,8.687698364257812,9,0.09,9,10,0.9
BBOB_F49,74,4,100,nivel_1,1,True,7.386547088623047,7.386547088623047,1,0.01,4,7,0.92
BBOB_F49,78,10,100,nivel_1,1,True,5.2514448165893555,10.05966567993164,91,0.91,28,8,0.9
BBOB_F49,82,6,100,nivel_1,1,True,6.613857746124268,9.293888092041016,60,0.6,51,17,0.83
BBOB_F49,86,81,100,nivel_1,1,True,6.132989883422852,8.962571144104004,56,0.56,21,6,0.93
BBOB_F49,90,7,100,nivel_1,1,True,5.664595603942871,9.534078598022461,79,0.79,51,21,0.76
BBOB_F49,94,76,100,nivel_1,1,True,7.596911430358887,10.428258895874023,33,0.33,41,8,0.91
BBOB_F49,98,39,100,nivel_1,1,True,6.123257637023926,9.459136962890625,73,0.73,51,15,0.85
BBOB_F49,106,45,100,nivel_1,1,True,4.45884895324707,8.824609756469727,93,0.93,51,25,0.72
BBOB_F49,110,45,100,nivel_1,1,True,6.832104206085205,10.274003982543945,52,0.52,51,29,0.63
BBOB_F49,114,68,100,nivel_1,1,True,3.3895816802978516,8.931056022644043,95,0.95,14,8,0.91
BBOB_F49,118,42,100,nivel_1,1,True,7.396963119506836,9.757561683654785,47,0.47,51,14,0.84
BBOB_F49,122,54,100,nivel_1,1,True,7.331009387969971,9.895370483398438,56,0.56,51,14,0.82
BBOB_F49,130,43,100,nivel_1,1,True,5.420012950897217,8.566205024719238,78,0.78,51,19,0.78
BBOB_F49,134,91,100,nivel_1,1,True,5.9748148918151855,9.178055763244629,63,0.63,32,8,0.92
BBOB_F49,138,33,100,nivel_1,1,True,5.820324420928955,9.06761646270752,74,0.74,51,15,0.79
BBOB_F49,142,29,100,nivel_1,1,True,7.705260276794434,8.83717155456543,9,0.09,51,17,0.82
BBOB_F49,146,25,100,nivel_1,1,True,4.241094589233398,7.763826370239258,84,0.84,51,20,0.79
BBOB_F49,150,83,100,nivel_1,1,True,7.343361854553223,10.357763290405273,38,0.38,46,10,0.9
BBOB_F49,158,0,100,nivel_1,1,True,7.653385639190674,7.653385639190674,1,0.01,37,9,0.9
BBOB_F49,162,2,100,nivel_1,1,True,8.031835556030273,8.031835556030273,1,0.01,44,8,0.9
BBOB_F49,166,29,100,nivel_1,1,True,6.222258567810059,7.970925807952881,18,0.18,24,9,0.91
BBOB_F49,170,70,100,nivel_1,1,True,7.473040580749512,8.489300727844238,10,0.1,51,15,0.83
BBOB_F49,174,69,100,nivel_1,1,True,8.220898628234863,9.204490661621094,14,0.14,51,18,0.78
BBOB_F49,178,71,100,nivel_1,1,True,5.311163902282715,10.099913597106934,89,0.89,51,15,0.85
