problema,geracao,solution_id,pred_score,pred_confianca,estado,lote,nd_vs_arq,n_domina,n_dominado_por,frac_domina,pos
BBOB_F1,176,294,0.0,0.5,3,1,False,89,10,0.30272108843537415,294
BBOB_F1,177,295,0.0,0.5,3,1,True,200,0,0.6779661016949152,295
BBOB_F1,178,296,0.0,0.5,3,1,False,149,25,0.5033783783783784,296
BBOB_F1,179,297,0.0,0.5,3,1,True,190,0,0.6397306397306397,297
BBOB_F1,180,298,0.0,0.3333333432674408,3,1,False,196,8,0.6577181208053692,298
BBOB_F1,181,299,0.0,0.3333333432674408,3,1,False,116,55,0.3879598662207358,299
BBOB_F1,182,300,0.0,0.5,3,1,False,105,1,0.35,300
BBOB_F1,183,301,0.0,0.5,3,1,False,151,9,0.5016611295681063,301
BBOB_F1,184,302,0.0,0.1666666716337204,3,1,False,175,11,0.5794701986754967,302
BBOB_F1,185,303,0.0,0.3333333432674408,3,1,True,227,0,0.7491749174917491,303
BBOB_F1,186,304,0.0,0.3333333432674408,3,1,True,227,0,0.7467105263157895,304
BBOB_F1,187,305,0.0,0.5,3,1,False,87,29,0.28524590163934427,305
BBOB_F1,188,306,0.0,0.3333333432674408,3,1,False,98,3,0.3202614379084967,306
BBOB_F1,189,307,0.0,0.3333333432674408,3,1,True,227,0,0.739413680781759,307
BBOB_F1,190,308,0.0,0.3333333432674408,3,1,False,60,70,0.19480519480519481,308
BBOB_F17,1,109,0.0,0.0,3,1,False,18,17,0.1651376146788991,109
BBOB_F17,2,110,0.0,0.0,3,1,False,11,4,0.1,110
BBOB_F17,3,111,0.0,0.0,3,1,False,34,4,0.3063063063063063,111
BBOB_F17,4,112,0.0,0.0,3,1,False,6,34,0.05357142857142857,112
BBOB_F17,5,113,0.0,0.0,3,1,False,30,8,0.26548672566371684,113
BBOB_F17,6,114,0.0,0.0,3,1,False,18,18,0.15789473684210525,114
BBOB_F17,7,115,0.0,0.0,3,1,False,8,10,0.06956521739130435,115
BBOB_F17,8,116,0.0,0.0,3,1,False,52,3,0.4482758620689655,116
BBOB_F17,9,117,0.0,0.0,3,1,False,25,10,0.21367521367521367,117
BBOB_F17,10,118,0.0,0.1666666716337204,3,1,False,10,2,0.0847457627118644,118
BBOB_F17,11,119,0.0,0.0,3,1,False,55,3,0.46218487394957986,119
BBOB_F17,12,120,0.0,0.1666666716337204,3,1,False,21,15,0.175,120
BBOB_F17,13,121,0.0,0.0,3,1,False,23,15,0.19008264462809918,121
BBOB_F17,14,122,0.0,0.0,3,1,False,9,17,0.07377049180327869,122
BBOB_F17,15,123,0.0,0.0,3,1,True,50,0,0.4065040650406504,123
BBOB_F17,16,124,0.0,0.0,3,1,False,15,8,0.12096774193548387,124
BBOB_F17,17,125,0.0,0.1666666716337204,3,1,False,40,3,0.32,125
BBOB_F17,18,126,0.0,0.0,3,1,False,7,25,0.05555555555555555,126
BBOB_F17,19,127,0.0,0.0,3,1,False,32,1,0.25196850393700787,127
BBOB_F17,20,128,0.0,0.1666666716337204,3,1,True,79,0,0.6171875,128
BBOB_F17,21,129,0.0,0.0,3,1,True,112,0,0.8682170542635659,129
BBOB_F17,22,130,0.0,0.3333333432674408,3,1,False,102,1,0.7846153846153846,130
BBOB_F17,23,131,0.0,0.5,3,1,True,116,0,0.8854961832061069,131
BBOB_F17,24,132,0.0,0.6666666865348816,3,1,False,59,5,0.44696969696969696,132
BBOB_F17,25,133,0.0,0.3333333432674408,3,1,False,33,1,0.24812030075187969,133
BBOB_F17,26,134,0.0,0.3333333432674408,3,1,False,33,15,0.2462686567164179,134
BBOB_F17,27,135,0.0,0.1666666716337204,3,1,True,95,0,0.7037037037037037,135
BBOB_F17,28,136,0.0,0.3333333432674408,3,1,False,9,10,0.0661764705882353,136
BBOB_F17,29,137,0.0,0.1666666716337204,3,1,False,0,10,0.0,137
BBOB_F17,30,138,0.0,0.0,3,1,False,16,1,0.11594202898550725,138
BBOB_F17,31,139,0.0,0.1666666716337204,3,1,False,44,14,0.31654676258992803,139
BBOB_F17,32,140,0.0,0.1666666716337204,3,1,False,55,8,0.39285714285714285,140
BBOB_F17,33,141,0.0,0.0,3,1,False,4,10,0.028368794326241134,141
BBOB_F17,34,142,0.0,0.1666666716337204,3,1,False,16,30,0.11267605633802817,142
BBOB_F17,35,143,0.0,0.1666666716337204,3,1,False,71,6,0.4965034965034965,143
BBOB_F17,36,144,0.0,0.3333333432674408,3,1,False,33,12,0.22916666666666666,144
BBOB_F17,37,145,0.0,0.3333333432674408,3,1,False,6,11,0.041379310344827586,145
BBOB_F17,38,146,0.0,0.3333333432674408,3,1,False,81,4,0.5547945205479452,146
BBOB_F17,39,147,0.0,0.3333333432674408,3,1,True,18,0,0.12244897959183673,147
BBOB_F17,40,148,0.0,0.3333333432674408,3,1,True,54,0,0.36486486486486486,148
BBOB_F17,41,149,0.0,0.5,3,1,False,16,6,0.10738255033557047,149
BBOB_F17,42,150,0.0,0.5,3,1,False,55,3,0.36666666666666664,150
BBOB_F17,43,151,0.0,0.1666666716337204,3,1,False,74,5,0.4900662251655629,151
BBOB_F17,44,152,0.0,0.6666666865348816,3,1,False,96,3,0.631578947368421,152
BBOB_F17,45,153,0.0,0.3333333432674408,3,1,False,56,8,0.3660130718954248,153
BBOB_F17,46,154,0.0,0.5,3,1,True,101,0,0.6558441558441559,154
BBOB_F17,47,155,0.0,0.0,3,1,False,80,6,0.5161290322580645,155
BBOB_F17,48,156,0.0,0.1666666716337204,3,1,False,40,14,0.2564102564102564,156
BBOB_F17,49,157,0.0,0.1666666716337204,3,1,True,62,0,0.39490445859872614,157
BBOB_F17,50,158,0.0,0.1666666716337204,3,1,False,48,6,0.3037974683544304,158
BBOB_F17,51,159,0.0,0.3333333432674408,3,1,False,14,12,0.0880503144654088,159
BBOB_F17,52,160,0.0,0.0,3,1,True,139,0,0.86875,160
BBOB_F17,53,161,0.0,0.3333333432674408,3,1,False,29,5,0.18012422360248448,161
BBOB_F17,54,162,0.0,0.1666666716337204,3,1,False,23,1,0.1419753086419753,162
BBOB_F17,55,163,0.0,0.3333333432674408,3,1,False,10,4,0.06134969325153374,163
BBOB_F17,56,164,0.0,0.1666666716337204,3,1,False,33,2,0.20121951219512196,164
BBOB_F17,57,165,0.0,0.3333333432674408,3,1,False,15,33,0.09090909090909091,165
BBOB_F17,58,166,0.0,0.1666666716337204,3,1,False,22,30,0.13253012048192772,166
BBOB_F17,59,167,0.0,0.5,3,1,False,11,12,0.0658682634730539,167
BBOB_F17,60,168,0.0,0.5,3,1,False,105,3,0.625,168
BBOB_F17,61,169,0.0,0.1666666716337204,3,1,False,110,2,0.650887573964497,169
BBOB_F17,62,170,0.0,0.1666666716337204,3,1,True,107,0,0.6294117647058823,170
BBOB_F17,63,171,0.0,0.1666666716337204,3,1,False,26,2,0.15204678362573099,171
BBOB_F17,64,172,0.0,0.1666666716337204,3,1,False,23,32,0.13372093023255813,172
BBOB_F17,65,173,0.0,0.1666666716337204,3,1,False,134,2,0.7745664739884393,173
BBOB_F17,66,174,0.0,0.3333333432674408,3,1,True,148,0,0.8505747126436781,174
BBOB_F17,67,175,0.0,0.1666666716337204,3,1,False,33,25,0.18857142857142858,175
BBOB_F17,68,176,0.0,0.1666666716337204,3,1,False,62,2,0.3522727272727273,176
BBOB_F17,69,177,0.0,0.6666666865348816,3,1,False,40,24,0.22598870056497175,177
BBOB_F17,70,178,0.0,0.6666666865348816,3,1,True,122,0,0.6853932584269663,178
BBOB_F17,71,179,0.0,0.3333333432674408,3,1,False,23,14,0.12849162011173185,179
BBOB_F17,72,180,0.0,0.3333333432674408,3,1,False,76,11,0.4222222222222222,180
BBOB_F17,73,181,0.0,0.3333333432674408,3,1,False,108,5,0.5966850828729282,181
BBOB_F17,74,182,0.0,0.3333333432674408,3,1,False,20,6,0.10989010989010989,182
BBOB_F17,75,183,0.0,0.3333333432674408,3,1,True,147,0,0.8032786885245902,183
BBOB_F17,76,184,0.0,0.5,3,1,False,89,4,0.483695652173913,184
BBOB_F17,77,185,0.0,0.5,3,1,False,28,1,0.15135135135135136,185
BBOB_F17,78,186,0.0,0.5,3,1,True,34,0,0.1827956989247312,186
BBOB_F17,79,187,0.0,0.5,3,1,False,75,10,0.40106951871657753,187
BBOB_F17,80,188,0.0,0.3333333432674408,3,1,False,115,3,0.6117021276595744,188
BBOB_F17,81,189,0.0,0.1666666716337204,3,1,False,117,6,0.6190476190476191,189
BBOB_F17,82,190,0.0,0.6666666865348816,3,1,False,97,11,0.5105263157894737,190
BBOB_F17,83,191,0.0,0.3333333432674408,3,1,False,101,8,0.5287958115183246,191
BBOB_F17,84,192,0.0,0.6666666865348816,3,1,False,5,80,0.026041666666666668,192
BBOB_F17,85,193,0.0,0.5,3,1,False,102,9,0.5284974093264249,193
BBOB_F17,86,194,0.0,0.1666666716337204,3,1,False,98,5,0.5051546391752577,194
BBOB_F17,87,195,0.0,0.1666666716337204,3,1,False,63,3,0.3230769230769231,195
BBOB_F17,88,196,0.0,0.3333333432674408,3,1,True,97,0,0.49489795918367346,196
BBOB_F17,89,197,0.0,0.3333333432674408,3,1,False,23,8,0.116751269035533,197
BBOB_F17,90,198,0.0,0.5,3,1,False,12,6,0.06060606060606061,198
BBOB_F17,91,199,0.0,0.1666666716337204,3,1,False,110,3,0.5527638190954773,199
BBOB_F17,92,200,0.0,0.1666666716337204,3,1,False,64,3,0.32,200
BBOB_F17,93,201,0.0,0.3333333432674408,3,1,False,120,7,0.5970149253731343,201
BBOB_F17,94,202,0.0,0.3333333432674408,3,1,True,40,0,0.19801980198019803,202
BBOB_F17,95,203,0.0,0.1666666716337204,3,1,True,122,0,0.6009852216748769,203
BBOB_F17,96,204,0.0,0.3333333432674408,3,1,False,36,10,0.17647058823529413,204
BBOB_F17,97,205,0.0,0.3333333432674408,3,1,False,9,40,0.04390243902439024,205
BBOB_F17,98,206,0.0,0.3333333432674408,3,1,False,92,7,0.44660194174757284,206
BBOB_F17,99,207,0.0,0.6666666865348816,3,1,False,7,95,0.033816425120772944,207
BBOB_F17,100,208,0.0,0.5,3,1,False,110,2,0.5288461538461539,208
BBOB_F17,101,209,0.0,0.5,3,1,False,148,1,0.7081339712918661,209
BBOB_F17,102,210,0.0,0.5,3,1,False,72,17,0.34285714285714286,210
BBOB_F17,103,211,0.0,0.6666666865348816,3,1,False,123,5,0.5829383886255924,211
BBOB_F17,104,212,0.0,0.5,3,1,False,145,4,0.6839622641509434,212
BBOB_F17,105,213,0.0,0.3333333432674408,3,1,False,46,17,0.215962441314554,213
BBOB_F17,106,214,0.0,0.3333333432674408,3,1,True,141,0,0.6588785046728972,214
BBOB_F17,107,215,0.0,0.1666666716337204,3,1,True,190,0,0.8837209302325582,215
BBOB_F17,108,216,0.0,0.1666666716337204,3,1,False,70,2,0.32407407407407407,216
BBOB_F17,109,217,0.0,0.1666666716337204,3,1,False,35,1,0.16129032258064516,217
BBOB_F17,110,218,0.0,0.3333333432674408,3,1,False,25,11,0.11467889908256881,218
BBOB_F17,111,219,0.0,0.5,3,1,False,72,2,0.3287671232876712,219
BBOB_F17,112,220,0.0,0.3333333432674408,3,1,True,86,0,0.39090909090909093,220
BBOB_F17,113,221,0.0,0.3333333432674408,3,1,False,19,16,0.08597285067873303,221
BBOB_F17,114,222,0.0,0.3333333432674408,3,1,False,36,5,0.16216216216216217,222
