corpus,problema,ger,n_desal,razao_global,razao_S,argmaxS,argmax_g,dist,dmax
s42,BBOB_F17,62,7,0.6532060850073688,0.6532060850073688,0,0,6.805775165557861,10.419032096862793
s42,BBOB_F17,70,6,0.7269713136950227,0.7269713136950227,0,0,7.821526527404785,10.759057998657227
s42,BBOB_F17,74,9,0.45939360060125084,0.45939360060125084,0,0,4.0385661125183105,8.791080474853516
s42,BBOB_F17,78,0,0.33760895092829624,0.33760895092829624,0,0,2.512507677078247,7.4420647621154785
s42,BBOB_F17,82,7,0.48549117241483536,0.48549117241483536,0,0,4.77923059463501,9.844114303588867
s42,BBOB_F17,86,8,0.7139648899373111,0.7139648899373111,0,0,6.761995315551758,9.471047401428223
s42,BBOB_F17,90,7,0.8940355371110301,0.8940355371110301,0,0,7.228942394256592,8.08574390411377
s42,BBOB_F17,98,8,0.6336906612628385,0.6336906612628385,0,0,5.75992488861084,9.089489936828613
s42,BBOB_F17,102,6,0.6643103425363988,0.6643103425363988,0,0,6.197632789611816,9.329423904418945
s42,BBOB_F17,106,7,0.688789940143635,0.688789940143635,0,0,7.776383876800537,11.289920806884766
s42,BBOB_F17,110,6,1.0,1.0,1,1,11.744485855102539,11.744485855102539
s42,BBOB_F17,114,7,0.36306517077302836,0.36306517077302836,0,0,3.742530345916748,10.308150291442871
s42,BBOB_F17,118,9,0.5881516910939588,0.5881516910939588,0,0,6.077107906341553,10.332551956176758
s42,BBOB_F17,122,5,0.9135307214400786,0.9135307214400786,0,0,9.291827201843262,10.171335220336914
s42,BBOB_F17,126,9,0.5899785365144753,0.5899785365144753,0,0,6.039743900299072,10.237226486206055
s42,BBOB_F17,130,8,0.5682277887830959,0.5682277887830959,0,0,6.360194683074951,11.193037033081055
s42,BBOB_F17,134,22,0.8138819504202088,0.8138819504202088,0,0,8.811617851257324,10.826653480529785
s42,BBOB_F17,138,26,0.6886458660631845,0.6886458660631845,0,0,6.81394100189209,9.894695281982422
s42,BBOB_F17,142,7,0.4889049479007192,0.4889049479007192,0,0,5.177393436431885,10.589775085449219
s42,BBOB_F17,146,7,0.9830987478471893,0.9830987478471893,0,0,8.989331245422363,9.143874168395996
s42,BBOB_F17,150,23,0.7696542049511818,0.7696542049511818,0,0,8.006482124328613,10.402700424194336
s42,BBOB_F17,154,9,0.4525139110245904,0.4525139110245904,0,0,3.912677764892578,8.646535873413086
s42,BBOB_F17,158,22,0.8059062465916037,0.8059062465916037,0,0,7.575181007385254,9.399580955505371
s42,BBOB_F17,162,28,0.5768382051793759,0.5768382051793759,0,0,5.433186054229736,9.41890811920166
s42,BBOB_F17,166,8,1.0,1.0,1,1,9.834681510925293,9.834681510925293
s42,BBOB_F17,170,6,1.0,1.0,1,1,9.6160888671875,9.6160888671875
s42,BBOB_F17,174,4,1.0,1.0,1,1,8.242301940917969,8.242301940917969
s42,BBOB_F17,178,15,0.7203659780241507,0.7203659780241507,0,0,6.754763126373291,9.376849174499512
s42,BBOB_F17,182,17,0.5900682626584349,0.5900682626584349,0,0,5.651264190673828,9.577305793762207
s42,BBOB_F17,186,9,0.7258384767448074,0.7258384767448074,0,0,6.658023834228516,9.172872543334961
s42,BBOB_F17,190,20,0.5626331471966823,0.5626331471966823,0,0,6.15717077255249,10.943490982055664
s42,BBOB_F17,194,16,1.0,1.0,1,1,10.448573112487793,10.448573112487793
s42,BBOB_F17,198,6,0.4997546139861087,0.4997546139861087,0,0,3.971433639526367,7.946767330169678
s42,BBOB_F17,202,7,0.560083240630383,0.560083240630383,0,0,4.895619869232178,8.74087905883789
s42,BBOB_F17,206,11,0.5465938098300784,0.5465938098300784,0,0,5.236514091491699,9.580265998840332
s42,BBOB_F17,210,4,0.6437126676063313,0.6437126676063313,0,0,5.270904541015625,8.188287734985352
s42,BBOB_F17,214,6,0.5807204204551002,0.5807204204551002,0,0,3.7214231491088867,6.408287048339844
s42,BBOB_F17,218,10,0.7374275942225718,0.7374275942225718,0,0,6.3993048667907715,8.677875518798828
s42,BBOB_F17,222,9,0.9527354453226223,0.9527354453226223,0,0,9.164165496826172,9.618793487548828
s42,BBOB_F17,226,7,0.8269780766835819,0.8269780766835819,0,0,7.430881977081299,8.98558521270752
s42,BBOB_F17,230,17,0.7495578231680147,0.7495578231680147,0,0,7.527005195617676,10.041927337646484
s42,BBOB_F17,234,8,0.6835070711300788,0.6835070711300788,0,0,6.823854446411133,9.983590126037598
s42,BBOB_F17,238,9,0.6272065085437049,0.6272065085437049,0,0,6.457576751708984,10.295774459838867
s42,BBOB_F17,242,9,0.5920274440951175,0.5920274440951175,0,0,5.563867568969727,9.397989273071289
s42,BBOB_F17,246,12,0.5657953542016669,0.5657953542016669,0,0,5.738496780395508,10.142354011535645
s42,BBOB_F17,250,8,0.6024347599665423,0.6024347599665423,0,0,4.5982465744018555,7.632771015167236
s42,BBOB_F17,254,25,0.6031654491981735,0.6031654491981735,0,0,6.162176132202148,10.216394424438477
s42,BBOB_F17,258,9,0.6509833090003827,0.6509833090003827,0,0,5.643227577209473,8.668774604797363
s42,BBOB_F17,262,5,1.0,1.0,1,1,9.703322410583496,9.703322410583496
s42,BBOB_F17,266,7,0.6247220515820779,0.6247220515820779,0,0,6.1100358963012695,9.780406951904297
s42,BBOB_F17,270,6,0.6695676798377905,0.6695676798377905,0,0,6.336307525634766,9.463281631469727
s42,BBOB_F17,274,9,0.8464781364849807,0.8464781364849807,0,0,8.356668472290039,9.872279167175293
s42,BBOB_F22,58,5,0.43704090222918673,0.43704090222918673,0,0,2.902500867843628,6.641256809234619
s42,BBOB_F22,62,9,0.9133199582160637,0.9133199582160637,0,0,7.310122966766357,8.003901481628418
s42,BBOB_F22,66,9,0.36253965560897217,0.36253965560897217,0,0,3.4806079864501953,9.600626945495605
s42,BBOB_F22,70,18,0.5590372163197708,0.5590372163197708,0,0,5.6895270347595215,10.177367210388184
s42,BBOB_F22,74,22,0.7618646717379018,0.7618646717379018,0,0,7.896631240844727,10.364873886108398
s42,BBOB_F22,78,20,0.8479105531862494,0.8479105531862494,0,0,8.339903831481934,9.835829734802246
s42,BBOB_F22,82,22,0.5910426311334027,0.5910426311334027,0,0,5.21091365814209,8.816476821899414
s42,BBOB_F22,86,28,0.5632552369660977,0.5632552369660977,0,0,5.4278130531311035,9.636507034301758
s42,BBOB_F22,90,14,0.8143107573455499,0.8143107573455499,0,0,6.7606401443481445,8.302285194396973
s42,BBOB_F22,94,22,0.8343081631980347,0.847594470923283,0,0,7.337929725646973,8.79522705078125
s42,BBOB_F22,98,31,0.8641659501314601,0.8641659501314601,0,0,7.1338911056518555,8.255232810974121
s42,BBOB_F22,102,26,0.6033408617155213,0.6033408617155213,0,0,5.330704689025879,8.835311889648438
s42,BBOB_F22,106,6,0.7307021021769095,0.7307021021769095,0,0,4.397487640380859,6.018167495727539
s42,BBOB_F22,110,27,0.6716401049672712,0.6716401049672712,0,0,5.000955104827881,7.445885181427002
s42,BBOB_F22,114,35,0.7374636936270507,0.7374636936270507,0,0,5.710163116455078,7.742975234985352
s42,BBOB_F22,118,12,0.830910221392912,0.830910221392912,0,0,6.098304271697998,7.339305877685547
s42,BBOB_F22,122,9,1.0,1.0,1,1,10.229415893554688,10.229415893554688
s42,BBOB_F22,126,20,0.6445528007839242,0.6765319406695217,0,0,5.953066349029541,9.235963821411133
s42,BBOB_F22,130,28,0.5313645205492363,0.5610473864091952,0,0,4.516223430633545,8.49929428100586
s42,BBOB_F22,134,22,0.7722843133265421,0.7722843133265421,0,0,6.479534149169922,8.39008903503418
s42,BBOB_F22,138,21,0.7259397283489977,0.7259397283489977,0,0,5.957540035247803,8.206659317016602
s42,BBOB_F22,142,26,0.6824079038409377,0.6873769151752591,0,0,5.19338846206665,7.610387325286865
s42,BBOB_F22,146,14,0.6883861831804741,0.6883861831804741,0,0,5.726439952850342,8.318644523620605
s42,BBOB_F22,150,29,0.7636011800348413,0.7636011800348413,0,0,7.233917713165283,9.473423957824707
s42,BBOB_F22,154,24,0.7221483058308952,0.7221483058308952,0,0,5.510610103607178,7.630856513977051
s42,BBOB_F22,158,27,0.9553342359641859,0.9813345047226995,0,0,6.110317230224609,6.395999431610107
s42,BBOB_F22,162,23,0.8398204023782606,0.8969629255220328,0,0,6.593456268310547,7.851031303405762
s42,BBOB_F22,166,26,0.7747059034204067,0.7747059034204067,0,0,5.70388650894165,7.362647533416748
s42,BBOB_F22,170,33,0.6171459880455323,0.6171459880455323,0,0,4.299975395202637,6.967517375946045
s42,BBOB_F22,174,41,0.654419911720534,0.654419911720534,0,0,5.07875394821167,7.760695934295654
s42,BBOB_F22,178,29,0.6088566098572714,0.6088566098572714,0,0,4.689718246459961,7.702500343322754
s42,BBOB_F22,182,15,0.571260351489672,0.5754232751299836,0,0,5.850059986114502,10.240619659423828
s42,BBOB_F22,186,20,0.8379386504516788,0.8379386504516788,0,0,6.630118370056152,7.912415027618408
s42,BBOB_F22,190,19,0.38800112803056097,0.38800112803056097,0,0,3.2612640857696533,8.405295372009277
s42,BBOB_F22,194,28,0.32038010484087187,0.32038010484087187,0,0,2.432482957839966,7.5924906730651855
s42,BBOB_F22,198,5,0.49335210834494325,0.49335210834494325,0,0,2.1267380714416504,4.310791492462158
s42,BBOB_F22,202,20,0.8230071088329037,0.8230071088329037,0,0,8.1719388961792,9.929366111755371
s42,BBOB_F22,206,28,0.5902004246718175,0.5902004246718175,0,0,4.739621639251709,8.030529022216797
s42,BBOB_F22,210,7,0.8749984818260629,0.8749984818260629,0,0,7.626387119293213,8.715886116027832
s42,BBOB_F22,214,22,0.7433937607756692,0.7433937607756692,0,0,5.52716588973999,7.435044765472412
s42,BBOB_F22,218,23,0.7191239269058014,0.7191239269058014,0,0,6.351573944091797,8.832377433776855
s42,BBOB_F22,222,17,0.6611885561841757,0.6611885561841757,0,0,4.579744815826416,6.9265336990356445
s42,BBOB_F22,226,9,0.6352002637607972,0.6352002637607972,0,0,2.5842244625091553,4.068361759185791
s42,BBOB_F22,230,12,0.766048319173899,0.766048319173899,0,0,5.462440013885498,7.130672931671143
s42,BBOB_F22,234,31,0.6359759002046849,0.6359759002046849,0,0,5.782013893127441,9.091561317443848
s42,BBOB_F22,238,20,0.46330236948476244,0.46330236948476244,0,0,3.6611571311950684,7.902306079864502
s42,BBOB_F22,242,28,0.5983115966856605,0.5983115966856605,0,0,4.333318710327148,7.242578506469727
s42,BBOB_F22,246,25,0.7848037899191245,0.7848037899191245,0,0,6.504480838775635,8.288034439086914
s42,BBOB_F22,250,26,0.7651320025535548,0.7651320025535548,0,0,5.313868522644043,6.945034980773926
s42,BBOB_F22,254,29,0.47881240987788154,0.47881240987788154,0,0,3.557687997817993,7.430233478546143
s42,BBOB_F22,258,18,0.8916620775574061,0.9329339305228663,0,0,6.505522727966309,7.295950889587402
s42,BBOB_F22,262,21,0.919477713526362,0.919477713526362,0,0,4.751740455627441,5.1678690910339355
s42,BBOB_F22,266,28,0.5966931088240452,0.8365437711580602,0,0,5.129576683044434,8.596674919128418
s42,BBOB_F22,270,21,0.4945378217211119,0.5037266484193088,0,0,4.086417198181152,8.263103485107422
s42,BBOB_F22,274,23,1.0,1.0,1,1,8.834187507629395,8.834187507629395
s42,BBOB_F22,278,17,0.9790897712879416,0.9790897712879416,0,0,7.145210266113281,7.29780912399292
s42,BBOB_F22,282,32,0.46156381695893955,0.46156381695893955,0,0,2.96262788772583,6.418674468994141
s42,BBOB_F37,82,17,1.0,1.0,1,1,9.935785293579102,9.935785293579102
s42,BBOB_F37,86,16,0.6570056674344014,0.6570056674344014,0,0,6.585605621337891,10.023666381835938
s42,BBOB_F37,90,7,0.9241987236723123,0.9241987236723123,0,0,8.51395034790039,9.212250709533691
s42,BBOB_F37,98,21,0.7591213938399919,0.7591213938399919,0,0,7.788941860198975,10.260469436645508
s42,BBOB_F37,102,20,0.734111635997466,0.734111635997466,0,0,7.427445411682129,10.117596626281738
s42,BBOB_F37,110,20,0.7798314335326016,0.7798314335326016,0,0,7.6999831199646,9.873907089233398
s42,BBOB_F37,114,27,0.5632912305199296,0.5632912305199296,0,0,5.810689926147461,10.315605163574219
s42,BBOB_F37,118,21,0.6063952925431079,0.6063952925431079,0,0,5.243956565856934,8.64775276184082
s42,BBOB_F37,122,25,0.5476642141796014,0.5476642141796014,0,0,5.546453952789307,10.127471923828125
s42,BBOB_F37,126,15,0.6723054423204856,0.6723054423204856,0,0,6.912296772003174,10.281482696533203
s42,BBOB_F37,130,18,0.9273526686798347,0.9273526686798347,0,0,8.038381576538086,8.668095588684082
s42,BBOB_F37,134,19,0.7525767007131294,0.7525767007131294,0,0,5.85831356048584,7.784340858459473
s42,BBOB_F37,138,15,0.5433305170137908,0.619901318126489,0,0,4.992737770080566,9.189135551452637
s42,BBOB_F37,142,16,0.4591528682405612,0.46381940681170464,0,0,4.158769607543945,9.057483673095703
s42,BBOB_F37,146,34,0.6775825710113504,0.6775825710113504,0,0,6.101840496063232,9.005309104919434
s42,BBOB_F37,150,18,0.5208975317136018,0.5208975317136018,0,0,4.419522285461426,8.484436988830566
s42,BBOB_F37,154,25,0.5785692192065591,0.6081377892372284,0,0,4.855657577514648,8.392526626586914
s42,BBOB_F37,158,8,0.7291273621614843,0.7291273621614843,0,0,6.343825817108154,8.700572967529297
s42,BBOB_F37,162,18,0.5986908752122624,0.5986908752122624,0,0,4.8205647468566895,8.05184268951416
s42,BBOB_F37,166,6,0.5850623388060302,0.5850623388060302,0,0,4.151856899261475,7.096435070037842
s42,BBOB_F37,170,20,0.5256162304628744,0.5256162304628744,0,0,5.582030773162842,10.619974136352539
s42,BBOB_F37,174,25,0.7329790512781,0.7329790512781,0,0,5.452447414398193,7.438749313354492
s42,BBOB_F37,178,20,0.5578061522364353,0.5578061522364353,0,0,4.734379291534424,8.487499237060547
s42,BBOB_F37,182,19,0.9868742799867991,0.9868742799867991,0,0,7.996417045593262,8.102771759033203
s42,BBOB_F37,186,19,0.6326795047193511,0.6326795047193511,0,0,6.310624122619629,9.974440574645996
s42,BBOB_F37,190,10,0.6683164100717995,0.6683164100717995,0,0,4.830752372741699,7.228241443634033
s42,BBOB_F37,194,9,0.796816461733661,0.796816461733661,0,0,6.262569427490234,7.859488010406494
s42,BBOB_F37,198,15,0.4270036278691929,0.4374909560534671,0,0,3.9962663650512695,9.358858108520508
s42,BBOB_F37,202,22,0.6167657704415426,0.6167657704415426,0,0,4.115566730499268,6.6728196144104
s42,BBOB_F37,206,7,0.6491667541651286,0.6491667541651286,0,0,4.21875524520874,6.49872350692749
s42,BBOB_F37,210,26,0.5915083640132052,0.5915083640132052,0,0,5.621933937072754,9.504403114318848
s42,BBOB_F37,214,17,0.7419617058254336,0.7419617058254336,0,0,5.487020492553711,7.395287990570068
s42,BBOB_F37,218,10,0.6807519928318218,0.6807519928318218,0,0,5.557322025299072,8.163504600524902
s42,BBOB_F37,222,20,0.7903846785248175,0.7903846785248175,0,0,7.346479415893555,9.294815063476562
s42,BBOB_F37,226,23,0.6977932538700212,0.8407851548935505,0,0,6.000179767608643,8.598793029785156
s42,BBOB_F37,230,16,1.0,1.0,1,1,10.168755531311035,10.168755531311035
s42,BBOB_F37,234,16,0.9124781359131099,0.9124781359131099,0,0,8.474076271057129,9.286881446838379
s42,BBOB_F37,238,18,0.5779140857321231,0.5779140857321231,0,0,5.010798454284668,8.670490264892578
s42,BBOB_F37,242,17,0.7232676639896569,0.7232676639896569,0,0,5.744816303253174,7.942863464355469
s42,BBOB_F37,246,22,0.4209691023742588,0.4209691023742588,0,0,3.6473584175109863,8.66419506072998
s42,BBOB_F37,250,0,0.29684790873050815,0.29684790873050815,0,0,1.2780499458312988,4.305403232574463
s42,BBOB_F37,254,6,0.7369369660032191,0.7369369660032191,0,0,4.944744110107422,6.709860324859619
s42,BBOB_F37,258,7,0.9483742477881159,0.9483742477881159,0,0,8.872319221496582,9.355293273925781
s42,BBOB_F37,262,8,0.6823910337109904,0.6823910337109904,0,0,5.025656223297119,7.364774703979492
s42,BBOB_F37,266,8,0.7687592842965327,0.7687592842965327,0,0,5.98712158203125,7.788031578063965
s42,BBOB_F37,270,9,1.0,1.0,1,1,5.581456661224365,5.581456661224365
s42,BBOB_F37,274,16,0.7029103523616824,0.7029103523616824,0,0,5.942314624786377,8.453872680664062
s42,BBOB_F37,278,7,0.5004876142565369,0.5004876142565369,0,0,3.495725154876709,6.984638690948486
s42,BBOB_F37,282,28,0.528319879255179,0.5753706732430288,0,0,5.010709285736084,9.484233856201172
s42,BBOB_F37,286,21,0.8376484501707303,0.8376484501707303,0,0,6.294049263000488,7.513950824737549
s42,BBOB_F37,290,26,0.9292090032974951,0.9729337145070238,0,0,5.277883052825928,5.67997407913208
s42,BBOB_F37,294,19,0.7428530621338102,0.7428530621338102,0,0,7.088103294372559,9.541729927062988
s42,BBOB_F49,38,29,0.5848674093792553,0.5848674093792553,0,0,5.576484203338623,9.534612655639648
s42,BBOB_F49,42,6,1.0,1.0,1,1,9.62211799621582,9.62211799621582
s42,BBOB_F49,46,7,0.5613180432539188,0.5613180432539188,0,0,4.958012104034424,8.832803726196289
s42,BBOB_F49,50,2,0.760263322963623,0.8520061635230974,0,0,5.652864456176758,7.435403347015381
s42,BBOB_F49,54,8,0.6892210162299093,0.6892210162299093,0,0,7.779947280883789,11.288029670715332
s42,BBOB_F49,58,6,0.6701159498952297,0.6701159498952297,0,0,6.426389694213867,9.589966773986816
s42,BBOB_F49,62,0,0.4278386155839239,0.45768243745085735,0,0,2.4852659702301025,5.808886528015137
s42,BBOB_F49,66,8,1.0,1.0,1,1,10.226354598999023,10.226354598999023
s42,BBOB_F49,70,10,0.9065969374223906,0.9065969374223906,0,0,7.8762407302856445,8.687698364257812
s42,BBOB_F49,74,7,1.0,1.0,1,1,7.386547088623047,7.386547088623047
s42,BBOB_F49,78,8,0.5220297556275291,0.5220297556275291,0,0,5.2514448165893555,10.05966567993164
s42,BBOB_F49,82,17,0.7116351822428506,0.7116351822428506,0,0,6.613857746124268,9.293888092041016
s42,BBOB_F49,86,6,0.6842891157921148,0.6842891157921148,0,0,6.132989883422852,8.962571144104004
s42,BBOB_F49,90,21,0.5941419032477674,0.5941419032477674,0,0,5.664595603942871,9.534078598022461
s42,BBOB_F49,94,8,0.728492791194955,0.728492791194955,0,0,7.596911430358887,10.428258895874023
s42,BBOB_F49,98,15,0.6473378767054785,0.6473378767054785,0,0,6.123257637023926,9.459136962890625
s42,BBOB_F49,106,25,0.5052743493816351,0.5052743493816351,0,0,4.45884895324707,8.824609756469727
s42,BBOB_F49,110,29,0.6649894449810704,0.6649894449810704,0,0,6.832104206085205,10.274003982543945
s42,BBOB_F49,114,8,0.3795275353445117,0.3795275353445117,0,0,3.3895816802978516,8.931056022644043
s42,BBOB_F49,118,14,0.758074953489429,0.758074953489429,0,0,7.396963119506836,9.757561683654785
s42,BBOB_F49,122,14,0.74085244208585,0.74085244208585,0,0,7.331009387969971,9.895370483398438
s42,BBOB_F49,130,19,0.6327204328237358,0.6327204328237358,0,0,5.420012950897217,8.566205024719238
s42,BBOB_F49,134,8,0.6509891687237872,0.6509891687237872,0,0,5.9748148918151855,9.178055763244629
s42,BBOB_F49,138,15,0.6418803050246186,0.6418803050246186,0,0,5.820324420928955,9.06761646270752
s42,BBOB_F49,142,17,0.8719147556679228,0.8719147556679228,0,0,7.705260276794434,8.83717155456543
s42,BBOB_F49,146,20,0.5462634514201147,0.5462634514201147,0,0,4.241094589233398,7.763826370239258
s42,BBOB_F49,150,10,0.7089717778504953,0.7089717778504953,0,0,7.343361854553223,10.357763290405273
s42,BBOB_F49,158,9,1.0,1.0,1,1,7.653385639190674,7.653385639190674
s42,BBOB_F49,162,8,1.0,1.0,1,1,8.031835556030273,8.031835556030273
s42,BBOB_F49,166,9,0.7806193054264645,0.7806193054264645,0,0,6.222258567810059,7.970925807952881
s42,BBOB_F49,170,15,0.8802892982973882,0.8802892982973882,0,0,7.473040580749512,8.489300727844238
s42,BBOB_F49,174,18,0.8931399824775312,0.8931399824775312,0,0,8.220898628234863,9.204490661621094
s42,BBOB_F49,178,15,0.5258623107235363,0.5258623107235363,0,0,5.311163902282715,10.099913597106934
s42,BBOB_F49,186,9,0.9567876318949231,0.9567876318949231,0,0,8.416315078735352,8.796429634094238
s42,BBOB_F49,194,6,0.9004629634816825,0.9004629634816825,0,0,7.664423942565918,8.511648178100586
s42,BBOB_F49,198,8,0.7154803512352711,0.7154803512352711,0,0,4.602735996246338,6.433071136474609
s42,BBOB_F49,202,7,0.4659768384938592,0.4659768384938592,0,0,4.078069686889648,8.751657485961914
s42,BBOB_F49,210,8,1.0,1.0,1,1,6.947625160217285,6.947625160217285
s42,BBOB_F49,214,16,0.602383622240017,0.602383622240017,0,0,5.053458213806152,8.389102935791016
s42,BBOB_F49,218,8,0.9990156673005857,0.9990156673005857,0,0,7.753362655639648,7.761002063751221
s42,BBOB_F49,222,8,0.6805022766740756,0.6805022766740756,0,0,6.400484561920166,9.405529975891113
s42,BBOB_F49,226,9,1.0,1.0,1,1,5.46970796585083,5.46970796585083
s42,BBOB_F49,230,16,0.9980026956131793,0.9980026956131793,0,0,9.164567947387695,9.18290901184082
