alg,label,dir,n_files,size_jsonl,nlink_jsonl,size_manifest,nlink_manifest,size_pop,nlink_pop,size_real,nlink_real,size_surrogate,nlink_surrogate,size_timing,nlink_timing,mtime_jsonl,mtime_manifest,mtime_pop,mtime_real,mtime_surrogate,mtime_timing,mtime_min,mtime_max,mtime_spread_s,run_id,exp,status,n_retries,n_geracoes,fe_final,maxfe,motivo_parada,created_at,updated_at,upd_minus_created_s,env_exec,env_python,path_jsonl,path_real,bucket,upload_status,tempo_total_s,tempo_total_despachante_s,n_fit_series,jsonl_linhas,jsonl_bad,n_header,n_footer,n_header_null,n_fit,n_decision,n_sonda,n_guard,recs,ts_min,ts_max,ts_first,ts_last,ts_span_s,n_retro,max_retro_s,max_gap_s,n_janelas_900s,hdr_ts,ftr_ts_last,ftr_ts_first,size_final_manifest,nlink_final_manifest,size_final,nlink_final,mtime_final_manifest,mtime_final,final_n,final_created_at,final_keys
b1,DTLZ7,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/DTLZ7/42,6,822231,2,49589,2,11251,2,89606,2,42007953,2,11078,2,1785285303.0615988,1785285293.764912,1785285293.6558926,1785285293.942826,1785285340.1857166,1785285293.6777463,1785285293.6558926,1785285340.1857166,46.529824018478394,main_b1_DTLZ7_42,main,ok,0,441,681,681,,2026-07-26T16:10:51Z,2026-07-26T16:10:51Z,0.0,,,data/experiments/main/b1/exp_main_b1_DTLZ7_42.jsonl,data/experiments/main/b1/exp_main_b1_DTLZ7_42__real.parquet,,,1955.498847,,440,912,0,1,1,0,0,0,221,249,"{""b1_gen"": 440, ""footer"": 1, ""guard"": 249, ""header"": 1, ""sonda"": 221}",2026-07-26T15:38:17+00:00,2026-07-26T16:10:51+00:00,2026-07-26T15:38:17+00:00,2026-07-26T16:10:51+00:00,1954.0,0,0.0,14.0,1,"[""2026-07-26T15:38:17Z""]",2026-07-26T16:10:51Z,2026-07-26T16:10:51Z,,,,,,,,,
b1,MMF1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF1/42,6,189934,2,8040,2,2442,2,4678,2,617556,2,3646,2,1785285296.0290046,1785285294.0510666,1785285294.1016147,1785285294.1230602,1785285296.744295,1785285294.1337235,1785285294.0510666,1785285296.744295,2.693228244781494,main_b1_MMF1_42,main,ok,0,49,61,61,,2026-07-26T11:26:33Z,2026-07-26T11:26:33Z,0.0,,,data/experiments/main/b1/exp_main_b1_MMF1_42.jsonl,data/experiments/main/b1/exp_main_b1_MMF1_42__real.parquet,,,51.509144,,48,90,0,1,1,0,0,0,25,15,"{""b1_gen"": 48, ""footer"": 1, ""guard"": 15, ""header"": 1, ""sonda"": 25}",2026-07-26T11:25:43+00:00,2026-07-26T11:26:33+00:00,2026-07-26T11:25:43+00:00,2026-07-26T11:26:33+00:00,50.0,0,0.0,2.0,1,"[""2026-07-26T11:25:43Z""]",2026-07-26T11:26:33Z,2026-07-26T11:26:33Z,,,,,,,,,
b1,MMF11_L,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF11_L/42,6,164899,2,7215,2,2382,2,4643,2,519459,2,3529,2,1785285371.1839137,1785285293.8054452,1785285293.8137004,1785285293.8210993,1785285298.639957,1785285622.3120697,1785285293.8054452,1785285622.3120697,328.50662446022034,main_b1_MMF11_L_42,main,ok,0,41,61,61,,2026-07-26T11:26:49Z,2026-07-26T11:26:49Z,0.0,,,data/experiments/main/b1/exp_main_b1_MMF11_L_42.jsonl,data/experiments/main/b1/exp_main_b1_MMF11_L_42__real.parquet,,,42.792252,,40,64,0,1,1,0,0,0,21,1,"{""b1_gen"": 40, ""footer"": 1, ""guard"": 1, ""header"": 1, ""sonda"": 21}",2026-07-26T11:26:08+00:00,2026-07-26T11:26:49+00:00,2026-07-26T11:26:08+00:00,2026-07-26T11:26:49+00:00,41.0,0,0.0,2.0,1,"[""2026-07-26T11:26:08Z""]",2026-07-26T11:26:49Z,2026-07-26T11:26:49Z,,,,,,,,,
b1,MMF16_20,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF16_20/42,6,681541,2,45584,2,10225,2,78808,2,32654517,2,10659,2,1785285343.6517007,1785285295.1791244,1785285368.9510956,1785285365.8677137,1785285401.5420313,1785285339.2567372,1785285295.1791244,1785285401.5420313,106.36290693283081,main_b1_MMF16_20_42,main,ok,0,401,619,619,,2026-07-26T15:42:13Z,2026-07-26T15:42:13Z,0.0,,,data/experiments/main/b1/exp_main_b1_MMF16_20_42.jsonl,data/experiments/main/b1/exp_main_b1_MMF16_20_42__real.parquet,,,1457.455979,,400,959,0,1,1,0,0,0,201,356,"{""b1_gen"": 400, ""footer"": 1, ""guard"": 356, ""header"": 1, ""sonda"": 201}",2026-07-26T15:17:57+00:00,2026-07-26T15:42:13+00:00,2026-07-26T15:17:57+00:00,2026-07-26T15:42:13+00:00,1456.0,0,0.0,13.0,1,"[""2026-07-26T15:17:57Z""]",2026-07-26T15:42:13Z,2026-07-26T15:42:13Z,,,,,,,,,
b1,MMF4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/MMF4/42,6,168199,2,7186,2,2361,2,4712,2,503266,2,3512,2,1785285295.673736,1785285294.1332858,1785285294.2759645,1785285294.2980034,1785285299.1223454,1785285294.3648226,1785285294.1332858,1785285299.1223454,4.989059686660767,main_b1_MMF4_42,main,ok,0,41,61,61,,2026-07-26T11:27:25Z,2026-07-26T11:27:25Z,0.0,,,data/experiments/main/b1/exp_main_b1_MMF4_42.jsonl,data/experiments/main/b1/exp_main_b1_MMF4_42__real.parquet,,,42.070537,,40,64,0,1,1,0,0,0,21,1,"{""b1_gen"": 40, ""footer"": 1, ""guard"": 1, ""header"": 1, ""sonda"": 21}",2026-07-26T11:26:45+00:00,2026-07-26T11:27:25+00:00,2026-07-26T11:26:45+00:00,2026-07-26T11:27:25+00:00,40.0,0,0.0,1.0,1,"[""2026-07-26T11:26:45Z""]",2026-07-26T11:27:25Z,2026-07-26T11:27:25Z,,,,,,,,,
b1,WFG1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG1/42,6,739189,2,49851,2,11278,2,76977,2,41367855,2,11389,2,1785285299.557085,1785285295.5102444,1785285294.5904908,1785285295.2278242,1785285342.5787227,1785285294.5905032,1785285294.5904908,1785285342.5787227,47.988231897354126,main_b1_WFG1_42,main,ok,0,444,681,681,,2026-07-27T00:39:31Z,2026-07-27T00:39:31Z,0.0,,,data/experiments/main/b1/exp_main_b1_WFG1_42.jsonl,data/experiments/main/b1/exp_main_b1_WFG1_42__real.parquet,,,3939.083494,,443,930,49,1,0,0,0,0,188,318,"{""b1_gen"": 374, ""guard"": 318, ""header"": 1, ""sonda"": 188}",2026-07-26T23:33:56+00:00,2026-07-27T00:38:11+00:00,2026-07-26T23:33:56+00:00,2026-07-27T00:38:11+00:00,3855.0,0,0.0,214.0,1,"[""2026-07-26T23:33:56Z""]",,,,,,,,,,,
b1,WFG2,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG2/42,6,796923,2,49567,2,11244,2,90504,2,43207919,2,10969,2,1785285301.0228138,1785285364.253796,1785285295.1543798,1785285295.7290075,1785285338.5330403,1785285295.3259907,1785285295.1543798,1785285364.253796,69.09941625595093,main_b1_WFG2_42,main,ok,0,441,681,681,,2026-07-26T16:14:18Z,2026-07-26T16:14:18Z,0.0,,,data/experiments/main/b1/exp_main_b1_WFG2_42.jsonl,data/experiments/main/b1/exp_main_b1_WFG2_42__real.parquet,,,1922.52319,,440,744,0,1,1,0,0,0,221,81,"{""b1_gen"": 440, ""footer"": 1, ""guard"": 81, ""header"": 1, ""sonda"": 221}",2026-07-26T15:42:18+00:00,2026-07-26T16:14:18+00:00,2026-07-26T15:42:18+00:00,2026-07-26T16:14:18+00:00,1920.0,0,0.0,14.0,1,"[""2026-07-26T15:42:18Z""]",2026-07-26T16:14:18Z,2026-07-26T16:14:18Z,,,,,,,,,
b1,WFG4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG4/42,6,809693,2,49573,2,11244,2,91138,2,43208625,2,10957,2,1785285574.4737864,1785285362.2961686,1785285360.7582915,1785285361.161028,1785285365.9305344,1785285339.7701545,1785285339.7701545,1785285574.4737864,234.70363187789917,main_b1_WFG4_42,main,ok,0,441,681,681,,2026-07-26T16:15:16Z,2026-07-26T16:15:16Z,0.0,,,data/experiments/main/b1/exp_main_b1_WFG4_42.jsonl,data/experiments/main/b1/exp_main_b1_WFG4_42__real.parquet,,,1967.944945,,440,762,0,1,1,0,0,0,221,99,"{""b1_gen"": 440, ""footer"": 1, ""guard"": 99, ""header"": 1, ""sonda"": 221}",2026-07-26T15:42:30+00:00,2026-07-26T16:15:16+00:00,2026-07-26T15:42:30+00:00,2026-07-26T16:15:16+00:00,1966.0,0,0.0,13.0,1,"[""2026-07-26T15:42:30Z""]",2026-07-26T16:15:16Z,2026-07-26T16:15:16Z,,,,,,,,,
b1,WFG5,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG5/42,6,798668,2,49579,2,11244,2,87609,2,40897890,2,11064,2,1785285337.9645345,1785285363.7099426,1785285336.6668553,1785285297.0688438,1785285346.7123268,1785285408.734947,1785285297.0688438,1785285408.734947,111.66610312461853,main_b1_WFG5_42,main,ok,0,441,681,681,,2026-07-26T16:43:51Z,2026-07-26T16:43:51Z,0.0,,,data/experiments/main/b1/exp_main_b1_WFG5_42.jsonl,data/experiments/main/b1/exp_main_b1_WFG5_42__real.parquet,,,1963.561048,,440,774,0,1,1,0,0,0,221,111,"{""b1_gen"": 440, ""footer"": 1, ""guard"": 111, ""header"": 1, ""sonda"": 221}",2026-07-26T16:11:09+00:00,2026-07-26T16:43:51+00:00,2026-07-26T16:11:09+00:00,2026-07-26T16:43:51+00:00,1962.0,0,0.0,14.0,1,"[""2026-07-26T16:11:09Z""]",2026-07-26T16:43:51Z,2026-07-26T16:43:51Z,,,,,,,,,
b1,WFG9,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/WFG9/42,6,786952,2,49578,2,11244,2,87916,2,42284589,2,10988,2,1785285301.7885692,1785285338.4700127,1785285404.768757,1785285366.4792507,1785285408.4017184,1785285334.3922443,1785285301.7885692,1785285408.4017184,106.61314916610718,main_b1_WFG9_42,main,ok,0,441,681,681,,2026-07-26T16:47:32Z,2026-07-26T16:47:32Z,0.0,,,data/experiments/main/b1/exp_main_b1_WFG9_42.jsonl,data/experiments/main/b1/exp_main_b1_WFG9_42__real.parquet,,,1977.845326,,440,786,0,1,1,0,0,0,221,123,"{""b1_gen"": 440, ""footer"": 1, ""guard"": 123, ""header"": 1, ""sonda"": 221}",2026-07-26T16:14:36+00:00,2026-07-26T16:47:32+00:00,2026-07-26T16:14:36+00:00,2026-07-26T16:47:32+00:00,1976.0,0,0.0,14.0,1,"[""2026-07-26T16:14:36Z""]",2026-07-26T16:47:32Z,2026-07-26T16:47:32Z,,,,,,,,,
b1,ZDT1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT1/42,6,1245394,2,66919,2,15082,2,137863,2,92410848,2,14691,2,1785285337.0109484,1785285330.7886298,1785285298.9276927,1785285429.3267303,1785285491.6168323,1785285342.952128,1785285298.9276927,1785285491.6168323,192.68913960456848,main_b1_ZDT1_42,main,ok,0,604,929,929,,2026-07-28T14:47:21Z,2026-07-28T14:47:21Z,0.0,,,data/experiments/main/b1/exp_main_b1_ZDT1_42.jsonl,data/experiments/main/b1/exp_main_b1_ZDT1_42__real.parquet,,,2791.3067629583334,,603,1335,0,1,1,0,0,0,303,427,"{""b1_gen"": 603, ""footer"": 1, ""guard"": 427, ""header"": 1, ""sonda"": 303}",2026-07-28T14:00:35+00:00,2026-07-28T14:47:21+00:00,2026-07-28T14:00:35+00:00,2026-07-28T14:47:21+00:00,2806.0,0,0.0,42.0,1,"[""2026-07-28T14:00:35Z""]",2026-07-28T14:47:21Z,2026-07-28T14:47:21Z,,,,,,,,,
b1,ZDT3,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT3/42,6,1256096,2,66682,2,15046,2,138598,2,92720733,2,14756,2,1785285303.4653254,1785285303.7069879,1785285304.2186053,1785285331.574537,1785285376.1769118,1785285344.4558704,1785285303.4653254,1785285376.1769118,72.71158647537231,main_b1_ZDT3_42,main,ok,0,602,929,929,,2026-07-28T14:51:27Z,2026-07-28T14:51:27Z,0.0,,,data/experiments/main/b1/exp_main_b1_ZDT3_42.jsonl,data/experiments/main/b1/exp_main_b1_ZDT3_42__real.parquet,,,2731.5156188333335,,601,1423,0,1,1,0,0,0,302,518,"{""b1_gen"": 601, ""footer"": 1, ""guard"": 518, ""header"": 1, ""sonda"": 302}",2026-07-28T14:05:41+00:00,2026-07-28T14:51:27+00:00,2026-07-28T14:05:41+00:00,2026-07-28T14:51:27+00:00,2746.0,0,0.0,41.0,1,"[""2026-07-28T14:05:41Z""]",2026-07-28T14:51:27Z,2026-07-28T14:51:27Z,,,,,,,,,
b1,ZDT4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT4/42,6,367071,2,24280,2,6866,2,22531,2,5384689,2,6464,2,1785285332.5587964,1785285325.1384308,1785285392.0242631,1785285324.308293,1785285341.5605407,1785285304.622653,1785285304.622653,1785285392.0242631,87.4016101360321,main_b1_ZDT4_42,main,ok,0,201,309,309,,2026-07-26T12:01:57Z,2026-07-26T12:01:57Z,0.0,,,data/experiments/main/b1/exp_main_b1_ZDT4_42.jsonl,data/experiments/main/b1/exp_main_b1_ZDT4_42__real.parquet,,,317.575601,,200,326,0,1,1,0,0,0,101,23,"{""b1_gen"": 200, ""footer"": 1, ""guard"": 23, ""header"": 1, ""sonda"": 101}",2026-07-26T11:56:41+00:00,2026-07-26T12:01:57+00:00,2026-07-26T11:56:41+00:00,2026-07-26T12:01:57+00:00,316.0,0,0.0,5.0,1,"[""2026-07-26T11:56:41Z""]",2026-07-26T12:01:57Z,2026-07-26T12:01:57Z,,,,,,,,,
b1,ZDT6,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b1/ZDT6/42,6,377596,2,24237,2,6866,2,23201,2,5878681,2,6438,2,1785285421.2741866,1785285438.6789308,1785285322.4842758,1785285322.881505,1785285326.4082403,1785285324.7584474,1785285322.4842758,1785285438.6789308,116.19465494155884,main_b1_ZDT6_42,main,ok,0,201,309,309,,2026-07-26T12:04:59Z,2026-07-26T12:04:59Z,0.0,,,data/experiments/main/b1/exp_main_b1_ZDT6_42.jsonl,data/experiments/main/b1/exp_main_b1_ZDT6_42__real.parquet,,,302.165333,,200,388,0,1,1,0,0,0,101,85,"{""b1_gen"": 200, ""footer"": 1, ""guard"": 85, ""header"": 1, ""sonda"": 101}",2026-07-26T11:59:59+00:00,2026-07-26T12:04:59+00:00,2026-07-26T11:59:59+00:00,2026-07-26T12:04:59+00:00,300.0,0,0.0,5.0,1,"[""2026-07-26T11:59:59Z""]",2026-07-26T12:04:59Z,2026-07-26T12:04:59Z,,,,,,,,,
b3,BBOB_F1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b3/BBOB_F1/42,6,58768,3,6739,3,5584,3,24803,3,3333678,3,3471,3,1785285326.5805564,1785285326.487556,1785285326.690505,1785285327.0663314,1785285349.7232091,1785285327.2614584,1785285326.487556,1785285349.7232091,23.235653162002563,main_b3_BBOB_F1_42,main,ok,0,41,309,309,,2026-07-26T11:32:14Z,2026-07-26T11:32:14Z,0.0,,,data/experiments/main/b3/exp_main_b3_BBOB_F1_42.jsonl,data/experiments/main/b3/exp_main_b3_BBOB_F1_42__real.parquet,,,74.965717,,40,69,0,1,1,0,0,0,22,5,"{""b3_gen"": 40, ""footer"": 1, ""guard"": 5, ""header"": 1, ""sonda"": 22}",2026-07-26T11:31:01+00:00,2026-07-26T11:32:14+00:00,2026-07-26T11:31:01+00:00,2026-07-26T11:32:14+00:00,73.0,0,0.0,2.0,1,"[""2026-07-26T11:31:01Z""]",2026-07-26T11:32:14Z,2026-07-26T11:32:14Z,,,,,,,,,
