problema,D,M,geracao,N,lote,nivel,ramo_QU,n_front1,n_front2,entrada,sel,n_sub1,n_sub2,n_pool,rcond,n_treino,hp_n,hp_c,hp_poly,hp_bf,s0_min,s0_max,s0_med,s0_int,s0_teto,s1_min,s1_max,s1_med,s0_nan,s1_nan,mu_min,mu_max,dist_min,dist_min_med,dist_min_max,U_max,U_min,Q_med,U_pool_max,fit1_med,fit2_med,fit3_med,fit2_min,fit2_max,fit3_max,fit1_max
BBOB_F1,10,2,11,100,4,3,True,148,19,200,4,100,100,200,7.889250883912785e-06,143,143,1,0,MQ,12.0,388.0,188.0,1.0,398,0.27489522099494934,0.9922761917114258,0.6308468878269196,0.0,0.0,1.2317874431610107,76.91239929199219,"[0.5180062130563753, 0.38460959119560373, 0.1746972132008358, 0.7216457429291665]",0.4513079021259895,0.7216457429291665,36.0,6.0,30.0,388,0.0038505280400567762,0.9413798340029818,0.004497043904773865,0.5079293323347418,1.3222910008526298,0.0077683860149134676,0.009858642801201523
BBOB_F1,10,2,12,100,5,3,True,155,15,200,5,100,100,200,3.403194931141104e-06,146,147,1,0,MQ,16.0,368.0,211.0,1.0,398,0.28767502307891846,1.0567759275436401,0.6159310340881348,0.0,0.0,1.0194098949432373,73.36109161376953,"[0.4922295005982201, 0.39558381119424785, 0, 0.42081190563066434, 0.5675111360710153]",0.42081190563066434,0.5675111360710153,28.0,2.0,25.0,368,0.004934622616252021,0.935210100891787,0.004301035398427273,0.5551105876881373,1.4214858979725236,0.012644294020269871,0.013511413981731668
BBOB_F1,10,2,13,100,2,3,True,144,22,200,2,100,100,200,3.257879290902429e-06,151,151,1,0,MQ,22.0,386.0,191.0,1.0,398,0.42257699370384216,1.1052523851394653,0.65353062748909,0.0,0.0,1.2132481336593628,79.27776336669922,"[0.49468122879660076, 0.3563702710638236]",0.4255257499302122,0.49468122879660076,42.0,2.0,34.0,386,0.005408051139022187,1.022167394009502,0.0059951878366464074,0.734667092637892,1.3198752991513416,0.014904506498840207,0.008869267550451254
BBOB_F1,10,2,14,100,3,3,True,160,18,200,3,100,100,200,3.2278148673245314e-06,153,153,1,0,MQ,6.0,394.0,190.0,1.0,398,0.0889415293931961,1.2247815132141113,0.5949119627475739,0.0,0.0,1.091706395149231,81.07166290283203,"[0.3802124262798882, 0.4526136285313806, 0.28434104577379404]",0.3802124262798882,0.4526136285313806,32.0,2.0,29.0,394,0.0031542711857369538,0.7680539066197198,0.006260099735839449,0.2998444749564726,1.450073288867273,0.014014508122547937,0.0103598775721154
BBOB_F1,10,2,15,100,4,3,True,159,19,200,4,100,100,200,2.635483366840913e-06,156,156,1,0,MQ,8.0,374.0,190.0,1.0,398,0.053884606808423996,1.2986340522766113,0.6029539704322815,0.0,0.0,1.062795877456665,76.69026947021484,"[0.3046108896178624, 0.6088719707783421, 0.36811999921061844, 0.5996227696703643]",0.4838713844404914,0.6088719707783421,36.0,4.0,30.0,374,0.005367530170004742,0.7855684870774553,0.004602034845413736,-0.09044294074922732,1.0797278844084417,0.010059693618205653,0.00956013587263621
BBOB_F1,10,2,16,100,3,3,True,147,12,200,3,100,100,200,2.159322133036605e-06,160,160,1,0,MQ,12.0,384.0,192.0,1.0,398,0.026076389476656914,1.4279567003250122,0.6342369914054871,0.0,0.0,1.0068026781082153,75.5418930053711,"[0.5590306886702578, 0.6091954118098254, 0.5091182720261248]",0.5590306886702578,0.6091954118098254,22.0,6.0,19.5,384,0.006181957820486958,0.7592871723140444,0.006366602493563684,0.2175081399476877,1.0852935484296378,0.011994342363094485,0.010597765239866663
BBOB_F1,10,2,17,100,5,3,True,151,19,200,5,100,100,200,2.1234107039209114e-06,163,163,1,0,MQ,18.0,380.0,186.0,1.0,398,0.07387399673461914,1.2093220949172974,0.5902940034866333,0.0,0.0,1.003311276435852,76.77582550048828,"[0.44429362910655595, 0.42670058848860415, 0.2873296312972829, 0.3559844038154565, 0.4504031581787189]",0.42670058848860415,0.4504031581787189,36.0,6.0,30.0,380,0.004646342770101605,0.799719618274704,0.005098644329588893,0.13181891822094727,1.5066073307071086,0.009285076494223884,0.00980398379794209
BBOB_F1,10,2,18,100,3,3,True,147,16,200,3,100,100,200,2.0650171071933e-06,167,168,1,0,MQ,30.0,384.0,199.0,1.0,398,0.15889252722263336,1.353816270828247,0.6186176240444183,0.0,0.0,1.0459465980529785,79.34880065917969,"[0, 0.29540217741207975, 0.44219805097286025]",0.29540217741207975,0.44219805097286025,30.0,10.0,26.0,384,0.00515615578689785,0.996293468827484,0.0047705446400151084,0.28023719785479084,1.1410221232015543,0.014521519177890765,0.012193741670407598
BBOB_F1,10,2,19,100,4,3,True,156,18,200,4,100,100,200,2.0204093803652125e-06,170,170,1,0,MQ,20.0,378.0,207.0,1.0,398,0.03884056955575943,1.8099414110183716,0.6206470429897308,0.0,0.0,1.0552006959915161,77.30464935302734,"[0.3579497992746016, 0.5322295644125122, 0.2286256551224559, 0.4559128519232382]",0.40693132559891987,0.5322295644125122,34.0,4.0,28.0,378,0.003991515591601033,0.8944570799815201,0.0044038424481502225,0.07080966147842727,1.2109689110133735,0.007656741041878238,0.01121138995259649
BBOB_F1,10,2,20,100,3,3,True,149,19,200,3,100,100,200,1.9544740815241397e-06,174,174,1,0,MQ,12.0,394.0,172.0,1.0,398,0.012161575257778168,2.219451904296875,0.6829158663749695,0.0,0.0,0.9810099601745605,74.77589416503906,"[0.5695129746072928, 0.4779980575423757, 0.6414347388962607]",0.5695129746072928,0.6414347388962607,36.0,4.0,31.0,394,0.005051242968995229,0.9662913152812482,0.003722557187621836,-0.12128021846188197,2.4388903164361384,0.010017320480604233,0.009333702398442112
BBOB_F1,10,2,21,100,4,3,True,150,16,200,4,100,100,200,1.7635601483447994e-06,177,177,1,0,MQ,6.0,392.0,176.0,1.0,398,0.036650050431489944,2.2008349895477295,0.6315919756889343,0.0,0.0,0.9624710083007812,78.26646423339844,"[0.39651054612507686, 0.48516896773137486, 0.3122612117130918, 0.5963773863625035]",0.44083975692822586,0.5963773863625035,30.0,4.0,25.5,392,0.0036045250179848956,0.7012695595672938,0.004044603141926549,-0.5983142453597452,1.7605115842393957,0.00728240976032689,0.013028720853126924
BBOB_F1,10,2,22,100,2,3,True,160,5,200,2,100,100,200,1.74187737731954e-06,181,181,1,0,MQ,10.0,390.0,192.0,1.0,398,0.048680294305086136,2.1851320266723633,0.6814033687114716,0.0,0.0,0.8659589290618896,77.29842376708984,"[0.44101535196242614, 0.6783650148938419]",0.559690183428134,0.6783650148938419,8.0,4.0,9.0,390,0.008550917556001902,0.5623364707580958,0.003771637184444518,-0.0822946157932325,0.6981746484832865,0.007312197542225238,0.010839982785633195
BBOB_F1,10,2,23,100,4,3,True,154,20,200,4,100,100,200,1.5406110522442288e-06,182,183,1,0,MQ,10.0,384.0,179.0,1.0,398,0.03790316730737686,2.0088343620300293,0.704975962638855,0.0,0.0,0.9682475328445435,82.12030029296875,"[0.4520151795980135, 0.3101133607716017, 0, 0.4854214968477506]",0.3810642701848076,0.4854214968477506,38.0,4.0,30.5,384,0.004277282443691341,0.9847379424666789,0.003708945047251864,-0.5232982086199778,2.3586960176537977,0.005953523179336426,0.008421216053664887
BBOB_F1,10,2,24,100,3,3,True,143,8,200,3,100,100,200,1.5216776007429788e-06,186,186,1,0,MQ,6.0,392.0,186.0,1.0,398,0.0032245400361716747,2.2689027786254883,0.6438705325126648,0.0,0.0,0.7928500771522522,76.583740234375,"[0.416509915177979, 0.4090427050104343, 0.422782908267951]",0.416509915177979,0.422782908267951,14.0,2.0,13.5,392,0.0031370513196952027,0.24787543658652922,0.006686887385171967,-0.04761560330268466,1.1416439455756553,0.007153756530322007,0.007941131419696143
BBOB_F1,10,2,25,100,4,3,True,146,22,200,4,100,100,200,1.3836570178707224e-06,189,189,1,0,MQ,18.0,370.0,209.0,1.0,398,0.13731761276721954,1.5805004835128784,0.6460713446140289,0.0,0.0,0.7897929549217224,74.7552719116211,"[0.41653442353201053, 0.34605700410524365, 0.48978815966400496, 0.3885701895915796]",0.4025523065617951,0.48978815966400496,42.0,2.0,34.5,370,0.005664014684524821,0.9510814553675075,0.004565708150640561,0.24019703055780184,1.3338241439935885,0.007991803361140307,0.0101686617556625
BBOB_F1,10,2,26,100,5,3,True,143,19,200,5,100,100,200,1.0505803735248684e-06,193,193,1,0,MQ,6.0,348.0,182.0,1.0,398,0.0397162102162838,1.364281415939331,0.5852016508579254,0.0,0.0,0.7543115615844727,74.24978637695312,"[0.4222415956419298, 0.48314615384069004, 0.26797597804448386, 0.31006598553817066, 0.5712178584778596]",0.4222415956419298,0.5712178584778596,34.0,4.0,30.0,348,0.006012307528447711,0.7996536275365429,0.003288534933676295,-0.06773231236792299,1.3228164633729307,0.007843131081390103,0.012275847254296451
BBOB_F1,10,2,27,100,4,3,True,155,18,200,4,100,100,200,5.882370459852639e-07,198,198,1,0,MQ,10.0,384.0,199.0,1.0,398,0.13358646631240845,1.5863075256347656,0.6016097962856293,0.0,0.0,0.840194582939148,74.3161392211914,"[0.319917802032551, 0.1997339414396218, 0.3548899593153901, 0.3331716743911037]",0.32654473821182733,0.3548899593153901,32.0,8.0,29.5,384,0.004538093384835767,0.8108557312550664,0.002803622552311558,0.4217642600000948,1.4242752785650685,0.00615082815324316,0.009446324648060722
BBOB_F1,10,2,28,100,5,3,True,141,13,200,5,100,100,200,4.255577377446561e-07,201,202,1,0,MQ,16.0,386.0,181.0,1.0,398,0.2782260477542877,1.5890178680419922,0.6558198630809784,0.0,0.0,0.7305481433868408,76.15721130371094,"[0.3429689898221969, 0, 0.20164292486871777, 0.40873113840911995, 0.14724513889095153]",0.20164292486871777,0.40873113840911995,24.0,2.0,22.0,386,0.005536818659326419,0.9338909475503154,0.003808237129523743,0.6012296985627668,1.2185545993639888,0.007771816719003425,0.013877039805071906
BBOB_F1,10,2,29,100,2,3,True,152,11,200,2,100,100,200,4.1936160976235457e-07,206,206,1,0,MQ,8.0,390.0,186.0,1.0,398,0.0422610342502594,1.5133029222488403,0.5988803803920746,0.0,0.0,1.0410592555999756,81.50813293457031,"[0.5418556274517258, 0.3690125090990043]",0.45543406827536503,0.5418556274517258,18.0,2.0,19.0,390,0.004276656572929888,0.7403862588173764,0.0019297987094378504,0.19894288405177019,1.3829097068146678,0.005302657570362605,0.008377409018905158
BBOB_F1,10,2,30,100,3,3,True,160,11,200,3,100,100,200,4.1707400314537047e-07,208,208,1,0,MQ,10.0,392.0,207.0,1.0,398,0.1423100084066391,1.1706452369689941,0.577081561088562,0.0,0.0,0.7424880266189575,76.16194915771484,"[0.6561884112956367, 0.22200354997834662, 0.48276803433622795]",0.48276803433622795,0.6561884112956367,20.0,6.0,18.0,392,0.003640277835025768,0.7965618031225876,0.0023948033557238055,0.24835984958159152,0.9791683655045649,0.00490563660871287,0.009954890821368342
BBOB_F1,10,2,31,100,2,3,True,162,30,200,2,100,100,200,3.774284286463987e-07,211,211,1,0,MQ,10.0,384.0,198.0,1.0,398,0.2565711438655853,1.425111174583435,0.6096660494804382,0.0,0.0,0.5868972539901733,74.23758697509766,"[0.44259995180015393, 0.4347414533625234]",0.43867070258133867,0.44259995180015393,58.0,12.0,46.0,384,0.00459709206208031,0.9663771461946231,0.0026714800195166287,0.4446418425344296,1.4513757187213292,0.005378649969122809,0.010666185696385777
BBOB_F1,10,2,32,100,4,3,True,154,18,200,4,100,100,200,3.63519596478401e-07,212,213,1,0,MQ,12.0,384.0,193.0,1.0,398,0.1849210560321808,1.2071146965026855,0.5862725675106049,0.0,0.0,0.6228703260421753,76.2114028930664,"[0.21539068613029372, 0.34102851837314413, 0, 0.3174327907054206]",0.26641173841785715,0.34102851837314413,34.0,10.0,28.5,384,0.0043961270099033,0.9039153740555701,0.0029053389908371323,0.40536500766830663,1.10259066417626,0.004875897289473592,0.011556655594137183
BBOB_F1,10,2,33,100,3,3,True,157,18,200,3,100,100,200,3.539232098859489e-07,216,216,1,0,MQ,22.0,398.0,192.0,1.0,398,0.25357502698898315,1.2727230787277222,0.5789409875869751,0.0,0.0,0.5096860527992249,73.85322570800781,"[0.3302328391625798, 0.2886183768117685, 0.43755752472635956]",0.3302328391625798,0.43755752472635956,32.0,2.0,28.0,398,0.0044268764367089986,0.8465629639425893,0.002651251861429807,0.44510220012161117,1.028933943205815,0.006839312090666486,0.011726129511440697
BBOB_F1,10,2,34,100,2,3,True,144,17,200,2,100,100,200,3.294150356340301e-07,219,219,1,0,MQ,12.0,396.0,206.0,1.0,398,0.10944561660289764,1.4478098154067993,0.5838985443115234,0.0,0.0,0.4957643151283264,82.62533569335938,"[0.2867583522922871, 0.2853114543746715]",0.28603490333347925,0.2867583522922871,32.0,4.0,27.0,396,0.002683915484697791,0.8197668661074644,0.0032068173574514485,0.4034813609951229,1.4717883740741726,0.0049771366721965875,0.010218789686244248
BBOB_F1,10,2,35,100,4,3,True,161,23,200,4,100,100,200,3.276734041884243e-07,221,221,1,0,MQ,12.0,392.0,195.0,1.0,398,0.05186737701296806,1.014243245124817,0.5887232720851898,0.0,0.0,0.5287957787513733,78.76338195800781,"[0.34091213892953964, 0.3037379588690275, 0.3821005633621138, 0.6041108164529145]",0.36150635114582674,0.6041108164529145,44.0,6.0,36.0,392,0.004315765916594938,0.8458526292900155,0.0030206955844000335,0.5862035798621941,1.5189840911312098,0.005888360825658733,0.009670274733994233
BBOB_F1,10,2,36,100,4,3,True,159,18,200,4,100,100,200,3.2440971357985445e-07,225,225,1,0,MQ,20.0,382.0,203.0,1.0,398,0.21902941167354584,1.2085803747177124,0.5847283601760864,0.0,0.0,0.5213810801506042,76.91619110107422,"[0.2557760402963453, 0.27947359445764164, 0.36027267893705156, 0.33433155765312195]",0.3069025760553818,0.36027267893705156,34.0,4.0,27.5,382,0.003607471305324593,0.8866985847147788,0.002986579708058256,0.42320977999217746,1.3385599226229346,0.0046825983479984335,0.010739660424753855
BBOB_F1,10,2,37,100,4,3,True,149,13,200,4,100,100,200,2.995588220546796e-07,228,229,1,0,MQ,10.0,368.0,184.0,1.0,398,0.3256585896015167,1.1701854467391968,0.5834261476993561,0.0,0.0,0.5466203093528748,79.20552825927734,"[0.4438244097701512, 0, 0.020452072398014148, 0.3095613319418589]",0.16500670216993654,0.4438244097701512,24.0,2.0,21.0,368,0.004918936921323128,0.9671621035119928,0.0030490981342850324,0.5664099240986902,1.4351652762288554,0.00455491787074872,0.011191194780868483
BBOB_F1,10,2,38,100,5,3,True,154,18,200,5,100,100,200,2.4922469360820415e-08,232,232,1,0,MQ,18.0,390.0,184.0,1.0,398,0.4035462439060211,1.681555986404419,0.6132164001464844,0.0,0.0,0.5033252835273743,79.53995513916016,"[0.7110342976870816, 0.3131861223177045, 0.31593495354221746, 0.27603304896068176, 0.3104127177362519]",0.3131861223177045,0.7110342976870816,34.0,2.0,28.0,390,0.001751629374443571,0.9403159784657191,0.002698331934074977,0.7004726879362124,1.2942985244685588,0.004415945912249914,0.011941321410561478
BBOB_F1,10,2,39,100,3,3,True,150,11,200,3,100,100,200,2.3591606616289225e-08,237,237,1,0,MQ,12.0,390.0,188.0,1.0,398,0.20250676572322845,1.521623134613037,0.5790987610816956,0.0,0.0,0.2018178403377533,78.82925415039062,"[0.23632133255978066, 0.031406285563693626, 0.47767186069310386]",0.23632133255978066,0.47767186069310386,20.0,6.0,18.0,390,0.006086610452508606,0.907847912339208,0.0029927564448186876,0.3536075064329234,1.0168631121435974,0.0050981227441429175,0.013723561232087067
BBOB_F1,10,2,40,100,6,3,True,139,17,200,6,100,100,200,1.990916479056474e-08,240,240,1,0,MQ,20.0,384.0,193.0,1.0,398,0.3754245936870575,1.2223738431930542,0.6272313892841339,0.0,0.0,0.21970833837985992,79.30941009521484,"[0.34219515244590537, 0.30047992736305784, 0.24537031570018547, 0.2116881680077455, 0.30023551705481705, 0.2665836677523594]",0.2834095924035882,0.34219515244590537,30.0,8.0,27.0,384,0.004538173821212299,0.9398171005663247,0.002281775299986396,0.6852452316654993,1.1413488501686064,0.004411620762894571,0.014446371294240395
BBOB_F1,10,2,41,100,3,3,True,141,17,200,3,100,100,200,1.7947210604752344e-08,246,246,1,0,MQ,18.0,384.0,197.0,1.0,398,0.3483729362487793,1.1047216653823853,0.5876754820346832,0.0,0.0,0.2433353215456009,78.3114013671875,"[0.4454293259471716, 0.2496800114366667, 0.26802272191869053]",0.26802272191869053,0.4454293259471716,32.0,4.0,27.0,384,0.004259692527122466,0.8727771514653302,0.0020964876022672692,0.6355790186938481,1.0845892228588543,0.005244610433658034,0.014570307083578468
BBOB_F1,10,2,42,100,3,3,True,147,14,200,3,100,100,200,1.6583784431782554e-08,249,249,1,0,MQ,12.0,398.0,200.0,1.0,398,0.34050947427749634,1.0962334871292114,0.5867167413234711,0.0,0.0,0.21777960658073425,78.78480529785156,"[0.41735277471814136, 0.2676253327332897, 0.027327233823828036]",0.2676253327332897,0.41735277471814136,26.0,8.0,23.0,398,0.0038656833995549898,0.9421117735609927,0.0021973300381091356,0.7027301345141099,1.0712661959800984,0.0035547061564318973,0.013848748062715965
BBOB_F1,10,2,43,100,4,3,True,138,23,200,4,100,100,200,1.6406846365907013e-08,252,252,1,0,MQ,4.0,386.0,196.0,1.0,398,0.3803073465824127,1.3570672273635864,0.5980837643146515,0.0,0.0,0.16478373110294342,80.14318084716797,"[0.6724961563499876, 0.21376101894904626, 0.4893658048600282, 0.3588223817002981]",0.4240940932801631,0.6724961563499876,44.0,10.0,34.0,386,0.003754453102051304,0.899764321873814,0.002610440148486294,0.660649961981786,1.4660550503800742,0.005602011297212574,0.015486132268336644
BBOB_F1,10,2,44,100,4,3,True,148,16,200,4,100,100,200,1.5703167415395408e-08,256,256,1,0,MQ,10.0,378.0,193.0,1.0,398,0.28807997703552246,1.1166138648986816,0.5831455588340759,0.0,0.0,0.23130850493907928,78.5127182006836,"[0.6931766863347385, 0.5623394674802924, 0.38741547752686223, 0.5167782329465292]",0.5395588502134108,0.6931766863347385,30.0,4.0,25.5,378,0.0031141432033172573,0.9436590673513479,0.004065480674449585,0.5019200241002864,1.2505574211031671,0.010377076452272394,0.013559893852103183
BBOB_F1,10,2,45,100,3,3,True,137,19,200,3,100,100,200,1.5574611167547518e-08,259,260,1,0,MQ,20.0,392.0,203.0,1.0,398,0.39787670969963074,1.0485793352127075,0.6046294867992401,0.0,0.0,0.1671922653913498,78.3114013671875,"[0.40858158498134234, 0, 0.2118037768013607]",0.2118037768013607,0.40858158498134234,34.0,6.0,30.0,392,0.0048346129109247404,0.9999999999996882,0.0024708619390060227,0.6924510207445858,1.6990256395588696,0.0051896952991253775,0.01565968561486278
BBOB_F1,10,2,46,100,2,3,True,144,19,200,2,100,100,200,1.4120638852651358e-08,262,262,1,0,MQ,6.0,392.0,183.0,1.0,398,0.32258254289627075,1.1343469619750977,0.5813986361026764,0.0,0.0,0.22782325744628906,78.3114013671875,"[0.39310031751787744, 0.18438515560669902]",0.2887427365622882,0.39310031751787744,36.0,4.0,29.0,392,0.004661665133508325,0.9315155384019311,0.0022263072654926538,0.5595379659878921,1.3547317024201169,0.004364208917640542,0.012306380735139344
BBOB_F1,10,2,47,100,3,3,True,137,20,200,3,100,100,200,1.3167706270271653e-08,264,264,1,0,MQ,6.0,360.0,187.0,1.0,398,0.33507010340690613,1.4492149353027344,0.5825167000293732,0.0,0.0,0.22033263742923737,78.3114013671875,"[0.46945275585794405, 0.2704730351753839, 0.04646413529608873]",0.2704730351753839,0.46945275585794405,36.0,12.0,32.0,360,0.004217330345414863,0.9155921843684443,0.001968717776180371,0.5824586693130929,1.4951567037613192,0.008597128677426812,0.012539507988276494
BBOB_F1,10,2,48,100,3,3,True,141,14,200,3,100,100,200,1.2302349276929382e-08,267,267,1,0,MQ,2.0,392.0,197.0,1.0,398,0.2575378119945526,1.2625651359558105,0.5932857394218445,0.0,0.0,0.23537035286426544,78.3114013671875,"[0.3543201985340423, 0.6029242099448808, 0.3871861055156882]",0.3871861055156882,0.6029242099448808,26.0,2.0,23.0,392,0.003293925513201096,0.9849050510173072,0.002504744430062639,0.44859434844008206,1.7637114413053894,0.004131649788359321,0.014285248554676916
BBOB_F1,10,2,49,100,5,3,True,137,23,200,5,100,100,200,1.219898499588011e-08,270,270,1,0,MQ,10.0,394.0,188.0,1.0,398,0.37096107006073,1.0218161344528198,0.5909589529037476,0.0,0.0,0.21163935959339142,78.87028503417969,"[0.11433304409039159, 0.3308279580920801, 0.23498757583464458, 0.3349962681411217, 0.267451297434195]",0.267451297434195,0.3349962681411217,42.0,8.0,36.0,394,0.002916241035848227,0.986573577168464,0.0020978207708008244,0.6436491889228719,1.3458137257032732,0.003649889970856508,0.011441275706315507
BBOB_F1,10,2,50,100,4,3,True,140,15,200,4,100,100,200,1.1914769128921714e-08,274,275,1,0,MQ,4.0,398.0,180.0,1.0,398,0.1828254908323288,1.428529977798462,0.5838556885719299,0.0,0.0,0.223080575466156,78.82135772705078,"[0.24317593401236212, 0.39545617909453784, 0, 0.3057136049953453]",0.2744447695038537,0.39545617909453784,28.0,8.0,25.0,398,0.007409857668235459,0.9500228764287879,0.001788819555590155,0.65087716909275,1.0000000000040057,0.003470126781313727,0.012245360868449254
BBOB_F1,10,2,51,100,5,3,True,153,16,200,5,100,100,200,1.1779465669282273e-08,277,278,1,0,MQ,10.0,392.0,185.0,1.0,398,0.29741090536117554,1.3357620239257812,0.5955998301506042,0.0,0.0,0.223080575466156,78.82135772705078,"[0.21929008099136194, 0.24274119919237422, 0, 0.19973940227385206, 0.40924363042558254]",0.21929008099136194,0.40924363042558254,30.0,2.0,25.5,392,0.005199578927921292,0.9478312087441338,0.001436711019221511,0.5155733091786772,1.2503400010386088,0.00457459969651521,0.010424821669259454
