problema,geracao,rel_ddof1,rel_ddof0
BBOB_F17,52,0.0010416699385141473,0.18355351993214863
BBOB_F17,53,0.0024538439777665095,0.18301729145550946
BBOB_F17,54,0.002465261536983911,0.1842913033882611
BBOB_F17,55,0.0018079698797486235,0.18346938378909694
BBOB_F17,56,0.0014323137425230137,0.18351588392301998
BBOB_F17,57,0.002748837164229025,0.18343224525652665
BBOB_F22,1,0.08371097637967626,0.11548644585141626
BBOB_F22,2,0.03821577074416059,0.21270250819454284
BBOB_F22,3,0.010465226386836146,0.1881854905740925
BBOB_F22,4,0.01864600094946979,0.19763770908647874
BBOB_F22,5,0.08377700576021352,0.2255400797577949
BBOB_F22,6,0.008245142219440608,0.18948492191905228
BBOB_F22,7,0.00896328061633447,0.1890831905520385
BBOB_F22,8,0.004432372051130606,0.18691621386093943
BBOB_F22,9,0.0016531927968783952,0.18355562190283337
BBOB_F22,10,0.004793271577408517,0.18683482449373892
BBOB_F22,11,0.005125627178094814,0.1876071645360432
BBOB_F22,12,0.004184472362295807,0.18586314876527055
BBOB_F22,13,0.001777823906588225,0.18452495688798037
BBOB_F22,14,0.004591065315995558,0.18512955123418767
BBOB_F22,15,0.0019362653447279345,0.18253859699780212
BBOB_F22,16,0.0024351364098158055,0.18247022199164806
BBOB_F22,17,0.0010791645520005478,0.18309919211655679
BBOB_F22,18,0.0009426269647752123,0.18353055072267088
BBOB_F22,19,0.0010921744253534183,0.1834994865964627
BBOB_F22,20,0.0023001379206278663,0.1833970675134684
BBOB_F22,21,0.0010973698089262454,0.18355317376324595
BBOB_F22,22,0.0009942492780234873,0.18350699574532953
BBOB_F22,23,0.0008779772133313121,0.1833507659236433
BBOB_F22,24,0.0012396540861376224,0.18326906084444466
BBOB_F22,25,0.001289831509712818,0.18332241402428112
BBOB_F22,26,0.0019449539950501693,0.18296956904290504
BBOB_F22,27,0.0006903950239736833,0.18368304975228944
BBOB_F22,28,0.0005986176471494449,0.1838249078463215
BBOB_F22,29,0.0015439980554664832,0.18322281556854025
BBOB_F22,30,0.0007376010597030193,0.18331152310528534
BBOB_F22,31,0.0012497143511585756,0.1837406456541084
BBOB_F22,32,0.0007530590762667058,0.18348088929777595
BBOB_F22,33,0.01697970699242486,0.18361760604517235
BBOB_F22,34,0.00043715366101526457,0.1834615990076966
BBOB_F22,35,0.0005494516202849685,0.18322283211262658
BBOB_F22,36,0.00026310938872235626,0.18342078588403532
BBOB_F22,37,0.0007029484587706329,0.18332262308991298
BBOB_F22,38,0.0003071291130009971,0.1835318156566439
BBOB_F22,39,0.0002951733220658201,0.18353698057961143
BBOB_F22,40,0.00019519331177506293,0.183527236766525
BBOB_F22,41,0.00015722890889060552,0.18352363023288137
BBOB_F22,42,0.00023776289440222164,0.18361114198119738
BBOB_F22,43,0.0002727062936018352,0.18351554876559506
BBOB_F22,44,0.00020481554144779183,0.18358146338891676
BBOB_F22,45,9.629646025680908e-05,0.18349210839061064
BBOB_F22,46,0.00012221008927762447,0.18350005371658912
BBOB_F22,47,0.0001078229526273711,0.18350340553032446
BBOB_F22,48,0.00012311117769870015,0.18348976821685498
BBOB_F22,49,0.00019155807478530643,0.18350143005598218
BBOB_F22,50,0.0001711042046732603,0.18342266456387268
BBOB_F22,51,0.00012775474329571886,0.18347259620071266
BBOB_F37,1,0.04961037230352837,0.14299671970775263
BBOB_F37,2,0.08411464092314382,0.2521827357911357
BBOB_F37,3,0.028769198571483225,0.20699337134173892
BBOB_F37,4,0.003968765748427191,0.18669515949215496
BBOB_F37,5,0.00975622356866181,0.18260212413110805
BBOB_F37,6,0.01339678025194194,0.19031529795623994
BBOB_F37,7,0.00748644552600816,0.18608141934218297
BBOB_F37,8,0.003539427705122326,0.18356766352390685
BBOB_F37,9,0.0029841893626385923,0.18293218782045706
BBOB_F37,10,0.0038880785294902976,0.18641326655905602
BBOB_F37,11,0.002728441177389407,0.18567534983116318
BBOB_F37,12,0.008259102896953151,0.1878686396807812
BBOB_F37,13,0.0007849277831993985,0.1839317119041478
BBOB_F37,14,0.0004545735801111192,0.1837532781471739
BBOB_F37,15,0.0012345281822902735,0.18417514885215477
BBOB_F37,16,0.0010577041879822418,0.183999062679119
BBOB_F37,17,0.0006935415721709376,0.18355837049456597
BBOB_F37,18,0.0019495294710455149,0.18225588604550966
BBOB_F37,19,0.0008072815851152468,0.1832701476476542
BBOB_F37,20,0.0009173829425831737,0.18346115594765255
BBOB_F37,21,0.00039649591376126735,0.1836111373270004
BBOB_F37,22,0.0013324388203660512,0.18354031665186712
BBOB_F37,23,0.0004775986821619897,0.1836677846544977
BBOB_F37,24,0.0006385608344562866,0.18389487077012168
BBOB_F37,25,0.0005173698911908787,0.18363902124388315
BBOB_F37,26,0.0009525869165390134,0.18350341338749115
BBOB_F37,27,0.0002505412870944945,0.18350827711121082
BBOB_F37,28,0.00033984516367309404,0.1835313246884137
BBOB_F37,29,0.00037405212058368793,0.18362101672018302
BBOB_F37,30,0.0003953137021785307,0.18351733818347798
BBOB_F37,31,0.00012492371415797043,0.18350697284673317
BBOB_F37,32,0.0001846678099242163,0.18351864813487695
BBOB_F37,33,9.662565681990614e-05,0.18349919089499936
BBOB_F37,34,0.0001100687738602898,0.183503417490391
BBOB_F37,35,0.00011693826708320105,0.18348774630371506
BBOB_F37,36,7.13038516605343e-05,0.18346619382845125
BBOB_F37,37,0.00010015676060475548,0.1835011745166406
BBOB_F37,38,6.531521779417997e-05,0.18348968267338056
BBOB_F37,39,0.00014095095720676956,0.18349971674002535
BBOB_F37,40,5.698645665261144e-05,0.18350344934112034
BBOB_F37,41,0.00010607069688263151,0.18349510320956947
BBOB_F37,42,7.838116979168961e-05,0.18350340362117623
BBOB_F37,43,5.526620918537311e-05,0.1835004519177003
BBOB_F37,44,5.6074821857820005e-05,0.18350340791652908
BBOB_F37,45,7.149473609160378e-05,0.1835027334619297
BBOB_F37,46,4.69773441866839e-05,0.18349364014749986
BBOB_F37,47,4.6973270871846714e-05,0.18350282617939656
BBOB_F37,48,0.00010923390876193252,0.18348505372315269
BBOB_F37,49,5.118296442692213e-05,0.18350429235266713
BBOB_F37,50,6.230752878698754e-05,0.18350876234768881
BBOB_F49,1,0.15710207399426585,0.187061727685396
BBOB_F49,2,0.02735919856122602,0.17599733716717153
BBOB_F49,3,0.04783007702077515,0.21524349017970992
BBOB_F49,4,0.017310291371267814,0.17526602204489647
BBOB_F49,5,0.017284746964958835,0.18106868234671653
BBOB_F49,6,0.01961613246757997,0.18607963145059256
BBOB_F49,7,0.014572551409619328,0.17615382865653184
BBOB_F49,8,0.008091078414016396,0.18326544548560786
BBOB_F49,9,0.017276350161879422,0.18350612162102475
BBOB_F49,10,0.009426958093641151,0.18240733992919583
BBOB_F49,11,0.0067874247462993325,0.18283037405630703
BBOB_F49,12,0.0048840854937311495,0.1848837690922807
BBOB_F49,13,0.0030741162157213045,0.1838807894188184
BBOB_F49,14,0.00376895777281544,0.18605091546845365
BBOB_F49,15,0.009819953693478326,0.17921588529594495
BBOB_F49,16,0.0023446027719993268,0.1838806825106385
BBOB_F49,17,0.009236341686799075,0.18131176136114446
BBOB_F49,18,0.005898448292459422,0.1841306673812215
BBOB_F49,19,0.0030055833186139647,0.18444378457509633
BBOB_F49,20,0.0157700698583356,0.18353683568792079
BBOB_F49,21,0.0040129677508445386,0.18406858178704538
BBOB_F49,22,0.004462245262680818,0.18272073574995307
BBOB_F49,23,0.0045545426917207674,0.18304870987658795
BBOB_F49,24,0.004418927698715693,0.18304117194858183
BBOB_F49,25,0.007272197699412231,0.18107048517163854
BBOB_F49,26,0.000819850345345245,0.18340537494949746
BBOB_F49,27,0.0022211749787309294,0.18390708699338404
BBOB_F49,28,0.0021417428690689447,0.18384821592781792
BBOB_F49,29,0.003565932958053625,0.18366371210488003
BBOB_F49,30,0.0006509395836766694,0.1830883131532234
BBOB_F49,31,0.0004917635365082369,0.18357244635294415
BBOB_F49,32,0.003993896237430761,0.18411004951975443
BBOB_F49,33,0.0011916290767861458,0.18357506411549163
BBOB_F49,34,0.0006488889288445246,0.18357162627188955
BBOB_F49,35,0.0012719478336451042,0.18339841674055743
BBOB_F49,36,0.0015207991798743934,0.1835608463841598
BBOB_F49,37,0.0023447068806362803,0.18394119813248289
BBOB_F49,38,0.0006952029121131914,0.1835404500131096
BBOB_F49,39,0.0005030113616785664,0.18350433313927084
BBOB_F49,40,0.0003087313517104082,0.18350341010532087
BBOB_F49,41,0.0003938422653955527,0.18357764585282843
BBOB_F49,42,0.0005228990845828844,0.18351059895506128
BBOB_F49,43,0.00024006117080106756,0.18348776794121535
BBOB_F49,44,0.0006961782911077439,0.18333609972360615
BBOB_F49,45,0.0006368881844476459,0.18353712013219414
BBOB_F49,46,0.0007062354892931606,0.18343434966418115
BBOB_F49,47,0.0007428022858337464,0.18350343890842827
BBOB_F49,48,0.0003984516732569447,0.18359528600079325
BBOB_F49,49,0.0002279254403925222,0.18348524635360736
BBOB_F49,50,0.00026427425895845537,0.18350927136473466
BBOB_F49,51,0.0003317291826882695,0.18347116944642303
BBOB_F5,1,0.0478747710843485,0.14450807168206103
BBOB_F5,2,0.005010142177593905,0.18561499102549772
BBOB_F5,3,0.0023627800154486303,0.18383732736685382
BBOB_F5,4,0.0026170958770635475,0.1853319357215707
BBOB_F5,5,0.0027349648072816533,0.18564005875695216
BBOB_F5,6,0.002424253163652752,0.185482813491329
BBOB_F5,7,0.002567849190829173,0.18549644857436592
BBOB_F5,8,0.001719751861414223,0.18486487186044678
BBOB_F5,9,0.0011951544523918815,0.18428549541908998
BBOB_F5,10,0.001581138875643747,0.1843920400384405
BBOB_F5,11,0.0012787871694837226,0.18437737950460753
BBOB_F5,12,0.0018734325364680078,0.18499438495322204
BBOB_F5,13,0.0009916571020191782,0.1839792777087651
BBOB_F5,14,0.0007606311618998082,0.18404718533343584
BBOB_F5,15,0.0007186478464627217,0.18384437173385598
BBOB_F5,16,0.0007494595928325067,0.18397836954807673
BBOB_F5,17,0.0008791546132040685,0.1840684319096883
BBOB_F5,18,0.000717790303347755,0.18380993604083265
BBOB_F5,19,0.0005331191148354634,0.18367105382207874
BBOB_F5,20,0.000459568171922516,0.18381359690297622
BBOB_F5,21,0.0003803386711322252,0.18364990502924589
BBOB_F5,22,0.0003888630347581976,0.1836617840839904
BBOB_F5,23,0.0004128272115681769,0.18360862996359925
BBOB_F5,24,0.00038650973526682973,0.1836587962023265
BBOB_F5,25,0.0004228574673796133,0.18373800742181215
BBOB_F5,26,0.0004338192239311346,0.18373646720396403
BBOB_F5,27,0.0002819553459851991,0.18361074783498252
BBOB_F5,28,0.000349027553993777,0.18360674553280512
BBOB_F5,29,0.00023042293386738022,0.1836035547276375
BBOB_F5,30,0.0003613692765283648,0.1836576602571191
BBOB_F5,31,0.0014595603054081063,0.1835092213666446
BBOB_F5,32,167.7255611554422,136.76384379853064
BBOB_F5,33,3556.740422574857,2903.8828908607347
BBOB_F5,34,4.878937039762004,3.8001319924551717
BBOB_F5,35,26.044469503388214,21.08171688252093
BBOB_F5,36,1895.6291834059498,1547.5912435387033
BBOB_F5,37,233.45432695503177,190.43115634249494
BBOB_F5,38,354.0931349454088,288.9323305938342
BBOB_F5,39,846.5552060647606,691.0259278993715
BBOB_F5,40,0.00017259569086832384,0.18350639818690814
BBOB_F5,41,0.00011868272095011123,0.18355646533332465
BBOB_F5,42,2.764687882124319,2.0738547840148067
BBOB_F5,43,92.39423584415721,75.2560742451123
BBOB_F5,44,33.96677405410861,27.55025146125216
BBOB_F5,45,996.2002575727504,813.2106008083988
BBOB_F5,46,2678.4072484297553,2186.726857255862
BBOB_F5,47,9694.48818508488,7915.3329535469675
BBOB_F5,48,1819.9217534123663,1485.7763857981172
BBOB_F5,49,138.08754441194822,112.56450446198926
BBOB_F5,50,413.94014881415865,337.79721279640256
BBOB_F5,51,260.781513392217,212.7437106348312
BBOB_F5,52,1.73593648640371,1.233882786784293
BBOB_F5,53,21.204227930703006,17.129676187559134
BBOB_F5,54,4.854114232326751,3.779864255055403
BBOB_F5,55,7.801238990964903,6.186181544050897
BBOB_F5,56,7.1512085741534,5.655433931225425
BBOB_F55,1,0.09388621447878367,0.11352356867414565
BBOB_F55,2,0.021300166313317746,0.18596834789497188
BBOB_F55,3,0.01777569809882551,0.19801721579325599
BBOB_F55,4,0.019997222919615372,0.19983108321403492
BBOB_F55,5,0.020528995943646756,0.2002652740699911
BBOB_F55,6,0.003140545602528278,0.18543657384706058
BBOB_F55,7,0.004661321916087599,0.18615490874910853
BBOB_F55,8,0.006384904122374879,0.1840582948205412
BBOB_F55,9,0.0023559797791327785,0.18384349236208763
BBOB_F55,10,0.0019697506291332465,0.18413341484954943
BBOB_F55,11,0.002310907349359878,0.1850578122068568
BBOB_F55,12,0.001677828006569374,0.18436269964839797
BBOB_F55,13,0.0030847995889661042,0.18570867866043103
BBOB_F55,14,0.0010068641766068323,0.18402009804366662
BBOB_F55,15,0.0029245039021012107,0.1848175716602537
BBOB_F55,16,0.0014678094122686453,0.18385934009371774
BBOB_F55,17,0.0016759510997333758,0.18348007997751137
BBOB_F55,18,0.0010778463983658732,0.183740697730055
BBOB_F55,19,0.0008679705275876633,0.18370558220373406
BBOB_F55,20,0.0007597545333578534,0.18383859123473606
BBOB_F55,21,0.0008890700046079276,0.1839535498842774
BBOB_F55,22,0.0013522695841412004,0.18427756014045166
BBOB_F55,23,0.0013894456277478893,0.183962458048744
BBOB_F55,24,0.0008671896576891673,0.1838703357476913
BBOB_F55,25,0.00047976731206971163,0.1835865646169667
BBOB_F55,26,0.0006115096770803374,0.18358856519341982
BBOB_F55,27,0.0003013401068653975,0.18347532143468465
BBOB_F55,28,0.0007088621863912616,0.18391508661978928
BBOB_F55,29,0.0007034601101301792,0.18340366125081295
BBOB_F55,30,0.0020359703926543724,0.1820769096907863
BBOB_F55,31,0.0007658646401378149,0.18290885490508857
BBOB_F55,32,0.00047067432955492667,0.18349663632364435
BBOB_F55,33,0.001508122458706195,0.1832178456949063
BBOB_F55,34,0.0005095709484556836,0.18337262723494668
BBOB_F55,35,0.0001849196145437899,0.18343502655772637
BBOB_F55,36,0.00011856771262674229,0.18341800310000655
BBOB_F55,37,0.0001839714611130282,0.18345235494960294
BBOB_F55,38,0.00014934679952346004,0.18349615566624697
BBOB_F55,39,0.00010604643994622186,0.18345741145942157
BBOB_F55,40,0.00013707928202159417,0.18350341405455034
BBOB_F55,41,0.00010840395532467841,0.18348670572648734
BBOB_F55,42,9.467483217589503e-05,0.18346754404444576
BBOB_F55,43,0.0001943747557783668,0.18358393463054085
BBOB_F55,44,8.246598262861567e-05,0.1835147595789112
BBOB_F55,45,0.0001050636664959297,0.18351298008928835
BBOB_F55,46,7.712686678817881e-05,0.18349320349756754
BBOB_F55,47,6.15363073785549e-05,0.18351830154752363
BBOB_F55,48,5.4390691559668105e-05,0.18351787907126305
BBOB_F55,49,5.671918520294517e-05,0.18351546181250428
BBOB_F55,50,6.582553269164005e-05,0.18350342122737026
BBOB_F55,51,4.220805907796026e-05,0.1835102434943226
BBOB_F55,52,3.492906766570445e-05,0.1835072865149212
BBOB_F55,53,4.054410445235217e-05,0.18351714386619059
BBOB_F55,54,4.0026415611438886e-05,0.18351998226774907
DTLZ1,1,0.029065375023671965,0.20447044910502443
DTLZ1,2,0.019029238112839852,0.1879976803050719
DTLZ1,3,0.01003460154540799,0.18311154417273973
DTLZ1,4,0.012773896568729102,0.1834417009606211
DTLZ1,5,0.011598641048363507,0.19210876028933885
DTLZ1,6,0.0014218217085827174,0.18243628475264712
DTLZ1,7,0.0007395686961682329,0.18307395029066453
DTLZ1,8,0.0013054296441136022,0.1835752412515392
DTLZ1,9,0.0036155312091820232,0.18329860635261247
DTLZ1,10,0.0014838639334682955,0.18449696842370605
DTLZ1,11,0.0011298376457313279,0.1839391715320683
DTLZ1,12,0.0012487206845337132,0.18333143087465778
DTLZ1,13,0.0009769054937121178,0.18365821818851497
DTLZ1,14,0.0007471773432805953,0.1835561293501089
DTLZ1,15,0.00021326313957319157,0.18339725360529097
DTLZ1,16,0.00013694218719791725,0.18345019176643568
DTLZ1,17,0.00019418166550346617,0.18336622987933593
DTLZ1,18,0.0004409878010017094,0.18341364762770063
DTLZ1,19,0.0003904059950496269,0.18349058080512953
DTLZ1,20,0.0003939167530251015,0.18354315752403083
DTLZ1,21,0.0018015274889483033,0.1835831394476701
DTLZ1,22,0.00033534840779997333,0.1836415430576474
DTLZ1,23,0.0004145758569211928,0.18368106061364053
DTLZ1,24,0.00022892389378855165,0.18367349545797734
DTLZ1,25,0.0003250107877853659,0.1836352857582269
DTLZ1,26,0.000975904469056727,0.18428379078624524
DTLZ1,27,0.00043817554651673086,0.18364439129494825
DTLZ1,28,0.0014973992796071707,0.1834871360257994
DTLZ1,29,0.0012236024176161887,0.1831102299476483
DTLZ1,30,0.0015822670788684522,0.1842374867556174
DTLZ1,31,0.0010798805969294751,0.18331639034344538
DTLZ2,1,0.024903635271444628,0.18453460500170898
DTLZ2,2,0.010953354302493912,0.1889436903488968
DTLZ2,3,0.004315325889675826,0.18459696795258135
DTLZ2,4,0.003557326750304492,0.18419460435106957
DTLZ2,5,0.0039773641284056105,0.18506066946709998
DTLZ2,6,0.0027480132153115443,0.1840468184661359
DTLZ2,7,0.0029266347067115135,0.18425023238622906
DTLZ2,8,0.0027665201661514825,0.18283778263853723
DTLZ2,9,0.002325242108132247,0.18378444548647999
DTLZ2,10,0.0017692863248578983,0.18413368837064376
DTLZ2,11,0.0016712631450097474,0.1843023295768314
DTLZ2,12,0.0012288960044690574,0.18398780498911566
DTLZ2,13,0.0013857214913499615,0.183694036979495
DTLZ2,14,0.0010777031600782791,0.18382639346589458
DTLZ2,15,0.001236091119244794,0.18375987408438982
DTLZ2,16,0.0011156096447373048,0.18360932372842098
DTLZ2,17,0.0009247121921834511,0.18361575804105532
DTLZ2,18,0.0010583972707504242,0.18357953074432026
DTLZ2,19,0.001002735679325482,0.1835804349136353
DTLZ2,20,0.0009412795120580981,0.1835717513795152
DTLZ2,21,0.0008485542331392871,0.18381430693336176
DTLZ2,22,0.0007106958340027322,0.18367523525477797
DTLZ2,23,0.0009017187417186142,0.1836580267806348
DTLZ2,24,0.000833287341964914,0.18359150015249412
DTLZ2,25,0.000867120521567311,0.18394944657850648
DTLZ2,26,0.000810692510854088,0.1836835932736502
DTLZ2,27,0.0008124430245744519,0.18383043210530148
DTLZ2,28,0.0005911743332671026,0.18363550582750818
DTLZ2,29,0.0005079427314134534,0.18353645136580166
DTLZ2,30,0.0005062799260484967,0.18363401396371476
DTLZ2,31,0.000457676100131475,0.18350049370402507
DTLZ2,32,0.0004352098958801446,0.18356850518591825
DTLZ2,33,0.000447009462084449,0.1836521383054176
DTLZ2,34,0.0004140784829298489,0.18357477038954703
DTLZ2,35,0.0004978489491394114,0.18360673051730306
DTLZ2,36,0.0005136708251266492,0.18362256200833643
DTLZ2,37,0.00042592668306063505,0.18363444990191913
DTLZ2,38,0.0004976944277012422,0.1836707288006417
DTLZ2,39,0.0003452817252544302,0.1836102065569748
DTLZ2,40,0.0005368827221852953,0.18370913856713667
DTLZ2,41,0.0003196565745907391,0.18358885761414034
DTLZ2,42,0.00036264764141485207,0.18361784622195704
DTLZ2,43,0.0003492621749560575,0.18358426475565512
DTLZ2,44,0.00044623414708868514,0.1836132391096018
DTLZ2,45,0.00031045716710735496,0.18362438541939208
DTLZ2,46,0.0003782179137469876,0.18355904440387716
DTLZ2,47,0.000325905134756995,0.1836763349308386
DTLZ2,48,0.0002972984252586066,0.18362955915994966
DTLZ2,49,0.00026008371638082286,0.18359655959964094
DTLZ2,50,0.0003057476053135974,0.18364435944251029
DTLZ2,51,0.00022126562855209755,0.18357919554455288
DTLZ2,52,0.00021794438466535575,0.1836070793707573
DTLZ2,53,0.00022192055216461656,0.1836038937476886
DTLZ2,54,0.0003089081036468721,0.1835861988818497
DTLZ2,55,0.0001521831130521108,0.183553854525563
DTLZ2,56,0.00017150572876582738,0.183499179834263
DTLZ2,57,0.00021558413906488434,0.18355780645493366
DTLZ2,58,0.0001922665056695613,0.18356594697552328
DTLZ2,59,0.00025758662045183755,0.18359453803206105
DTLZ2,60,0.00021899066334311667,0.18357886512305904
DTLZ2,61,0.00017896030673392925,0.18352853815976194
DTLZ2,62,0.00016317865693800122,0.18355774022683524
DTLZ2,63,0.00016591458967748677,0.18351656725276838
DTLZ2,64,0.00014400318182198875,0.18354609499266963
DTLZ2,65,0.00014363572718993812,0.18354045817084477
DTLZ3,1,0.03019173170611269,0.18321230462625185
DTLZ3,2,0.05491136505548205,0.18546808561234654
DTLZ3,3,0.023822876154108615,0.16988054549876697
DTLZ3,4,0.007696540605226459,0.18462310430477497
DTLZ3,5,0.010146445016524806,0.18319434037110344
DTLZ3,6,0.011486161658449966,0.1760074888052468
DTLZ3,7,0.02116381270136294,0.18114902386286952
DTLZ3,8,0.0031147661802606082,0.18487089063143247
DTLZ3,9,0.005851664714537779,0.18269210042489345
DTLZ3,10,0.016876986863558634,0.1822522073900471
DTLZ3,11,0.006100264656769221,0.18209682343178327
DTLZ3,12,0.005834953266619808,0.18125837905972714
DTLZ3,13,0.012888096995419152,0.1790229415497055
DTLZ3,14,0.0055046218528987615,0.18217432545632006
DTLZ3,15,0.010363164502026324,0.18259000736491784
DTLZ3,16,0.007061805852185441,0.18391916903681826
DTLZ3,17,0.010445234107567345,0.18432946820159482
DTLZ3,18,0.0033800014629527418,0.18327688402854464
